,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.0703,0.0000,0.0012,0.0011,0.0098,0.0197,0.0133,Marabut
1,Local Economy Growth,-,-,0.0008,0.0000,0.0000,0.0000,0.0314,0.0821,0.0,Marabut
2,Active Establishments in the Locality,-,-,-,0.1250,0.0015,0.1086,0.3512,0.4270,0.363,Marabut
3,Safety Compliant Business,-,-,-,0.1102,0.0692,0.1409,0.4558,0.3834,0.312,Marabut
4,Employment Generation,-,-,0.0000,0.0588,0.0506,0.1354,0.5642,0.1588,0.242,Marabut
5,Cost of Living,-,-,2.8333,2.5000,1.0185,1.0000,1.6803,0.8438,1.2895,Marabut
6,Cost of Doing Business,-,-,2.7889,1.6304,0.9613,1.5614,2.3767,1.9045,1.5179,Marabut
7,Financial Deepening,-,-,0.2315,0.0397,0.0126,0.0115,0.1592,0.2722,0.0659,Marabut
8,Productivity,-,-,0.0000,0.0000,0.0002,0.0422,0.2212,0.0701,0.1371,Marabut
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0108,0.0011,0.0102,0.0000,0.0153,0.0396,Marabut
10,Compliance to National Directives,-,-,3.2997,0.0000,0.0000,2.4988,2.5000,2.4405,1.9091,Marabut
11,Presence of Investment Promotion Unit,-,-,0.0000,0.0000,0.0000,1.2500,2.5000,1.8750,1.9991,Marabut
12,Compliance to ARTA Citizens Charter,-,-,1.5834,2.1127,0.0000,2.2282,2.3873,2.3089,0.0,Marabut
13,Capacity to Generate Local Resource,-,-,0.8599,0.0128,0.0000,0.0052,0.0106,0.0040,0.0035,Marabut
14,Capacity of Health Services,-,-,0.1446,0.1221,0.0000,0.0394,0.1572,0.0391,0.0001,Marabut
15,Capacity of School Services,-,-,0.2105,0.0735,0.0000,0.1624,0.1567,0.0780,0.016,Marabut
16,Recognition of Performance,-,-,0.0000,0.0735,0.0000,0.0694,0.0417,0.0417,0.0,Marabut
17,Getting Business Permits,-,-,0.0000,1.1241,0.0000,1.4136,1.3542,1.0959,1.0,Marabut
18,Peace and Order,-,-,0.2318,0.2914,0.0000,0.2189,0.5044,0.3125,0.0001,Marabut
19,Social Protection,-,-,0.0333,0.2817,0.0000,0.3013,0.1334,1.5123,0.0,Marabut
20,Road Network,-,-,0.0006,0.0013,0.0000,0.0802,0.0124,0.0582,0.0,Marabut
21,Distance to Ports,-,-,2.9951,2.3640,0.0000,2.3095,2.4976,2.1034,1.6749,Marabut
22,Availability of Basic Utilities,-,-,1.6667,2.5000,0.0000,2.3125,2.4500,2.4188,0.2666,Marabut
23,Transportation Vehicles,-,-,0.0382,0.0241,0.0000,0.0018,0.0053,0.0125,0.0086,Marabut
24,Education,-,-,0.0785,0.1312,0.0000,0.0166,0.0156,0.0809,0.0749,Marabut
25,Health,-,-,0.1531,0.1248,0.0000,0.0246,0.0280,0.1248,0.0956,Marabut
26,LGU Investment,-,-,0.6631,0.1692,0.0000,0.0553,0.2089,0.3414,0.002,Marabut
27,Accommodation Capacity,-,-,0.0802,0.0795,0.0000,0.1297,0.0387,0.1690,0.1119,Marabut
28,Information Technology Capacity,-,-,0.3175,0.2579,0.0000,0.1667,0.2083,0.5357,0.25,Marabut
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,Marabut
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.5000,0.0000,1.9861,Marabut
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.5000,2.4762,2.0,Marabut
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2321,2.5000,0.0000,0.0,Marabut
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2784,1.0152,Marabut
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.0977,0.2292,0.0035,0.0017,Marabut
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Marabut
36,Emergency Infrastructure,-,-,-,0.8640,0.0000,0.5427,0.6081,0.2680,0.4276,Marabut
37,Utilities,-,-,-,1.0072,0.0000,1.5454,1.5719,1.2695,1.4263,Marabut
38,Employed Population,-,-,-,0.0804,0.0000,0.1000,0.3974,0.2618,0.2095,Marabut
39,Sanitary System,-,-,-,0.5833,0.0000,1.5000,1.5000,1.2522,1.0,Marabut
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Marabut
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Marabut
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Marabut
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Marabut
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Marabut
45,Internet Capability,-,-,-,-,-,-,-,-,1.04,Marabut
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Marabut
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Marabut
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Marabut
49,New Technology,-,-,-,-,-,-,-,-,0.0,Marabut
