,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,0.0000,0.0001,0.0005,0.0025,-,0.0023,Lagayan
1,Local Economy Growth,-,-,-,0.0000,0.0000,0.0061,0.0315,-,0.0,Lagayan
2,Active Establishments in the Locality,-,-,-,0.0885,0.0010,0.0676,0.1452,-,0.1748,Lagayan
3,Safety Compliant Business,-,-,-,0.0000,0.0000,0.0000,0.0000,-,0.112,Lagayan
4,Employment Generation,-,-,-,0.0584,0.0144,0.0467,0.2500,-,0.1788,Lagayan
5,Cost of Living,-,-,-,1.1638,1.9444,2.2500,0.6967,-,1.8421,Lagayan
6,Cost of Doing Business,-,-,-,0.2808,0.9951,2.0095,2.1529,-,1.6646,Lagayan
7,Financial Deepening,-,-,-,0.0132,0.0000,0.0031,0.0347,-,0.0279,Lagayan
8,Productivity,-,-,-,0.0000,0.0002,0.0394,0.1486,-,0.0978,Lagayan
9,Presence of Business and Professional Organizations,-,-,-,0.0000,0.0000,0.0085,0.0300,-,0.0,Lagayan
10,Compliance to National Directives,-,-,-,0.0000,0.0000,0.0000,0.0000,-,1.9545,Lagayan
11,Presence of Investment Promotion Unit,-,-,-,0.0000,0.0000,2.5000,2.5000,-,1.9997,Lagayan
12,Compliance to ARTA Citizens Charter,-,-,-,0.0000,0.0000,1.2500,1.8077,-,2.0,Lagayan
13,Capacity to Generate Local Resource,-,-,-,0.7565,0.0000,0.0016,0.0059,-,0.0542,Lagayan
14,Capacity of Health Services,-,-,-,0.0174,0.0000,0.0086,0.0789,-,0.0003,Lagayan
15,Capacity of School Services,-,-,-,0.1328,0.0000,0.0466,0.0266,-,0.016,Lagayan
16,Recognition of Performance,-,-,-,0.1328,0.0000,0.0245,0.0418,-,0.1598,Lagayan
17,Getting Business Permits,-,-,-,1.9545,0.0000,1.6057,1.6372,-,1.0,Lagayan
18,Peace and Order,-,-,-,0.5758,0.0000,0.1843,0.4605,-,0.3028,Lagayan
19,Social Protection,-,-,-,0.0847,0.0000,0.1093,0.0347,-,0.1473,Lagayan
20,Road Network,-,-,-,0.0005,0.0000,0.1202,0.0141,-,0.0,Lagayan
21,Distance to Ports,-,-,-,0.0000,0.0000,2.3499,2.1729,-,1.5804,Lagayan
22,Availability of Basic Utilities,-,-,-,1.2500,0.0000,2.1875,1.9375,-,0.4535,Lagayan
23,Transportation Vehicles,-,-,-,0.0594,0.0000,0.0022,0.0021,-,0.0007,Lagayan
24,Education,-,-,-,0.0333,0.0000,0.0023,0.0078,-,0.0143,Lagayan
25,Health,-,-,-,0.0000,0.0000,0.0410,0.0031,-,0.0152,Lagayan
26,LGU Investment,-,-,-,0.0000,0.0000,0.0493,0.1858,-,0.002,Lagayan
27,Accommodation Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,-,0.0,Lagayan
28,Information Technology Capacity,-,-,-,0.0000,0.0000,0.2194,0.1042,-,0.25,Lagayan
29,Financial Technology Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,-,0.0,Lagayan
30,Land Use Plan,-,-,-,0.6250,0.0000,0.0000,2.5000,-,0.0,Lagayan
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4167,-,1.9993,Lagayan
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.2500,2.5000,-,1.0213,Lagayan
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,-,1.0227,Lagayan
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.0869,0.1960,-,0.0017,Lagayan
35,Local Risk Assessments,-,-,-,1.2500,0.0000,2.5000,2.5000,-,2.0,Lagayan
36,Emergency Infrastructure,-,-,-,0.8414,0.0000,0.4437,0.5671,-,0.1122,Lagayan
37,Utilities,-,-,-,0.7024,0.0000,1.2574,1.8700,-,1.491,Lagayan
38,Employed Population,-,-,-,0.0292,0.0000,0.0305,0.1483,-,0.0886,Lagayan
39,Sanitary System,-,-,-,0.5000,0.0000,1.0000,1.0000,-,1.0,Lagayan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Lagayan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Lagayan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Lagayan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Lagayan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Lagayan
45,Internet Capability,-,-,-,-,-,-,-,-,0.04,Lagayan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Lagayan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Lagayan
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Lagayan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Lagayan
