,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.1691,0.0000,0.0455,0.0157,0.0026,0.0019,0.0095,0.0054,San Fabian
1,Local Economy Growth,-,0.1904,0.0000,0.0000,0.0086,0.0006,0.3293,0.0038,0.0,San Fabian
2,Active Establishments in the Locality,-,-,-,0.0000,0.2321,0.1389,0.0879,0.1952,0.1349,San Fabian
3,Safety Compliant Business,-,-,-,0.1048,0.1461,0.1262,0.0691,0.1060,0.0,San Fabian
4,Employment Generation,-,0.1775,0.0000,0.1535,0.1476,0.0896,0.0828,0.1158,0.0977,San Fabian
5,Cost of Living,-,2.8101,3.0833,1.7568,1.8056,0.5159,0.9052,1.3750,0.0,San Fabian
6,Cost of Doing Business,-,3.0785,3.1340,2.3448,2.1964,2.1518,2.2904,2.3598,1.4383,San Fabian
7,Financial Deepening,-,0.5064,0.6341,0.4545,0.0644,0.2454,0.2818,0.2884,0.2963,San Fabian
8,Productivity,-,0.0029,0.0000,0.0036,0.0008,0.0004,0.0487,0.0641,0.0411,San Fabian
9,Presence of Business and Professional Organizations,-,0.0000,0.0000,0.0000,0.0050,0.0128,0.0026,0.1142,0.0279,San Fabian
10,Compliance to National Directives,-,3.3333,3.3041,2.3718,0.0000,2.4000,2.4242,2.4405,1.8214,San Fabian
11,Presence of Investment Promotion Unit,-,3.3333,3.3333,1.8750,0.0000,2.5000,2.5000,2.5000,1.7693,San Fabian
12,Compliance to ARTA Citizens Charter,-,2.8090,2.0769,2.1626,0.0000,2.0393,2.4040,2.0948,2.0,San Fabian
13,Capacity to Generate Local Resource,-,0.9249,1.8845,0.5269,0.0000,0.0414,0.1428,0.0173,0.0021,San Fabian
14,Capacity of Health Services,-,0.0963,0.0863,0.0775,0.0000,0.0822,0.0757,0.1187,0.0012,San Fabian
15,Capacity of School Services,-,1.1089,0.4649,0.4754,0.0000,0.3404,0.1858,0.0517,0.0027,San Fabian
16,Recognition of Performance,-,0.0000,0.2886,0.4754,0.0000,0.2498,0.0000,0.0000,0.115,San Fabian
17,Getting Business Permits,-,-,0.0000,1.2595,0.0000,1.6546,1.6513,2.4525,2.0,San Fabian
18,Peace and Order,-,0.0479,0.0404,0.3217,0.0000,0.0371,0.0359,0.0484,0.0,San Fabian
19,Social Protection,-,-,0.3424,0.6189,0.0000,0.6105,0.3101,0.4630,0.0014,San Fabian
20,Road Network,-,0.0000,0.0000,0.0000,0.0000,0.0123,0.0015,0.0183,0.0011,San Fabian
21,Distance to Ports,-,3.0271,2.9331,2.2217,0.0000,2.4318,2.4651,2.2654,1.6893,San Fabian
22,Availability of Basic Utilities,-,1.6667,3.3333,1.2500,0.0000,1.9010,1.7579,1.7148,0.0916,San Fabian
23,Transportation Vehicles,-,0.1506,0.2127,0.1525,0.0000,0.0246,0.0145,0.0272,0.0193,San Fabian
24,Education,-,0.4243,0.1111,0.1103,0.0000,0.1175,0.0850,0.1686,0.1551,San Fabian
25,Health,-,0.0278,0.0151,0.0446,0.0000,0.0858,0.0957,0.0815,0.0611,San Fabian
26,LGU Investment,-,0.6291,0.5460,0.0000,0.0000,0.2406,0.0750,0.0176,0.0009,San Fabian
27,Accommodation Capacity,-,0.0000,0.0132,0.0129,0.0000,0.0016,0.0063,0.0413,0.0037,San Fabian
28,Information Technology Capacity,-,0.6938,0.3816,0.3931,0.0000,0.3433,0.3340,0.6364,0.2291,San Fabian
29,Financial Technology Capacity,-,0.0397,0.0362,0.1029,0.0000,0.1152,0.1112,0.1307,0.0431,San Fabian
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4744,2.4744,2.4773,1.9697,San Fabian
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4737,1.9998,San Fabian
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.2667,1.008,San Fabian
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2573,1.0124,San Fabian
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.1647,0.1164,0.0220,0.0,San Fabian
35,Local Risk Assessments,-,-,-,1.2500,0.0000,2.5000,2.5000,2.5000,2.0,San Fabian
36,Emergency Infrastructure,-,-,-,0.8391,0.0000,0.5000,0.5151,0.2499,0.3706,San Fabian
37,Utilities,-,-,-,0.6944,0.0000,1.8804,1.8804,1.2883,1.5128,San Fabian
38,Employed Population,-,-,-,0.2977,0.0000,0.0048,0.0392,0.0426,0.0073,San Fabian
39,Sanitary System,-,-,-,0.0000,0.0000,1.4693,1.9716,1.8758,1.5005,San Fabian
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,San Fabian
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,San Fabian
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,San Fabian
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0045,San Fabian
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,San Fabian
45,Internet Capability,-,-,-,-,-,-,-,-,1.1238,San Fabian
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0235,San Fabian
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,San Fabian
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,San Fabian
49,New Technology,-,-,-,-,-,-,-,-,0.0,San Fabian
