,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.3975,0.2213,0.3459,0.0790,0.0907,0.0125,0.4336,0.0870,0.0327,Ipil
1,Local Economy Growth,0.3685,0.2763,0.1090,0.0044,0.0113,0.0009,0.4069,0.0015,0.0,Ipil
2,Active Establishments in the Locality,-,-,-,0.0000,0.0000,0.0000,0.3104,0.4650,0.0059,Ipil
3,Safety Compliant Business,-,-,-,0.2734,0.0000,0.0214,0.0130,0.2181,0.0,Ipil
4,Employment Generation,0.1171,0.0851,0.0267,0.0052,0.0641,0.0000,0.0929,0.1548,0.0913,Ipil
5,Cost of Living,2.1073,1.5988,2.0833,1.2838,1.4815,0.8333,1.9828,1.5000,1.7596,Ipil
6,Cost of Doing Business,2.8698,2.9503,2.4015,1.6748,1.7581,1.4490,1.9829,2.3330,1.8802,Ipil
7,Financial Deepening,1.7924,2.0028,2.0833,1.4015,0.1841,0.6528,0.4539,0.6278,0.5292,Ipil
8,Productivity,0.0147,0.0565,0.0000,1.2280,0.0250,0.0035,0.0681,0.1699,0.0681,Ipil
9,Presence of Business and Professional Organizations,0.0043,0.0048,0.0031,0.3439,0.0000,0.0000,0.0000,0.0465,0.0011,Ipil
10,Compliance to National Directives,2.3333,2.5000,2.2222,0.0000,0.0000,2.3500,2.3864,2.2024,1.7857,Ipil
11,Presence of Investment Promotion Unit,0.0000,0.0000,0.8333,0.0000,0.0000,0.6250,0.6250,1.2500,1.8206,Ipil
12,Compliance to ARTA Citizens Charter,-,2.5116,1.4819,1.9831,0.0000,2.3566,2.4460,2.0797,2.0,Ipil
13,Capacity to Generate Local Resource,1.7718,1.7984,0.1957,0.1533,0.0000,0.1031,0.1298,0.0289,0.0127,Ipil
14,Capacity of Health Services,0.4288,0.2918,0.6732,0.4583,0.0000,0.3158,0.3172,0.6596,0.0046,Ipil
15,Capacity of School Services,0.4426,0.3648,0.0000,0.1228,0.0000,0.2205,0.6431,0.2163,0.1714,Ipil
16,Recognition of Performance,0.2381,0.0794,0.2886,0.1228,0.0000,0.0000,0.0000,0.0000,0.1346,Ipil
17,Getting Business Permits,-,-,0.0000,1.0450,0.0000,1.5482,1.4913,1.8292,1.5,Ipil
18,Peace and Order,0.8928,0.0899,0.1188,0.5591,0.0000,0.0611,0.0251,0.0531,0.0425,Ipil
19,Social Protection,-,-,0.4374,0.0000,0.0000,0.3353,0.3140,0.2446,0.001,Ipil
20,Road Network,3.2303,0.0124,0.0130,0.0058,0.0000,0.0365,0.0004,0.0838,0.0005,Ipil
21,Distance to Ports,1.9616,3.3142,2.8123,2.1215,0.0000,2.4953,2.4911,2.2601,1.7912,Ipil
22,Availability of Basic Utilities,0.9091,0.8730,0.9722,0.0000,0.0000,1.7286,1.7339,1.7554,0.0534,Ipil
23,Transportation Vehicles,0.0758,0.1285,0.1851,0.1316,0.0000,0.0260,0.3731,0.3925,0.3047,Ipil
24,Education,0.3612,1.0962,0.1371,0.2092,0.0000,0.0000,0.0680,0.1977,0.3547,Ipil
25,Health,0.3244,0.1440,0.4003,0.3497,0.0000,0.0979,0.1575,0.3119,0.3035,Ipil
26,LGU Investment,0.7485,0.1693,0.0000,0.0000,0.0000,0.0000,0.0770,0.0074,0.0003,Ipil
27,Accommodation Capacity,0.1613,0.1035,0.0000,0.0153,0.0000,0.0970,0.0995,0.1063,0.0553,Ipil
28,Information Technology Capacity,0.3923,0.8120,0.3188,0.3336,0.0000,0.1129,0.2050,0.2273,0.0881,Ipil
29,Financial Technology Capacity,0.2283,0.4127,0.3850,0.3310,0.0000,0.2371,0.3350,0.3020,0.1638,Ipil
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4615,2.4615,2.3864,1.9091,Ipil
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4737,1.9998,Ipil
32,Annual Disaster Drill,-,-,-,0.0000,0.0000,1.2500,2.5000,0.2083,0.0,Ipil
33,Early Warning System,-,-,-,0.0000,0.0000,2.5000,2.5000,1.2537,1.0025,Ipil
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.0000,0.1291,0.0215,0.0,Ipil
35,Local Risk Assessments,-,-,-,0.0000,0.0000,2.5000,2.5000,2.5000,2.0,Ipil
36,Emergency Infrastructure,-,-,-,0.0174,0.0000,0.5924,0.0833,0.2728,0.411,Ipil
37,Utilities,-,-,-,0.0000,0.0000,1.5622,1.2497,1.2498,1.4998,Ipil
38,Employed Population,-,-,-,0.0060,0.0000,0.0636,0.0468,0.0399,0.0291,Ipil
39,Sanitary System,-,-,-,0.5000,0.0000,0.5974,2.0118,1.2513,1.0012,Ipil
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1569,Ipil
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Ipil
42,STEM graduates,-,-,-,-,-,-,-,-,0.0238,Ipil
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0121,Ipil
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Ipil
45,Internet Capability,-,-,-,-,-,-,-,-,1.0476,Ipil
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Ipil
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Ipil
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Ipil
49,New Technology,-,-,-,-,-,-,-,-,0.0,Ipil
