,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,-,-,-,-,0.0016,0.0011,Ampatuan
1,Local Economy Growth,-,-,-,-,-,-,-,0.0263,0.0013,Ampatuan
2,Active Establishments in the Locality,-,-,-,-,-,-,-,0.1011,0.0736,Ampatuan
3,Safety Compliant Business,-,-,-,-,-,-,-,0.1568,0.1095,Ampatuan
4,Employment Generation,-,-,-,-,-,-,-,0.0866,0.1971,Ampatuan
5,Cost of Living,-,-,-,-,-,-,-,0.9063,1.9995,Ampatuan
6,Cost of Doing Business,-,-,-,-,-,-,-,2.2380,1.9227,Ampatuan
7,Financial Deepening,-,-,-,-,-,-,-,0.2527,0.0667,Ampatuan
8,Productivity,-,-,-,-,-,-,-,0.0609,0.0008,Ampatuan
9,Presence of Business and Professional Organizations,-,-,-,-,-,-,-,0.0229,0.0127,Ampatuan
10,Compliance to National Directives,-,-,-,-,-,-,-,2.4643,2.0,Ampatuan
11,Presence of Investment Promotion Unit,-,-,-,-,-,-,-,2.5000,1.9991,Ampatuan
12,Compliance to ARTA Citizens Charter,-,-,-,-,-,-,-,1.9834,2.0,Ampatuan
13,Capacity to Generate Local Resource,-,-,-,-,-,-,-,0.0039,0.0056,Ampatuan
14,Capacity of Health Services,-,-,-,-,-,-,-,0.0505,0.0198,Ampatuan
15,Capacity of School Services,-,-,-,-,-,-,-,0.0496,0.0226,Ampatuan
16,Recognition of Performance,-,-,-,-,-,-,-,0.2661,0.3528,Ampatuan
17,Getting Business Permits,-,-,-,-,-,-,-,1.8591,2.0,Ampatuan
18,Peace and Order,-,-,-,-,-,-,-,0.0739,0.0002,Ampatuan
19,Social Protection,-,-,-,-,-,-,-,0.0549,0.8886,Ampatuan
20,Road Network,-,-,-,-,-,-,-,0.1244,0.0003,Ampatuan
21,Distance to Ports,-,-,-,-,-,-,-,2.3104,1.0946,Ampatuan
22,Availability of Basic Utilities,-,-,-,-,-,-,-,1.5188,0.4379,Ampatuan
23,Transportation Vehicles,-,-,-,-,-,-,-,0.0116,0.0034,Ampatuan
24,Education,-,-,-,-,-,-,-,0.0387,0.2615,Ampatuan
25,Health,-,-,-,-,-,-,-,0.0256,0.0759,Ampatuan
26,LGU Investment,-,-,-,-,-,-,-,0.1094,0.0002,Ampatuan
27,Accommodation Capacity,-,-,-,-,-,-,-,0.0000,0.0091,Ampatuan
28,Information Technology Capacity,-,-,-,-,-,-,-,0.1087,0.1304,Ampatuan
29,Financial Technology Capacity,-,-,-,-,-,-,-,0.0000,0.0,Ampatuan
30,Land Use Plan,-,-,-,-,-,-,-,2.4000,1.9324,Ampatuan
31,Disaster Risk Reduction Plan,-,-,-,-,-,-,-,2.5000,1.9995,Ampatuan
32,Annual Disaster Drill,-,-,-,-,-,-,-,1.2582,1.0025,Ampatuan
33,Early Warning System,-,-,-,-,-,-,-,1.2550,1.002,Ampatuan
34,Budget for DRRMP,-,-,-,-,-,-,-,0.0025,0.0,Ampatuan
35,Local Risk Assessments,-,-,-,-,-,-,-,2.5000,2.0,Ampatuan
36,Emergency Infrastructure,-,-,-,-,-,-,-,0.2572,0.3982,Ampatuan
37,Utilities,-,-,-,-,-,-,-,1.2462,1.5006,Ampatuan
38,Employed Population,-,-,-,-,-,-,-,0.0131,0.0056,Ampatuan
39,Sanitary System,-,-,-,-,-,-,-,1.8750,1.5,Ampatuan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Ampatuan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Ampatuan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Ampatuan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Ampatuan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Ampatuan
45,Internet Capability,-,-,-,-,-,-,-,-,1.0652,Ampatuan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0804,Ampatuan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Ampatuan
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Ampatuan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Ampatuan
