,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.2550,0.4029,0.0218,0.0223,0.0101,0.0177,0.0146,0.0026,San Juan (IS)
1,Local Economy Growth,-,0.2606,0.1023,0.0174,0.0011,0.0008,1.0264,0.0013,0.0005,San Juan (IS)
2,Active Establishments in the Locality,-,-,-,0.3931,0.0044,0.3135,0.4566,0.5169,0.2627,San Juan (IS)
3,Safety Compliant Business,-,-,-,0.4379,0.3152,0.4663,0.6998,0.5135,0.366,San Juan (IS)
4,Employment Generation,-,0.7361,0.2529,0.2075,0.0466,0.2696,0.1979,0.2365,0.3168,San Juan (IS)
5,Cost of Living,-,3.0449,3.1667,1.8534,1.5741,2.2500,1.4583,1.6250,1.9991,San Juan (IS)
6,Cost of Doing Business,-,2.8476,2.8919,1.8895,2.1463,2.1376,2.3073,2.3955,1.9076,San Juan (IS)
7,Financial Deepening,-,0.8475,1.0031,0.1058,0.0839,0.1132,0.3416,0.4606,0.4084,San Juan (IS)
8,Productivity,-,0.0157,0.0118,0.0012,0.0116,0.1876,0.1314,0.1644,0.1504,San Juan (IS)
9,Presence of Business and Professional Organizations,-,0.0071,0.0130,0.0010,0.0000,0.0009,0.0016,0.0655,0.0011,San Juan (IS)
10,Compliance to National Directives,-,3.3333,3.2323,2.2697,0.0000,2.4963,2.2857,2.4286,1.8846,San Juan (IS)
11,Presence of Investment Promotion Unit,-,3.3333,3.3333,1.2500,0.0000,2.5000,2.5000,2.5000,1.9994,San Juan (IS)
12,Compliance to ARTA Citizens Charter,-,2.7120,2.0981,2.4952,0.0000,2.2891,2.4972,2.3561,2.0,San Juan (IS)
13,Capacity to Generate Local Resource,-,0.4264,1.7236,0.4045,0.0000,0.0380,0.5558,0.0471,0.0278,San Juan (IS)
14,Capacity of Health Services,-,0.0701,0.0855,0.0625,0.0000,0.0265,0.0206,0.0167,0.008,San Juan (IS)
15,Capacity of School Services,-,0.3125,0.3262,0.1477,0.0000,0.2972,0.0564,0.0405,0.0077,San Juan (IS)
16,Recognition of Performance,-,0.0000,0.0877,0.1477,0.0000,0.1389,0.0027,0.0000,0.0417,San Juan (IS)
17,Getting Business Permits,-,-,0.0000,1.4816,0.0000,1.6083,1.6599,2.1780,1.5,San Juan (IS)
18,Peace and Order,-,0.2038,0.1647,0.1858,0.0000,0.2650,0.3061,0.0924,0.0002,San Juan (IS)
19,Social Protection,-,-,0.0559,1.2643,0.0000,1.2175,0.5525,0.1917,1.3532,San Juan (IS)
20,Road Network,-,0.0003,0.0068,0.0020,0.0000,0.0348,0.0005,0.0281,0.0011,San Juan (IS)
21,Distance to Ports,-,3.1655,3.2251,2.4543,0.0000,2.4170,2.4118,2.2901,1.9728,San Juan (IS)
