,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.1044,0.0001,0.0007,0.0074,0.0074,0.0084,0.0074,Josefina
1,Local Economy Growth,-,-,0.1507,0.0075,0.0031,0.0092,0.0308,0.0183,0.0,Josefina
2,Active Establishments in the Locality,-,-,-,0.0543,0.0006,0.0344,0.0631,0.1606,0.1195,Josefina
3,Safety Compliant Business,-,-,-,0.0506,0.0712,0.0686,0.3010,0.2975,0.1009,Josefina
4,Employment Generation,-,-,0.0142,0.0406,0.0151,0.0557,0.0983,0.0855,0.1114,Josefina
5,Cost of Living,-,-,1.0833,1.2931,1.6667,1.2500,1.7213,2.3438,1.0526,Josefina
6,Cost of Doing Business,-,-,2.7157,1.6898,1.9664,1.4661,2.1921,2.3824,1.6388,Josefina
7,Financial Deepening,-,-,0.6173,0.0529,0.0336,0.0585,0.2441,0.2628,0.0315,Josefina
8,Productivity,-,-,0.0051,0.0002,0.0016,0.0303,0.0548,0.0446,0.0698,Josefina
9,Presence of Business and Professional Organizations,-,-,0.1172,0.0030,0.0776,0.0756,0.0780,0.0068,0.0264,Josefina
10,Compliance to National Directives,-,-,3.2660,2.2697,0.0000,2.4981,2.5000,2.3810,1.9091,Josefina
11,Presence of Investment Promotion Unit,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Josefina
12,Compliance to ARTA Citizens Charter,-,-,1.6865,2.3611,0.0000,2.3729,2.2917,2.2436,2.0,Josefina
13,Capacity to Generate Local Resource,-,-,0.3992,0.2763,0.0000,0.0000,0.0519,0.0102,0.0089,Josefina
14,Capacity of Health Services,-,-,0.1065,0.0698,0.0000,0.0573,0.1484,0.0910,0.0002,Josefina
15,Capacity of School Services,-,-,0.3190,0.0896,0.0000,0.2447,0.2448,0.0318,0.0745,Josefina
16,Recognition of Performance,-,-,0.9524,0.0896,0.0000,0.3758,0.0000,0.0000,0.0,Josefina
17,Getting Business Permits,-,-,0.0000,1.2451,0.0000,2.2389,1.6162,1.8616,2.0,Josefina
18,Peace and Order,-,-,0.4090,0.5580,0.0000,0.2765,0.5044,0.3542,0.132,Josefina
19,Social Protection,-,-,0.0240,0.1760,0.0000,0.3022,0.0703,0.5696,0.001,Josefina
20,Road Network,-,-,0.0024,0.0000,0.0000,0.0312,0.0132,0.0252,0.0,Josefina
21,Distance to Ports,-,-,3.0777,2.3913,0.0000,2.3237,2.2956,2.2237,1.708,Josefina
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,2.4313,1.9479,2.3125,0.283,Josefina
23,Transportation Vehicles,-,-,0.0180,0.0192,0.0000,0.0047,0.0063,0.0005,0.0079,Josefina
24,Education,-,-,0.1046,0.0793,0.0000,0.0849,0.3781,0.3378,0.0641,Josefina
25,Health,-,-,0.0621,0.0407,0.0000,0.1321,0.0062,0.0587,0.0257,Josefina
26,LGU Investment,-,-,0.0000,0.0000,0.0000,0.0000,0.1639,0.0000,0.0019,Josefina
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.1590,0.0000,0.0000,0.0,Josefina
28,Information Technology Capacity,-,-,1.3651,0.3770,0.0000,0.3318,0.5833,0.1786,0.25,Josefina
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Josefina
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4615,2.4730,2.4808,1.9167,Josefina
31,Disaster Risk Reduction Plan,-,-,-,2.0000,0.0000,2.0833,2.3333,2.4524,1.9998,Josefina
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,0.0000,0.0,Josefina
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2500,1.0152,Josefina
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.0444,0.1611,0.0000,0.0017,Josefina
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,1.0,Josefina
36,Emergency Infrastructure,-,-,-,0.8703,0.0000,0.4491,0.4515,0.4092,0.3508,Josefina
37,Utilities,-,-,-,0.4189,0.0000,1.8672,1.2826,1.2917,0.4975,Josefina
38,Employed Population,-,-,-,0.0733,0.0000,0.0244,0.0415,0.0352,0.004,Josefina
39,Sanitary System,-,-,-,1.0222,0.0000,1.0152,1.9994,1.8768,1.5,Josefina
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Josefina
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Josefina
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Josefina
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Josefina
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Josefina
45,Internet Capability,-,-,-,-,-,-,-,-,1.04,Josefina
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0238,Josefina
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Josefina
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Josefina
49,New Technology,-,-,-,-,-,-,-,-,0.0,Josefina
