,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,0.0000,0.0000,0.0009,0.0000,0.0107,0.0116,Prieto Diaz
1,Local Economy Growth,-,-,-,0.0004,0.0000,0.0003,0.0000,0.0026,0.0,Prieto Diaz
2,Active Establishments in the Locality,-,-,-,0.0000,0.0000,0.0785,0.0000,0.3667,0.3543,Prieto Diaz
3,Safety Compliant Business,-,-,-,0.0729,0.0000,0.0888,0.0000,0.0000,0.2906,Prieto Diaz
4,Employment Generation,-,-,-,0.0000,0.0000,0.0275,0.0000,0.0968,0.0153,Prieto Diaz
5,Cost of Living,-,-,-,2.1940,1.0648,2.0000,0.8607,1.1563,0.0,Prieto Diaz
6,Cost of Doing Business,-,-,-,0.9621,0.4027,0.7746,0.8524,0.8215,0.0589,Prieto Diaz
7,Financial Deepening,-,-,-,0.0000,0.0000,0.0886,0.2614,0.2189,0.0315,Prieto Diaz
8,Productivity,-,-,-,0.0000,0.0000,0.0205,0.0000,0.0545,0.0153,Prieto Diaz
9,Presence of Business and Professional Organizations,-,-,-,0.0030,0.0022,0.0028,0.0082,0.0051,0.0106,Prieto Diaz
10,Compliance to National Directives,-,-,-,0.0000,0.0000,2.5000,2.5000,1.0714,1.8182,Prieto Diaz
11,Presence of Investment Promotion Unit,-,-,-,0.0000,0.0000,1.8750,1.8750,0.0000,1.9991,Prieto Diaz
12,Compliance to ARTA Citizens Charter,-,-,-,1.3610,0.0000,1.8732,1.7070,1.4990,2.0,Prieto Diaz
13,Capacity to Generate Local Resource,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0511,0.0055,Prieto Diaz
14,Capacity of Health Services,-,-,-,0.1250,0.0000,0.0720,0.3554,0.1083,0.0003,Prieto Diaz
15,Capacity of School Services,-,-,-,0.1116,0.0000,0.2170,0.1228,0.0367,0.016,Prieto Diaz
16,Recognition of Performance,-,-,-,0.1116,0.0000,0.3268,0.0000,0.0000,0.2778,Prieto Diaz
17,Getting Business Permits,-,-,-,1.3943,0.0000,1.5871,1.6386,1.8555,1.0,Prieto Diaz
18,Peace and Order,-,-,-,0.2129,0.0000,0.2189,0.5482,0.2083,0.0001,Prieto Diaz
19,Social Protection,-,-,-,0.0904,0.0000,0.5670,0.2046,0.8138,0.1532,Prieto Diaz
20,Road Network,-,-,-,0.0000,0.0000,0.0278,0.0026,0.0195,0.0,Prieto Diaz
21,Distance to Ports,-,-,-,2.3889,0.0000,2.3340,2.2906,0.0000,1.6789,Prieto Diaz
22,Availability of Basic Utilities,-,-,-,1.2500,0.0000,2.5000,2.5000,0.0000,0.0036,Prieto Diaz
23,Transportation Vehicles,-,-,-,0.1398,0.0000,0.0029,0.0030,0.0629,0.0753,Prieto Diaz
24,Education,-,-,-,0.1092,0.0000,0.0081,0.0234,0.0000,0.0782,Prieto Diaz
25,Health,-,-,-,0.0751,0.0000,0.0363,0.2269,0.3125,0.2004,Prieto Diaz
26,LGU Investment,-,-,-,0.1588,0.0000,0.0000,0.0000,0.0000,0.002,Prieto Diaz
27,Accommodation Capacity,-,-,-,0.0000,0.0000,0.0437,0.1493,0.0000,0.0291,Prieto Diaz
28,Information Technology Capacity,-,-,-,0.6151,0.0000,0.1930,0.4792,0.5357,0.25,Prieto Diaz
29,Financial Technology Capacity,-,-,-,0.0000,0.0000,0.1563,0.0962,0.0000,0.0476,Prieto Diaz
30,Land Use Plan,-,-,-,2.5000,0.0000,1.7692,1.7568,0.0000,1.9861,Prieto Diaz
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4167,0.0000,1.999,Prieto Diaz
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.2500,0.0000,0.0000,1.0053,Prieto Diaz
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,0.0284,1.0152,Prieto Diaz
34,Budget for DRRMP,-,-,-,0.0020,0.0000,0.0377,0.0000,0.0000,0.0017,Prieto Diaz
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Prieto Diaz
36,Emergency Infrastructure,-,-,-,0.4552,0.0000,0.4941,0.6396,0.2730,0.4543,Prieto Diaz
37,Utilities,-,-,-,0.9789,0.0000,1.8723,1.8396,0.5000,1.4938,Prieto Diaz
38,Employed Population,-,-,-,0.0537,0.0000,0.0244,0.0593,0.0755,0.0403,Prieto Diaz
39,Sanitary System,-,-,-,1.0667,0.0000,1.0227,1.0021,1.2500,1.5001,Prieto Diaz
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Prieto Diaz
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Prieto Diaz
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Prieto Diaz
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0389,Prieto Diaz
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Prieto Diaz
45,Internet Capability,-,-,-,-,-,-,-,-,1.04,Prieto Diaz
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Prieto Diaz
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Prieto Diaz
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Prieto Diaz
49,New Technology,-,-,-,-,-,-,-,-,0.0,Prieto Diaz
