,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.1376,0.1854,0.1681,0.0190,0.0245,0.0126,0.0077,0.0178,0.009,Puerto Princesa
1,Local Economy Growth,0.5534,0.4223,1.0150,0.8470,0.6969,0.9199,1.0953,0.4822,0.1611,Puerto Princesa
2,Active Establishments in the Locality,-,-,-,0.1868,0.2531,0.3526,0.5319,0.4418,0.2031,Puerto Princesa
3,Safety Compliant Business,-,-,-,0.0736,0.0849,0.1238,0.4802,0.3436,0.2385,Puerto Princesa
4,Employment Generation,0.0000,0.0000,0.0306,0.0265,0.0092,0.1435,0.1179,0.0817,0.0689,Puerto Princesa
5,Cost of Living,0.0000,0.7576,2.8571,1.2963,2.3333,0.8553,0.0000,1.3235,1.8235,Puerto Princesa
6,Cost of Doing Business,1.9584,3.6831,3.1884,1.7955,1.6188,1.6834,1.9207,2.1168,1.5588,Puerto Princesa
7,Financial Deepening,0.3415,0.2534,0.1577,0.0709,0.1098,0.1098,0.1502,0.1582,0.097,Puerto Princesa
8,Productivity,0.0000,0.0000,0.0000,0.2666,0.1454,0.0790,0.0520,0.0716,0.0458,Puerto Princesa
9,Presence of Business and Professional Organizations,0.0302,0.0181,0.1413,0.0441,0.2531,0.0345,0.0896,0.1611,0.2542,Puerto Princesa
10,Compliance to National Directives,3.3333,3.3333,3.2275,2.4375,2.5000,1.1538,2.5000,2.5000,1.6,Puerto Princesa
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,0.0000,2.5000,2.5000,2.0001,Puerto Princesa
12,Compliance to ARTA Citizens Charter,-,2.3737,0.8147,0.8954,1.1231,0.6341,2.3952,2.1954,2.0,Puerto Princesa
13,Capacity to Generate Local Resource,0.0000,0.0000,0.3156,0.0926,0.1406,0.1259,0.1675,0.1232,0.0306,Puerto Princesa
14,Capacity of Health Services,0.1231,0.0288,0.0494,0.0924,0.5929,0.1225,0.1634,0.1660,0.447,Puerto Princesa
15,Capacity of School Services,0.6034,0.3900,0.0000,0.4463,0.0695,0.1891,0.3525,0.2506,0.518,Puerto Princesa
16,Recognition of Performance,0.0000,0.3140,1.5929,0.4463,0.1190,0.1620,0.5083,0.6068,0.3875,Puerto Princesa
17,Getting Business Permits,-,-,1.8148,1.8351,1.5972,1.5282,1.7983,1.7148,2.0,Puerto Princesa
18,Peace and Order,1.2173,2.0205,1.4975,1.0286,0.9362,0.1631,0.1677,0.1357,0.0005,Puerto Princesa
19,Social Protection,-,-,0.2142,0.0988,0.6344,0.0000,0.1915,0.1623,1.2891,Puerto Princesa
20,Road Network,0.0958,0.0004,0.0193,0.0010,0.4703,0.3085,1.0050,0.6041,0.0006,Puerto Princesa
21,Distance to Ports,3.2382,2.9652,3.0754,2.2587,2.1648,2.1165,2.1795,2.1795,1.7453,Puerto Princesa
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,2.5000,2.3686,1.4660,2.2452,1.7029,Puerto Princesa
