,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0230,0.1607,0.1299,0.0210,0.0169,0.0148,0.0181,0.0232,0.0223,Tabuk
1,Local Economy Growth,0.3991,0.3349,0.2450,0.1060,0.1262,0.0721,0.7046,0.0454,0.0107,Tabuk
2,Active Establishments in the Locality,-,-,-,0.3118,0.3436,0.2366,0.1774,0.5023,0.2942,Tabuk
3,Safety Compliant Business,-,-,-,0.1706,0.1351,0.2125,0.2016,0.1736,0.162,Tabuk
4,Employment Generation,0.0431,0.1953,0.1173,0.0000,0.0460,0.1479,0.1437,0.2276,0.0428,Tabuk
5,Cost of Living,2.1154,3.1205,3.7500,0.7759,1.7857,0.9921,1.6197,1.3636,1.1282,Tabuk
6,Cost of Doing Business,3.4560,3.6093,3.5560,1.8759,1.9846,1.9651,1.9720,1.8643,1.2279,Tabuk
7,Financial Deepening,0.0406,0.2271,0.2525,0.3200,0.5929,0.1811,0.3270,0.3138,0.3327,Tabuk
8,Productivity,0.0001,0.5398,0.5300,0.0000,0.0518,0.0811,0.1329,0.1397,0.0161,Tabuk
9,Presence of Business and Professional Organizations,0.0302,0.0899,0.2548,0.0197,0.0693,0.0419,0.0630,0.1171,0.0679,Tabuk
10,Compliance to National Directives,3.3333,3.3333,3.2026,2.4306,2.3611,2.2917,2.2656,2.2059,1.5714,Tabuk
11,Presence of Investment Promotion Unit,0.0000,0.0000,0.0000,1.2500,2.5000,2.5000,2.5000,2.5000,1.8096,Tabuk
12,Compliance to ARTA Citizens Charter,-,3.0750,2.0889,2.2454,2.3051,2.3329,2.3876,2.0590,2.0,Tabuk
13,Capacity to Generate Local Resource,0.6156,0.7589,0.6276,0.7454,0.7077,0.0171,0.0000,0.0190,0.1973,Tabuk
14,Capacity of Health Services,0.2061,0.3501,0.2445,0.1473,0.2905,0.1768,0.1802,0.3398,0.3255,Tabuk
15,Capacity of School Services,0.7941,1.0818,0.6408,0.8443,0.4167,0.1955,0.1618,0.2035,0.2235,Tabuk
16,Recognition of Performance,0.1667,0.5271,0.6085,0.8443,0.2806,0.2558,0.7461,0.6641,0.2071,Tabuk
17,Getting Business Permits,-,-,3.2146,2.4335,2.3451,2.2598,0.9722,1.7307,2.0,Tabuk
18,Peace and Order,0.6628,0.5100,1.3077,0.7315,0.4672,0.1522,0.4611,0.2195,0.2794,Tabuk
19,Social Protection,-,-,0.2923,0.2175,0.8159,0.1974,0.1918,0.1605,0.562,Tabuk
20,Road Network,0.1105,0.0010,0.2973,0.0033,0.1242,0.4199,0.0989,0.3045,0.0021,Tabuk
21,Distance to Ports,2.5903,2.6830,2.3535,1.5503,1.4676,1.3905,1.4751,1.4495,1.6368,Tabuk
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,2.5000,2.2571,2.3773,1.7540,0.916,Tabuk
23,Transportation Vehicles,0.0972,0.1275,0.1248,0.1191,0.1041,0.0266,0.0234,0.0274,0.0318,Tabuk
24,Education,0.3034,0.8923,0.5150,0.3949,0.4496,0.5063,0.2496,0.3605,0.3118,Tabuk
25,Health,0.2000,0.5655,0.1663,0.2065,0.3080,0.4380,0.4848,0.2214,0.1738,Tabuk
26,LGU Investment,0.5216,0.0000,1.1280,0.5490,1.0491,0.9293,0.5043,0.1265,0.007,Tabuk
27,Accommodation Capacity,0.0271,0.1255,0.2210,0.1560,0.1871,0.0857,0.0870,0.1175,0.0762,Tabuk
28,Information Technology Capacity,0.7837,0.2160,1.1686,0.7907,0.9043,0.8458,0.2500,1.0417,0.0301,Tabuk
29,Financial Technology Capacity,0.0446,0.1688,0.1706,0.1107,0.1275,0.1203,0.1399,0.0859,0.051,Tabuk
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4988,2.3864,2.3800,1.8095,Tabuk
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.3214,2.0833,2.4286,1.8333,Tabuk
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,2.2917,2.5000,1.3176,1.0194,Tabuk
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2589,1.0035,Tabuk
34,Budget for DRRMP,-,-,-,0.0639,0.2581,1.0895,0.0659,0.1263,0.0275,Tabuk
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Tabuk
36,Emergency Infrastructure,-,-,-,0.8750,1.0577,0.5401,0.5905,0.4161,0.4639,Tabuk
37,Utilities,-,-,-,0.9754,1.2303,1.5698,1.9109,1.2666,1.5049,Tabuk
38,Employed Population,-,-,-,0.0000,0.0696,0.0477,0.0190,0.0060,0.0209,Tabuk
39,Sanitary System,-,-,-,1.4604,1.0040,1.0379,1.9915,1.8761,1.5005,Tabuk
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1271,Tabuk
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0007,Tabuk
42,STEM graduates,-,-,-,-,-,-,-,-,0.0279,Tabuk
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.3148,Tabuk
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Tabuk
45,Internet Capability,-,-,-,-,-,-,-,-,1.0058,Tabuk
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0279,Tabuk
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Tabuk
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Tabuk
49,New Technology,-,-,-,-,-,-,-,-,0.0,Tabuk
