,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.2531,0.3907,0.4760,0.0046,0.0076,0.0470,0.1519,0.0486,0.0059,San Jose (DI)
1,Local Economy Growth,0.1646,0.2589,0.0902,0.0042,0.0009,0.0072,1.0280,0.0009,0.0005,San Jose (DI)
2,Active Establishments in the Locality,-,-,-,0.0380,0.0106,0.7128,0.9361,1.1149,0.8226,San Jose (DI)
3,Safety Compliant Business,-,-,-,0.7882,0.4122,0.7379,0.8767,0.3932,0.5087,San Jose (DI)
4,Employment Generation,0.0577,2.2746,0.8836,1.0664,0.0000,0.7877,0.5937,0.8227,0.8614,San Jose (DI)
5,Cost of Living,3.4483,3.6325,2.3333,1.3793,1.4352,1.5000,0.1563,1.3750,1.9987,San Jose (DI)
6,Cost of Doing Business,1.6190,2.5361,2.7149,1.6943,1.6495,2.0674,2.2705,2.1135,1.887,San Jose (DI)
7,Financial Deepening,0.6750,1.8362,2.2377,0.4365,0.1594,0.2135,0.6037,0.6265,0.2064,San Jose (DI)
8,Productivity,0.0372,0.0156,0.0048,0.0003,2.5000,0.4243,0.4972,0.6374,0.5059,San Jose (DI)
9,Presence of Business and Professional Organizations,0.0301,0.1140,0.2214,0.0177,0.0262,0.0653,0.0481,0.0076,0.0349,San Jose (DI)
10,Compliance to National Directives,3.3333,3.3333,2.2222,0.0000,0.0000,2.4981,2.5000,2.4643,1.9231,San Jose (DI)
11,Presence of Investment Promotion Unit,0.8333,0.8333,0.8333,0.6250,0.0000,2.5000,2.5000,2.5000,1.9994,San Jose (DI)
12,Compliance to ARTA Citizens Charter,-,2.7835,1.8945,2.2800,0.0000,2.4090,2.4973,2.2501,2.0,San Jose (DI)
13,Capacity to Generate Local Resource,0.0377,0.9245,0.6297,0.6156,0.0000,0.0528,0.2085,0.0349,0.0447,San Jose (DI)
14,Capacity of Health Services,0.0440,0.1100,0.1858,0.0988,0.0000,0.0525,0.0523,0.0499,0.0616,San Jose (DI)
15,Capacity of School Services,0.4663,0.3454,0.7912,0.2541,0.0000,0.4003,0.0665,0.2320,0.0394,San Jose (DI)
16,Recognition of Performance,0.3030,0.0000,0.0000,0.2541,0.0000,0.0694,0.0013,0.0000,0.0667,San Jose (DI)
17,Getting Business Permits,-,-,1.1111,2.3795,0.0000,2.4626,2.4916,1.8702,2.0,San Jose (DI)
18,Peace and Order,0.5311,0.6588,0.6192,0.2702,0.0000,0.2650,0.4209,1.0345,0.0014,San Jose (DI)
19,Social Protection,-,-,0.0996,0.4924,0.0000,0.6809,0.5938,0.0771,0.9743,San Jose (DI)
20,Road Network,0.0112,0.0006,0.0075,0.0025,0.0000,0.0167,0.0000,0.0121,0.7382,San Jose (DI)
21,Distance to Ports,3.2118,3.1837,3.2205,2.4670,0.0000,2.0404,2.0498,1.8516,1.9718,San Jose (DI)
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,0.0000,1.8688,1.6281,2.5000,0.4617,San Jose (DI)
23,Transportation Vehicles,0.0198,0.2156,0.1783,0.0797,0.0000,0.0080,0.1482,0.0678,0.0651,San Jose (DI)
24,Education,0.1191,0.2328,0.2234,0.1847,0.0000,0.1673,0.1140,0.2556,0.1155,San Jose (DI)
25,Health,0.0139,0.6588,0.6575,0.2785,0.0000,0.2638,0.2375,0.2740,0.2151,San Jose (DI)
26,LGU Investment,0.8796,0.6903,0.0000,0.6360,0.0000,0.0572,0.0455,0.0831,0.0001,San Jose (DI)
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0939,0.0000,0.1970,0.1989,0.2082,0.0028,San Jose (DI)
28,Information Technology Capacity,0.0000,0.8098,0.7249,0.3075,0.0000,0.2291,0.4815,0.2717,0.1304,San Jose (DI)
29,Financial Technology Capacity,0.0616,1.3095,0.7143,0.1563,0.0000,0.4755,0.7188,0.3869,0.1818,San Jose (DI)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.5000,1.9595,San Jose (DI)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.5000,1.9993,San Jose (DI)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2664,1.0015,San Jose (DI)
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2749,1.0198,San Jose (DI)
34,Budget for DRRMP,-,-,-,0.0115,0.0000,0.1208,0.0355,0.0025,0.0,San Jose (DI)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,San Jose (DI)
36,Emergency Infrastructure,-,-,-,0.8728,0.0000,0.5097,0.5181,0.2994,0.4059,San Jose (DI)
37,Utilities,-,-,-,0.9795,0.0000,1.9029,1.8946,1.3066,1.5069,San Jose (DI)
38,Employed Population,-,-,-,0.8507,0.0000,0.0488,0.0377,0.0349,0.0198,San Jose (DI)
39,Sanitary System,-,-,-,1.0861,0.0000,2.0557,1.9971,1.8750,1.5,San Jose (DI)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.034,San Jose (DI)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,San Jose (DI)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0659,San Jose (DI)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0721,San Jose (DI)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,San Jose (DI)
45,Internet Capability,-,-,-,-,-,-,-,-,1.0652,San Jose (DI)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,San Jose (DI)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,San Jose (DI)
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,San Jose (DI)
49,New Technology,-,-,-,-,-,-,-,-,0.0,San Jose (DI)
