,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.2717,0.1393,0.2649,0.0883,0.0149,0.0024,0.0067,0.0259,0.0196,Atimonan
1,Local Economy Growth,0.3139,0.2548,0.1303,0.1246,0.0162,0.0031,0.3329,0.0047,0.0001,Atimonan
2,Active Establishments in the Locality,-,-,-,0.1003,0.2578,0.1465,0.1920,0.2165,0.2069,Atimonan
3,Safety Compliant Business,-,-,-,0.1685,0.2185,0.1491,0.1400,0.3518,0.0,Atimonan
4,Employment Generation,0.2050,0.0957,0.1236,0.0723,0.0580,0.0980,0.0991,0.1132,0.097,Atimonan
5,Cost of Living,3.4004,2.9554,4.0000,1.8243,0.6944,0.9127,1.3362,1.0625,1.9231,Atimonan
6,Cost of Doing Business,3.2878,3.3870,2.6379,1.6954,2.1237,2.1021,2.2111,2.1653,1.8746,Atimonan
7,Financial Deepening,0.7449,0.9208,0.8832,0.5808,0.0865,0.2811,0.2449,0.2636,0.3562,Atimonan
8,Productivity,0.0260,0.0041,0.0012,0.0061,0.0039,0.0007,0.0734,0.0931,0.0729,Atimonan
9,Presence of Business and Professional Organizations,0.0258,0.0096,0.0062,0.0150,0.0705,0.0426,0.0997,0.0966,0.0201,Atimonan
10,Compliance to National Directives,2.5000,3.3333,0.5000,1.9872,0.0000,1.7000,1.8939,1.4286,1.8571,Atimonan
11,Presence of Investment Promotion Unit,0.0000,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.6667,Atimonan
12,Compliance to ARTA Citizens Charter,-,2.8948,2.2232,2.3338,0.0000,2.4035,2.4633,1.9082,2.0,Atimonan
13,Capacity to Generate Local Resource,0.0675,0.0713,1.6341,1.3135,0.0000,0.0591,0.1636,0.0166,0.0082,Atimonan
14,Capacity of Health Services,0.0375,0.0849,0.0843,0.0763,0.0000,0.0890,0.0974,0.1366,0.0019,Atimonan
15,Capacity of School Services,0.2899,0.4065,0.4327,0.1737,0.0000,0.2979,0.1597,0.1326,0.2851,Atimonan
16,Recognition of Performance,0.0000,0.0000,0.3535,0.1737,0.0000,0.0550,0.0046,0.0000,0.2135,Atimonan
17,Getting Business Permits,-,-,1.1111,2.1784,0.0000,2.4892,2.4860,2.1390,2.0,Atimonan
18,Peace and Order,0.3045,0.0353,0.0199,0.2550,0.0000,0.0156,0.0132,0.0295,0.0,Atimonan
19,Social Protection,-,-,0.3532,0.2527,0.0000,0.3606,0.5028,0.4266,0.001,Atimonan
20,Road Network,0.0000,0.0007,0.0005,0.0025,0.0000,0.0312,0.0003,0.0020,0.0005,Atimonan
21,Distance to Ports,2.2176,2.2174,2.2177,2.1974,0.0000,2.2237,2.4975,2.3046,1.8431,Atimonan
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.0833,0.0000,2.1561,2.1563,2.1544,0.0906,Atimonan
23,Transportation Vehicles,0.0450,0.0764,0.1589,0.0967,0.0000,0.0147,0.0151,0.0140,0.0136,Atimonan
24,Education,0.1875,0.2967,0.0775,0.1098,0.0000,0.0654,0.1049,0.0848,0.1289,Atimonan
25,Health,0.1335,0.2622,0.2701,0.2782,0.0000,0.1121,0.1870,0.2334,0.2496,Atimonan
26,LGU Investment,1.4583,0.0000,0.0000,2.2614,0.0000,0.2711,0.1389,0.0199,0.0009,Atimonan
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Atimonan
28,Information Technology Capacity,0.5255,0.7014,0.3816,0.3103,0.0000,0.2387,0.2397,0.2727,0.2026,Atimonan
29,Financial Technology Capacity,0.0457,0.1111,0.1389,0.0926,0.0000,0.1318,0.1412,0.0977,0.0603,Atimonan
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.5000,2.4545,1.9545,Atimonan
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.4537,2.4211,1.999,Atimonan
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.2667,1.008,Atimonan
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2591,1.0186,Atimonan
34,Budget for DRRMP,-,-,-,0.0123,0.0000,0.2031,0.1353,0.0163,0.0,Atimonan
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Atimonan
36,Emergency Infrastructure,-,-,-,0.8775,0.0000,0.5012,0.5070,0.2681,0.3628,Atimonan
37,Utilities,-,-,-,1.0376,0.0000,1.8833,1.9027,1.4577,1.516,Atimonan
38,Employed Population,-,-,-,0.1226,0.0000,0.1163,0.0817,0.0889,0.0189,Atimonan
39,Sanitary System,-,-,-,1.5854,0.0000,2.0005,1.9953,1.8753,1.5012,Atimonan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0002,Atimonan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0003,Atimonan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0001,Atimonan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0064,Atimonan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Atimonan
45,Internet Capability,-,-,-,-,-,-,-,-,1.1286,Atimonan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Atimonan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Atimonan
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Atimonan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Atimonan
