,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.2200,0.0002,0.0000,0.2680,0.5015,0.3227,0.0553,Kasibu
1,Local Economy Growth,-,-,0.0000,0.0012,0.0000,0.0000,1.0262,0.0012,0.0071,Kasibu
2,Active Establishments in the Locality,-,-,-,0.0000,0.0000,0.3096,0.4996,0.6052,0.64,Kasibu
3,Safety Compliant Business,-,-,-,0.2807,0.0000,0.3728,0.4211,0.4107,0.3493,Kasibu
4,Employment Generation,-,-,0.0000,0.0000,0.0000,0.2001,0.2035,0.2902,0.5215,Kasibu
5,Cost of Living,-,-,2.6667,1.3793,1.3889,1.7500,1.0417,0.4063,1.9986,Kasibu
6,Cost of Doing Business,-,-,1.0500,1.3623,0.9754,2.0180,2.1271,2.1831,1.904,Kasibu
7,Financial Deepening,-,-,0.8488,0.0132,0.0000,0.0727,0.1217,0.2607,0.1509,Kasibu
8,Productivity,-,-,0.0000,0.0000,0.0000,0.3935,0.5987,0.5095,0.248,Kasibu
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0000,0.3584,0.1498,0.0000,0.0772,Kasibu
10,Compliance to National Directives,-,-,3.0976,2.3684,0.0000,2.4981,2.5000,2.4286,1.9231,Kasibu
11,Presence of Investment Promotion Unit,-,-,0.8333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9997,Kasibu
12,Compliance to ARTA Citizens Charter,-,-,2.1500,2.3094,0.0000,2.2482,2.4945,2.1395,2.0,Kasibu
13,Capacity to Generate Local Resource,-,-,0.2095,0.5153,0.0000,1.5442,1.2608,0.3337,0.4067,Kasibu
14,Capacity of Health Services,-,-,0.0215,0.0000,0.0000,0.1027,0.1069,0.1713,0.0896,Kasibu
15,Capacity of School Services,-,-,0.0000,0.0000,0.0000,0.4496,0.0600,0.0630,0.1141,Kasibu
16,Recognition of Performance,-,-,0.4135,0.0000,0.0000,0.0490,0.2292,0.3516,0.4361,Kasibu
17,Getting Business Permits,-,-,0.0000,1.4237,0.0000,1.5288,1.6531,1.8654,2.0,Kasibu
18,Peace and Order,-,-,0.0774,0.1212,0.0000,0.2765,0.3316,0.1293,0.0001,Kasibu
19,Social Protection,-,-,0.0394,0.3952,0.0000,0.7513,0.6221,0.0984,1.1044,Kasibu
20,Road Network,-,-,0.0000,0.0010,0.0000,0.4070,0.0023,0.3620,0.0003,Kasibu
21,Distance to Ports,-,-,1.8763,1.5784,0.0000,1.4924,2.0053,2.2886,1.7207,Kasibu
22,Availability of Basic Utilities,-,-,1.6667,1.2500,0.0000,2.0000,1.7563,2.2518,0.4172,Kasibu
23,Transportation Vehicles,-,-,0.0065,0.0175,0.0000,0.0070,0.0107,0.0149,0.0017,Kasibu
24,Education,-,-,0.0000,0.0558,0.0000,0.0130,0.0674,0.0882,0.0835,Kasibu
25,Health,-,-,0.8717,0.5237,0.0000,0.2328,0.1757,0.2159,0.1868,Kasibu
26,LGU Investment,-,-,0.5790,0.2030,0.0000,0.1893,0.1789,0.1958,0.0005,Kasibu
27,Accommodation Capacity,-,-,0.4040,0.0000,0.0000,0.0530,0.0445,0.0096,0.0,Kasibu
28,Information Technology Capacity,-,-,0.5026,0.3770,0.0000,0.2291,0.2315,0.1087,0.1739,Kasibu
29,Financial Technology Capacity,-,-,0.0000,0.5000,0.0000,0.1087,0.5625,0.1786,0.0455,Kasibu
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3846,2.4872,2.4714,2.0,Kasibu
31,Disaster Risk Reduction Plan,-,-,-,2.0000,0.0000,2.4537,2.5000,2.5000,1.9998,Kasibu
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2582,1.002,Kasibu
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.3297,1.0296,Kasibu
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.3035,0.1026,0.0021,0.0,Kasibu
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Kasibu
36,Emergency Infrastructure,-,-,-,0.0463,0.0000,0.0492,0.0827,0.0737,0.0476,Kasibu
37,Utilities,-,-,-,1.0026,0.0000,1.5596,1.8615,1.2580,1.497,Kasibu
38,Employed Population,-,-,-,0.0000,0.0000,0.5241,0.6019,0.5940,0.0056,Kasibu
39,Sanitary System,-,-,-,1.5228,0.0000,2.0182,1.9956,1.8750,1.5,Kasibu
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Kasibu
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Kasibu
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Kasibu
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0069,Kasibu
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Kasibu
45,Internet Capability,-,-,-,-,-,-,-,-,0.087,Kasibu
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Kasibu
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Kasibu
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Kasibu
49,New Technology,-,-,-,-,-,-,-,-,0.0,Kasibu
