,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0000,0.1486,0.2015,0.0267,0.0723,0.0075,0.0199,0.0738,0.0343,Maco
1,Local Economy Growth,0.0000,0.0071,0.0845,0.0025,0.0149,0.0025,0.3301,0.0021,0.0,Maco
2,Active Establishments in the Locality,-,-,-,0.3785,0.4040,0.1871,0.3518,0.4265,0.3987,Maco
3,Safety Compliant Business,-,-,-,0.1414,0.1904,0.2165,0.1999,0.2267,0.0,Maco
4,Employment Generation,0.0000,0.0000,0.2346,0.1349,0.1302,0.1787,0.1406,0.1419,0.1046,Maco
5,Cost of Living,3.2567,3.2461,2.6667,1.0135,1.0648,1.2698,0.6897,2.4688,1.8462,Maco
6,Cost of Doing Business,1.4106,2.2160,3.5470,2.2190,2.0159,1.5083,2.0974,2.0942,1.8597,Maco
7,Financial Deepening,0.0000,0.2302,0.2264,0.2652,0.0442,0.1802,0.1585,0.0934,0.0959,Maco
8,Productivity,0.0000,0.0000,0.0044,0.0204,0.0087,0.0031,0.1421,0.1907,0.1152,Maco
9,Presence of Business and Professional Organizations,0.0000,0.4598,0.2963,0.2064,0.1746,0.0766,0.1257,0.1443,0.0999,Maco
10,Compliance to National Directives,3.3333,3.0000,3.3333,2.4038,0.0000,2.4500,2.4242,2.3810,1.9643,Maco
11,Presence of Investment Promotion Unit,0.0000,1.6667,2.5000,2.5000,0.0000,2.5000,2.5000,2.5000,1.9231,Maco
12,Compliance to ARTA Citizens Charter,-,2.9537,1.6434,2.3697,0.0000,2.3836,2.4322,2.0808,2.0,Maco
13,Capacity to Generate Local Resource,0.9350,1.0033,0.3106,0.2777,0.0000,0.4009,0.4557,0.0459,0.0268,Maco
14,Capacity of Health Services,0.0000,0.0000,0.1110,0.1003,0.0000,0.0803,0.0758,0.1167,0.0013,Maco
15,Capacity of School Services,0.2687,0.0000,0.4383,0.1670,0.0000,0.3026,0.1209,0.0535,0.0144,Maco
16,Recognition of Performance,0.4545,0.0000,0.0000,0.1670,0.0000,0.2624,0.1631,0.3281,0.3862,Maco
17,Getting Business Permits,-,-,0.0000,1.1740,0.0000,2.4371,2.4691,2.1300,2.0,Maco
18,Peace and Order,0.4283,0.0453,0.0430,0.2100,0.0000,0.0323,0.0275,0.0437,0.0398,Maco
19,Social Protection,-,-,0.1680,0.0000,0.0000,0.6738,0.6839,0.5583,0.0015,Maco
20,Road Network,0.0000,0.0001,0.0009,0.0007,0.0000,0.0383,0.0008,0.0780,0.0,Maco
21,Distance to Ports,2.8846,3.0395,3.0775,2.3145,0.0000,2.3788,2.4962,2.4119,1.9278,Maco
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,0.0000,2.4499,2.4563,2.4526,0.0732,Maco
23,Transportation Vehicles,0.0000,0.0106,0.0358,0.0395,0.0000,0.0489,0.0370,0.0659,0.0288,Maco
24,Education,0.1714,0.2187,0.0993,0.1250,0.0000,0.1148,0.1170,0.0462,0.067,Maco
25,Health,0.0300,0.0135,0.0839,0.1070,0.0000,0.1649,0.1612,0.1789,0.1485,Maco
26,LGU Investment,0.8873,0.0000,0.3366,0.3300,0.0000,0.6366,0.2573,0.0304,0.0006,Maco
27,Accommodation Capacity,0.0000,0.0108,0.0000,0.0000,0.0000,0.0339,0.0048,0.0264,0.001,Maco
28,Information Technology Capacity,0.0000,0.7793,0.5894,0.3071,0.0000,0.3137,0.4249,1.5909,0.0881,Maco
29,Financial Technology Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0647,0.0000,0.0240,0.0086,Maco
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4744,2.4091,1.9242,Maco
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4474,1.9995,Maco
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.2500,2.5000,1.2625,1.006,Maco
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.3085,1.0397,Maco
34,Budget for DRRMP,-,-,-,0.0437,0.0000,1.7304,0.2241,0.0206,0.0,Maco
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Maco
36,Emergency Infrastructure,-,-,-,0.8610,0.0000,0.5649,0.6299,0.3213,0.4161,Maco
37,Utilities,-,-,-,0.9733,0.0000,1.8791,1.8853,1.2797,1.5103,Maco
38,Employed Population,-,-,-,0.3004,0.0000,0.0496,0.0505,0.0393,0.031,Maco
39,Sanitary System,-,-,-,1.5017,0.0000,2.0768,2.0175,1.8765,1.5014,Maco
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0319,Maco
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Maco
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Maco
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0085,Maco
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Maco
45,Internet Capability,-,-,-,-,-,-,-,-,1.0476,Maco
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0028,Maco
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Maco
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Maco
49,New Technology,-,-,-,-,-,-,-,-,0.0,Maco
