,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0964,0.2423,0.0012,0.0010,0.0026,0.0078,0.0065,0.0004,Goa
1,Local Economy Growth,-,0.0000,0.0780,0.0009,0.0003,0.0019,0.0314,0.0096,0.0,Goa
2,Active Establishments in the Locality,-,-,-,0.1338,0.0018,0.0160,0.2769,1.1075,0.9248,Goa
3,Safety Compliant Business,-,-,-,0.1019,0.0677,0.1188,0.4654,0.3943,0.2714,Goa
4,Employment Generation,-,0.0000,0.1319,0.0857,0.0089,0.0623,0.2382,0.3414,0.1242,Goa
5,Cost of Living,-,2.8312,2.2500,1.0776,1.1574,1.5000,0.4918,1.8750,1.3421,Goa
6,Cost of Doing Business,-,2.5047,3.4193,2.0472,2.0630,2.0271,2.2160,2.1924,1.6607,Goa
7,Financial Deepening,-,1.7655,1.6975,0.1984,0.0503,0.1758,0.4992,0.4379,0.0537,Goa
8,Productivity,-,0.0000,0.0002,0.0019,0.0080,0.0484,0.1828,0.0882,0.0911,Goa
9,Presence of Business and Professional Organizations,-,0.0071,0.0130,0.0010,0.0011,0.0269,0.0389,1.7816,0.0,Goa
10,Compliance to National Directives,-,1.6667,3.2323,2.2697,0.0000,2.4988,2.5000,2.3810,1.9545,Goa
11,Presence of Investment Promotion Unit,-,0.0000,0.0000,0.0000,0.0000,2.5000,2.5000,2.5000,0.0,Goa
12,Compliance to ARTA Citizens Charter,-,2.5688,2.0721,1.9883,0.0000,2.3335,2.2707,2.0414,0.0,Goa
13,Capacity to Generate Local Resource,-,1.8196,0.1525,0.0389,0.0000,0.0316,0.0893,0.0080,0.0039,Goa
14,Capacity of Health Services,-,0.0300,0.0685,0.0174,0.0000,0.0296,0.0720,0.0579,0.0002,Goa
15,Capacity of School Services,-,0.1674,0.2682,0.1134,0.0000,0.1132,0.0380,0.0473,0.016,Goa
16,Recognition of Performance,-,0.0000,0.0000,0.1134,0.0000,0.0940,0.0000,0.0000,0.132,Goa
17,Getting Business Permits,-,-,1.1111,1.3844,0.0000,2.2801,2.2014,1.1099,2.0,Goa
18,Peace and Order,-,0.4378,0.4181,0.4857,0.0000,0.1728,0.5263,0.3542,0.0001,Goa
19,Social Protection,-,-,0.0415,0.4357,0.0000,0.1784,0.1467,0.6428,0.1783,Goa
20,Road Network,-,0.0000,0.0032,0.0011,0.0000,0.0307,0.0065,0.0274,0.0,Goa
21,Distance to Ports,-,2.9320,3.0272,2.4141,0.0000,2.2974,2.2440,2.2318,1.7842,Goa
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,1.6771,2.4563,2.4563,0.2764,Goa
23,Transportation Vehicles,-,0.0972,0.0760,0.0493,0.0000,0.0275,0.0106,0.0117,0.0525,Goa
24,Education,-,0.0340,0.0451,0.0587,0.0000,0.0062,0.0707,0.0221,0.0297,Goa
25,Health,-,0.0000,0.0697,0.0437,0.0000,0.0275,0.0170,0.0091,0.043,Goa
26,LGU Investment,-,0.6482,1.0700,0.1536,0.0000,0.0393,0.0154,0.0158,0.002,Goa
27,Accommodation Capacity,-,0.0000,0.3283,0.0549,0.0000,0.0115,0.0104,0.0589,0.0108,Goa
28,Information Technology Capacity,-,0.6709,1.1799,0.7044,0.0000,0.6194,1.1250,0.8929,0.5,Goa
29,Financial Technology Capacity,-,0.0000,0.5714,0.4063,0.0000,0.0000,0.3462,0.0735,0.0861,Goa
30,Land Use Plan,-,-,-,0.6250,0.0000,2.2564,2.5000,2.5000,0.5,Goa
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,1.9907,2.5000,2.4762,1.9998,Goa
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2588,1.0106,Goa
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2595,1.0076,Goa
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.0787,0.0589,0.0643,0.0334,Goa
35,Local Risk Assessments,-,-,-,1.2500,0.0000,2.5000,2.5000,2.5000,2.0,Goa
36,Emergency Infrastructure,-,-,-,0.4398,0.0000,0.4514,0.5777,0.3249,0.0909,Goa
37,Utilities,-,-,-,0.9865,0.0000,1.8876,1.9663,1.3832,1.4801,Goa
38,Employed Population,-,-,-,0.1101,0.0000,0.0183,0.0445,0.0302,0.0242,Goa
39,Sanitary System,-,-,-,0.5833,0.0000,2.0462,2.0013,1.8804,1.5,Goa
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Goa
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Goa
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Goa
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Goa
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Goa
45,Internet Capability,-,-,-,-,-,-,-,-,0.08,Goa
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Goa
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Goa
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Goa
49,New Technology,-,-,-,-,-,-,-,-,0.0,Goa
