,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.3036,0.1530,0.0925,0.0169,0.0176,0.0049,0.0075,0.0021,0.0048,Guinobatan
1,Local Economy Growth,0.2844,0.2387,0.0359,0.0608,0.0128,0.0013,0.3308,0.0003,0.0002,Guinobatan
2,Active Establishments in the Locality,-,-,-,0.0000,0.1975,0.1168,0.1630,0.1771,0.1726,Guinobatan
3,Safety Compliant Business,-,-,-,0.0000,0.1505,0.1001,0.1196,0.1082,0.0,Guinobatan
4,Employment Generation,0.2096,0.0000,0.0840,0.0511,0.0522,0.0873,0.0814,0.0876,0.0674,Guinobatan
5,Cost of Living,3.4962,3.1492,3.5000,1.8581,0.6481,0.2778,1.0345,0.3125,1.7548,Guinobatan
6,Cost of Doing Business,0.4130,0.4681,3.2725,1.9453,1.6881,2.0665,2.2644,1.6629,1.4265,Guinobatan
7,Financial Deepening,0.3259,0.2532,0.5208,0.2652,0.0736,0.2638,0.2685,0.2035,0.2222,Guinobatan
8,Productivity,0.0000,0.0000,0.0017,0.0151,0.0040,0.0007,0.0555,0.0558,0.0405,Guinobatan
9,Presence of Business and Professional Organizations,0.0129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0123,Guinobatan
10,Compliance to National Directives,0.3333,0.3333,3.2456,2.3077,0.0000,1.2000,2.4242,2.4405,1.9643,Guinobatan
11,Presence of Investment Promotion Unit,0.0000,0.0000,2.5000,2.5000,0.0000,2.5000,2.5000,2.5000,1.718,Guinobatan
12,Compliance to ARTA Citizens Charter,-,0.5480,2.0022,2.3338,0.0000,2.4046,2.4641,1.9082,2.0,Guinobatan
13,Capacity to Generate Local Resource,0.6272,0.6731,0.6840,0.4866,0.0000,0.1865,0.0782,0.0048,0.0047,Guinobatan
14,Capacity of Health Services,0.0563,0.1122,0.0760,0.0721,0.0000,0.0665,0.0526,0.0717,0.0008,Guinobatan
15,Capacity of School Services,0.2276,0.0000,0.3782,0.1614,0.0000,0.3099,0.1207,0.2101,0.0,Guinobatan
16,Recognition of Performance,0.2381,0.0000,0.2525,0.1614,0.0000,0.1443,0.0638,0.0000,0.0683,Guinobatan
17,Getting Business Permits,-,-,1.1111,1.7865,0.0000,2.4371,2.4887,2.1418,2.0,Guinobatan
18,Peace and Order,0.3614,0.0403,0.0518,0.3838,0.0000,0.0311,0.0299,0.0555,0.0,Guinobatan
19,Social Protection,-,-,0.1563,0.3383,0.0000,0.2977,0.5216,0.0000,0.001,Guinobatan
20,Road Network,0.0000,0.0008,0.0013,0.0009,0.0000,0.0053,0.0004,0.0044,0.0062,Guinobatan
21,Distance to Ports,2.1077,2.1013,3.0469,1.5734,0.0000,2.2980,2.4546,2.4026,1.9178,Guinobatan
22,Availability of Basic Utilities,0.0000,0.0000,3.3333,2.5000,0.0000,1.9618,1.9625,1.2499,0.0566,Guinobatan
23,Transportation Vehicles,0.0772,0.1198,0.2036,0.1265,0.0000,0.0171,0.0174,0.0135,0.0223,Guinobatan
24,Education,0.0000,0.0000,0.0810,0.1007,0.0000,0.1622,0.1226,0.1573,0.1163,Guinobatan
25,Health,0.0170,0.0019,0.1363,0.0768,0.0000,0.0938,0.0492,0.0864,0.0325,Guinobatan
26,LGU Investment,0.0000,0.0000,0.7016,0.5241,0.0000,0.2903,0.1681,0.0168,0.0009,Guinobatan
27,Accommodation Capacity,0.0000,0.0000,0.0468,0.0390,0.0000,0.0109,0.0108,0.0000,0.0081,Guinobatan
28,Information Technology Capacity,0.3217,0.0000,0.7488,0.4161,0.0000,0.2554,0.2860,0.1818,0.0264,Guinobatan
29,Financial Technology Capacity,0.0685,0.1111,0.2129,0.1724,0.0000,0.1824,0.1502,0.1502,0.0431,Guinobatan
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3333,2.3333,2.0682,1.6818,Guinobatan
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.4074,2.3947,1.9998,Guinobatan
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.5000,2.0833,1.2500,1.0,Guinobatan
