,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0028,0.0191,0.0005,0.0035,0.0044,0.0092,0.0048,0.0012,Igbaras
1,Local Economy Growth,-,0.0015,0.0132,0.0053,0.0034,0.0013,1.0260,0.0007,0.0013,Igbaras
2,Active Establishments in the Locality,-,-,-,0.0000,0.0017,0.1168,0.1946,0.2377,0.2936,Igbaras
3,Safety Compliant Business,-,-,-,0.1331,0.0766,0.1360,0.1880,0.1957,0.1701,Igbaras
4,Employment Generation,-,0.0000,0.1449,0.0612,0.0549,0.0970,0.1206,0.1450,0.2159,Igbaras
5,Cost of Living,-,3.0449,1.7500,0.9914,1.9907,1.7500,1.9792,1.7188,1.9995,Igbaras
6,Cost of Doing Business,-,1.0491,2.8266,1.6465,2.0073,2.0282,2.1576,2.2449,1.889,Igbaras
7,Financial Deepening,-,1.2006,1.0802,0.0397,0.0252,0.1334,0.1589,0.1878,0.0554,Igbaras
8,Productivity,-,0.0000,0.0099,0.0000,0.0028,0.0638,0.0570,0.0766,0.0823,Igbaras
9,Presence of Business and Professional Organizations,-,0.0000,0.0000,0.0010,0.0000,0.0009,0.0000,0.0000,0.0021,Igbaras
10,Compliance to National Directives,-,0.0000,2.7946,1.2500,0.0000,2.4994,2.4643,2.3929,1.8462,Igbaras
11,Presence of Investment Promotion Unit,-,0.0000,0.8333,1.8750,0.0000,1.8750,1.8750,1.8750,1.9978,Igbaras
12,Compliance to ARTA Citizens Charter,-,1.4124,1.6545,2.3461,0.0000,2.4128,2.4974,1.8621,2.0,Igbaras
13,Capacity to Generate Local Resource,-,0.0000,0.3183,0.7674,0.0000,0.1019,0.0574,0.0320,0.0323,Igbaras
14,Capacity of Health Services,-,0.0959,0.1531,0.1133,0.0000,0.0693,0.0533,0.0594,0.0492,Igbaras
15,Capacity of School Services,-,0.1931,0.2180,0.0892,0.0000,0.2683,0.0425,0.0330,0.0163,Igbaras
16,Recognition of Performance,-,0.0000,0.0000,0.0892,0.0000,0.2328,0.0248,0.1377,0.0703,Igbaras
17,Getting Business Permits,-,-,0.0000,2.2994,0.0000,2.4392,1.5702,2.1781,2.0,Igbaras
18,Peace and Order,-,0.1561,0.0661,0.1403,0.0000,0.2765,0.3954,0.1355,0.0002,Igbaras
19,Social Protection,-,-,0.1405,0.0000,0.0000,0.7153,0.9103,0.1065,0.0039,Igbaras
20,Road Network,-,0.0000,0.0023,0.0008,0.0000,0.0843,0.0005,0.0725,0.0011,Igbaras
21,Distance to Ports,-,0.0000,3.1406,2.3733,0.0000,2.3645,2.2976,2.2960,1.9574,Igbaras
22,Availability of Basic Utilities,-,0.0000,3.3333,2.5000,0.0000,2.1625,1.9338,2.1838,0.4617,Igbaras
23,Transportation Vehicles,-,0.0000,0.0000,0.0552,0.0000,0.0069,0.0111,0.0353,0.0115,Igbaras
24,Education,-,0.0876,0.1049,0.1060,0.0000,0.0091,0.0150,0.0214,0.0822,Igbaras
25,Health,-,0.0219,0.1006,0.1036,0.0000,0.0825,0.0874,0.1340,0.105,Igbaras
26,LGU Investment,-,0.7944,0.0000,0.1471,0.0000,0.0726,0.0785,0.1193,0.0002,Igbaras
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Igbaras
28,Information Technology Capacity,-,0.0000,0.9947,0.3869,0.0000,0.1930,0.2917,0.1087,0.1304,Igbaras
29,Financial Technology Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0455,Igbaras
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4714,1.9459,Igbaras
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.2222,2.5000,2.4853,1.9993,Igbaras
32,Annual Disaster Drill,-,-,-,0.0000,0.0000,0.0000,1.0000,1.2582,0.0,Igbaras
33,Early Warning System,-,-,-,0.0000,0.0000,2.5000,0.0000,1.2649,1.0158,Igbaras
34,Budget for DRRMP,-,-,-,0.0021,0.0000,0.1293,0.0480,0.0025,0.0,Igbaras
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Igbaras
36,Emergency Infrastructure,-,-,-,0.8565,0.0000,0.4479,0.4502,0.2537,0.3771,Igbaras
37,Utilities,-,-,-,1.0264,0.0000,1.8704,1.8559,1.2635,1.5007,Igbaras
38,Employed Population,-,-,-,0.0256,0.0000,0.1182,0.0283,0.1823,0.0725,Igbaras
39,Sanitary System,-,-,-,0.5611,0.0000,1.0114,1.0001,1.8751,1.5,Igbaras
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0015,Igbaras
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Igbaras
42,STEM graduates,-,-,-,-,-,-,-,-,0.0263,Igbaras
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Igbaras
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Igbaras
45,Internet Capability,-,-,-,-,-,-,-,-,1.0652,Igbaras
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Igbaras
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Igbaras
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Igbaras
49,New Technology,-,-,-,-,-,-,-,-,0.003,Igbaras
