,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.2741,0.1668,0.1780,0.0676,0.0965,0.0137,0.0313,0.1828,0.0851,Capas
1,Local Economy Growth,0.4719,0.2821,0.0677,0.0050,0.0097,0.0020,0.3304,0.0038,0.0,Capas
2,Active Establishments in the Locality,-,-,-,0.0000,0.3482,0.1611,0.3330,0.3668,0.3671,Capas
3,Safety Compliant Business,-,-,-,0.3742,0.3418,0.2649,0.2591,0.2078,0.0,Capas
4,Employment Generation,0.0000,0.2437,0.1939,0.1305,0.1406,0.2233,0.2143,0.2251,0.1506,Capas
5,Cost of Living,3.3046,2.3256,2.1667,1.4865,1.8056,0.9921,0.5172,0.2500,1.774,Capas
6,Cost of Doing Business,3.0936,3.0325,2.9164,1.9572,1.9142,1.7590,2.0228,2.0025,1.7577,Capas
7,Financial Deepening,0.7914,1.2661,1.3361,1.0732,0.1197,0.4633,0.5022,0.4855,0.4686,Capas
8,Productivity,0.0000,0.0179,0.0150,0.0512,0.0115,0.0054,0.1841,0.3043,0.1571,Capas
9,Presence of Business and Professional Organizations,0.0000,0.0000,0.0000,1.0791,0.8412,0.5660,1.1875,1.1594,0.1535,Capas
10,Compliance to National Directives,3.3333,3.3333,3.1871,2.2115,0.0000,2.0500,2.1591,1.8452,1.5714,Capas
11,Presence of Investment Promotion Unit,2.5000,2.5000,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.8462,Capas
12,Compliance to ARTA Citizens Charter,-,2.5346,2.1973,2.1981,0.0000,2.3403,2.4309,2.0969,2.0,Capas
13,Capacity to Generate Local Resource,0.7871,0.8449,0.8356,0.0000,0.0000,0.1863,0.2258,0.0337,0.0202,Capas
14,Capacity of Health Services,0.1851,0.1845,0.2856,0.1245,0.0000,0.2354,0.2031,0.3122,0.0023,Capas
15,Capacity of School Services,0.3498,0.0000,0.2555,0.1596,0.0000,0.7450,0.3882,0.1119,0.0015,Capas
16,Recognition of Performance,0.3030,0.0000,0.1010,0.1596,0.0000,0.3481,0.1062,0.1967,0.2311,Capas
17,Getting Business Permits,-,-,1.1111,2.3916,0.0000,2.4756,2.4540,2.1421,2.0,Capas
18,Peace and Order,0.4104,0.0460,0.0479,0.4080,0.0000,0.1090,0.1149,0.1393,0.0774,Capas
19,Social Protection,-,-,0.5476,0.1162,0.0000,0.5300,0.5553,0.4297,0.001,Capas
20,Road Network,0.0034,0.0005,0.0009,0.0042,0.0000,0.1149,0.0111,0.0892,0.0042,Capas
21,Distance to Ports,2.1515,2.1519,2.9570,1.5972,0.0000,2.4271,2.2707,2.4284,1.7295,Capas
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.4999,0.1101,Capas
23,Transportation Vehicles,0.2749,0.4266,0.2052,0.2560,0.0000,0.1031,0.0983,0.0988,0.1215,Capas
24,Education,1.1746,0.6882,0.4663,0.7235,0.0000,0.2301,0.2298,0.1547,0.0467,Capas
25,Health,0.6796,0.2889,0.4979,0.1943,0.0000,0.2901,0.3262,0.3886,0.2457,Capas
26,LGU Investment,0.9568,0.0000,0.0893,0.0000,0.0000,0.4015,0.2472,0.0326,0.0004,Capas
27,Accommodation Capacity,0.0000,0.0000,0.1119,0.0754,0.0000,0.1237,0.0987,0.1433,0.0405,Capas
28,Information Technology Capacity,0.2829,0.4776,0.8116,0.3666,0.0000,0.2147,0.3737,0.1818,0.0,Capas
29,Financial Technology Capacity,0.1986,0.4921,0.4574,0.1886,0.0000,0.4004,0.4357,0.5183,0.2155,Capas
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3846,2.3846,2.2500,1.8182,Capas
31,Disaster Risk Reduction Plan,-,-,-,2.0000,0.0000,2.3611,2.3611,2.3684,1.9985,Capas
32,Annual Disaster Drill,-,-,-,0.0000,0.0000,1.2500,2.5000,1.2667,1.004,Capas
33,Early Warning System,-,-,-,0.0000,0.0000,2.5000,2.5000,1.2628,1.0087,Capas
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.4032,0.2028,0.0046,0.0,Capas
35,Local Risk Assessments,-,-,-,0.0000,0.0000,2.5000,2.5000,2.5000,2.0,Capas
36,Emergency Infrastructure,-,-,-,0.0764,0.0000,0.5290,0.5759,0.3155,0.4064,Capas
37,Utilities,-,-,-,0.0178,0.0000,1.8768,1.8768,1.2615,1.5036,Capas
38,Employed Population,-,-,-,0.0986,0.0000,0.1653,0.1866,0.2047,0.1502,Capas
39,Sanitary System,-,-,-,0.8700,0.0000,2.0677,2.0084,1.8755,1.5005,Capas
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Capas
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Capas
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Capas
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0115,Capas
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Capas
45,Internet Capability,-,-,-,-,-,-,-,-,1.0,Capas
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Capas
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Capas
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Capas
49,New Technology,-,-,-,-,-,-,-,-,0.0,Capas
