,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.2831,0.2536,0.1878,0.0000,0.0064,0.0018,0.0041,0.0048,0.0027,Dumangas
1,Local Economy Growth,0.3090,0.5362,0.0485,0.0000,0.0000,0.0010,0.3319,0.0025,0.0,Dumangas
2,Active Establishments in the Locality,-,-,-,0.0000,0.3094,0.2179,0.2643,0.5359,0.1891,Dumangas
3,Safety Compliant Business,-,-,-,0.3402,0.6478,0.4371,0.2595,0.4470,0.0,Dumangas
4,Employment Generation,0.4875,0.4407,0.0640,0.0273,0.1127,0.2343,0.1365,0.2331,0.1414,Dumangas
5,Cost of Living,3.3525,2.7616,1.7500,1.3176,1.9907,1.1905,1.6379,1.7188,1.75,Dumangas
6,Cost of Doing Business,2.0256,3.0110,3.5738,2.0881,2.2134,2.0225,2.1888,2.2377,1.837,Dumangas
7,Financial Deepening,0.6518,0.8978,0.8605,0.4798,0.0681,0.1559,0.2800,0.2099,0.1254,Dumangas
8,Productivity,0.0000,0.0013,0.0007,0.0000,0.0005,0.0001,0.0310,0.0887,0.0627,Dumangas
9,Presence of Business and Professional Organizations,0.0086,0.0000,0.0062,0.0043,0.0017,0.0021,0.0527,0.0509,0.0011,Dumangas
10,Compliance to National Directives,3.3333,3.3333,2.7778,1.7949,0.0000,2.4000,2.4242,2.2619,1.8214,Dumangas
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,0.6250,0.0000,2.5000,2.5000,2.5000,2.0001,Dumangas
12,Compliance to ARTA Citizens Charter,-,2.3086,2.1328,2.2012,0.0000,2.2124,2.4545,2.2249,2.0,Dumangas
13,Capacity to Generate Local Resource,0.1661,0.1788,0.1438,0.0000,0.0000,0.1587,0.0670,0.0138,0.0082,Dumangas
14,Capacity of Health Services,0.2056,0.3648,0.0624,0.0834,0.0000,0.2174,0.1362,0.2230,0.0032,Dumangas
15,Capacity of School Services,0.0000,0.4293,0.5145,0.1351,0.0000,0.1972,0.1224,0.0448,0.0022,Dumangas
16,Recognition of Performance,0.7792,0.0000,0.0000,0.1351,0.0000,0.1786,0.0580,0.0524,0.0769,Dumangas
17,Getting Business Permits,-,-,0.0000,1.9165,0.0000,2.4799,2.4710,1.8185,1.0,Dumangas
18,Peace and Order,0.3549,0.0413,0.0402,0.2474,0.0000,0.0180,0.1892,0.2066,0.0001,Dumangas
19,Social Protection,-,-,0.5909,0.4599,0.0000,0.2815,0.3783,0.2195,0.0,Dumangas
20,Road Network,0.0000,0.0021,0.0021,0.0015,0.0000,0.0152,0.0015,0.0291,0.0242,Dumangas
21,Distance to Ports,3.2707,3.2442,3.2218,2.4205,0.0000,2.4392,2.4868,2.4556,1.952,Dumangas
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,0.0000,2.3928,2.4688,2.4999,0.0041,Dumangas
23,Transportation Vehicles,0.0667,0.1461,0.3109,0.1725,0.0000,0.1824,0.2356,0.1907,0.1001,Dumangas
24,Education,0.1458,0.1062,0.0737,0.1154,0.0000,0.1106,0.1366,0.4120,0.1105,Dumangas
25,Health,0.5131,0.2395,0.2123,0.1218,0.0000,0.1283,0.1796,0.1969,0.1958,Dumangas
26,LGU Investment,0.9568,0.0000,1.2033,0.0000,0.0000,0.2336,0.1417,0.0198,0.0009,Dumangas
27,Accommodation Capacity,0.1160,0.0104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0054,0.0,Dumangas
28,Information Technology Capacity,0.0000,0.6410,0.9903,0.6105,0.0000,0.2877,0.1868,0.2273,0.0352,Dumangas
29,Financial Technology Capacity,0.0228,0.0767,0.0347,0.0497,0.0000,0.0887,0.0826,0.1022,0.0431,Dumangas
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4487,2.5000,2.4545,1.8939,Dumangas
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4474,1.999,Dumangas
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2708,1.002,Dumangas
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2628,1.0062,Dumangas
34,Budget for DRRMP,-,-,-,0.0023,0.0000,0.1574,0.1245,0.0179,0.0,Dumangas
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Dumangas
36,Emergency Infrastructure,-,-,-,0.9181,0.0000,0.5064,0.5304,0.2725,0.408,Dumangas
37,Utilities,-,-,-,1.0112,0.0000,1.8775,1.8740,1.2682,1.5086,Dumangas
38,Employed Population,-,-,-,0.0315,0.0000,0.3338,0.3680,0.4004,0.3514,Dumangas
39,Sanitary System,-,-,-,1.2250,0.0000,1.9999,1.9386,1.8752,1.5002,Dumangas
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1228,Dumangas
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Dumangas
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Dumangas
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Dumangas
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Dumangas
45,Internet Capability,-,-,-,-,-,-,-,-,1.0238,Dumangas
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Dumangas
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Dumangas
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Dumangas
49,New Technology,-,-,-,-,-,-,-,-,0.0,Dumangas
