,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.1751,0.2018,0.0038,0.0109,0.0265,0.0614,0.0224,0.0079,Gamu
1,Local Economy Growth,-,0.3144,0.8697,0.0044,0.0017,0.0021,1.0268,0.0009,0.0007,Gamu
2,Active Establishments in the Locality,-,-,-,0.2929,0.0036,0.2627,0.4031,0.5156,0.3909,Gamu
3,Safety Compliant Business,-,-,-,0.2015,0.1678,0.2719,0.3340,0.3271,0.2384,Gamu
4,Employment Generation,-,0.0953,0.1051,0.1571,0.0693,0.2762,0.1744,0.2205,0.331,Gamu
5,Cost of Living,-,3.6325,2.5833,0.6034,0.8796,1.7500,1.3021,0.0938,1.9987,Gamu
6,Cost of Doing Business,-,2.9681,2.7018,1.7951,1.8353,1.8669,2.0889,2.1304,1.8621,Gamu
7,Financial Deepening,-,0.5650,1.1574,0.1984,0.0545,0.3554,0.1603,0.2529,0.088,Gamu
8,Productivity,-,0.0341,0.0154,0.0013,0.0080,0.1704,0.1735,0.1862,0.1572,Gamu
9,Presence of Business and Professional Organizations,-,0.0000,0.0911,0.0000,0.0076,0.0297,0.0070,0.0076,0.0222,Gamu
10,Compliance to National Directives,-,3.3333,3.2997,0.0000,0.0000,2.4994,2.4643,2.3929,1.8462,Gamu
11,Presence of Investment Promotion Unit,-,0.0000,0.0000,0.0000,0.0000,2.5000,2.5000,2.5000,1.9984,Gamu
12,Compliance to ARTA Citizens Charter,-,2.8138,2.1574,2.2700,0.0000,2.2770,2.4761,2.1882,2.0,Gamu
13,Capacity to Generate Local Resource,-,0.6197,0.0911,0.0524,0.0000,0.0775,0.0550,0.0417,0.0324,Gamu
14,Capacity of Health Services,-,0.1220,0.1075,0.0930,0.0000,0.1284,0.1166,0.1405,0.076,Gamu
15,Capacity of School Services,-,0.0575,0.3708,0.1003,0.0000,0.3938,0.0334,0.0265,0.0096,Gamu
16,Recognition of Performance,-,0.5556,0.2381,0.1003,0.0000,0.0592,0.0833,0.1172,0.087,Gamu
17,Getting Business Permits,-,-,1.1111,1.5257,0.0000,2.3622,2.3804,2.1764,1.5,Gamu
18,Peace and Order,-,0.1508,0.0903,0.1440,0.0000,0.1843,0.3189,0.1847,0.0002,Gamu
19,Social Protection,-,-,0.0166,0.5546,0.0000,0.7071,0.5536,0.1038,1.1459,Gamu
20,Road Network,-,0.0000,0.0036,0.0013,0.0000,0.0715,0.0007,0.0611,0.001,Gamu
21,Distance to Ports,-,2.7267,3.0003,1.6406,0.0000,2.1272,2.0013,2.3721,1.8361,Gamu
22,Availability of Basic Utilities,-,3.3333,2.3611,2.5000,0.0000,1.2625,1.7888,2.0388,0.3773,Gamu
23,Transportation Vehicles,-,0.3156,0.1768,0.0701,0.0000,0.0113,0.0267,0.0721,0.0117,Gamu
24,Education,-,0.1133,0.1690,0.1408,0.0000,0.0102,0.0207,0.0203,0.0317,Gamu
25,Health,-,0.2587,0.2760,0.1754,0.0000,0.0759,0.1412,0.0588,0.0725,Gamu
26,LGU Investment,-,0.6828,0.1902,0.0321,0.0000,0.0457,0.0570,0.1175,0.0002,Gamu
27,Accommodation Capacity,-,0.0000,0.8734,0.1123,0.0000,0.0020,0.0187,0.0045,0.0111,Gamu
28,Information Technology Capacity,-,0.5876,0.7460,0.0000,0.0000,0.4194,0.4444,0.0543,0.4348,Gamu
29,Financial Technology Capacity,-,0.0000,0.0000,0.0000,0.0000,0.2106,0.2813,0.0694,0.0909,Gamu
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.5000,2.4857,1.9595,Gamu
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.5000,2.4853,1.9993,Gamu
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,0.0000,1.0005,Gamu
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2600,1.0079,Gamu
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1279,0.0445,0.0025,0.0,Gamu
35,Local Risk Assessments,-,-,-,1.2500,0.0000,2.5000,2.5000,2.5000,2.0,Gamu
36,Emergency Infrastructure,-,-,-,0.4585,0.0000,0.4775,0.4580,0.3270,0.4101,Gamu
37,Utilities,-,-,-,0.9728,0.0000,1.8822,1.8831,1.2853,1.5033,Gamu
38,Employed Population,-,-,-,0.2080,0.0000,0.0219,0.0170,0.0157,0.0009,Gamu
39,Sanitary System,-,-,-,0.0444,0.0000,1.0182,1.4882,1.8751,1.5,Gamu
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0586,Gamu
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0003,Gamu
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Gamu
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0086,Gamu
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Gamu
45,Internet Capability,-,-,-,-,-,-,-,-,1.1522,Gamu
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0015,Gamu
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Gamu
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Gamu
49,New Technology,-,-,-,-,-,-,-,-,0.0,Gamu
