,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,1.7861,2.3449,2.9784,2.5000,1.8587,1.7682,0.6624,1.9288,1.3536,Makati
1,Local Economy Growth,1.3295,1.8731,0.9560,0.2638,0.4461,0.6387,0.9997,0.4129,0.4182,Makati
2,Active Establishments in the Locality,-,-,-,0.9151,1.2175,0.9449,1.5911,1.0477,0.9732,Makati
3,Safety Compliant Business,-,-,-,0.9156,0.5870,0.4591,1.1279,0.6089,0.319,Makati
4,Employment Generation,4.1667,4.1667,3.4611,2.2990,0.1727,1.7471,1.3116,1.2011,0.943,Makati
5,Cost of Living,4.0385,3.9773,3.0952,2.2222,0.3333,0.9868,1.1719,1.2255,2.0,Makati
6,Cost of Doing Business,1.5855,2.2249,2.2433,1.1682,1.1724,1.2280,1.1948,1.0704,1.1776,Makati
7,Financial Deepening,2.4590,2.6600,2.2009,1.2403,1.3764,0.6843,0.8463,0.7434,0.5828,Makati
8,Productivity,0.3529,0.1924,1.3807,0.3755,0.5519,1.6286,1.1069,1.5294,1.0242,Makati
9,Presence of Business and Professional Organizations,1.4946,0.4469,4.1667,0.7311,1.2175,0.3551,0.3858,0.0814,0.0823,Makati
10,Compliance to National Directives,3.3333,3.3333,3.2275,2.3750,2.3438,2.4038,2.4038,2.1429,1.6,Makati
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.6445,Makati
12,Compliance to ARTA Citizens Charter,-,2.4299,1.9432,2.1921,2.1804,1.9364,2.2655,1.8094,2.0,Makati
13,Capacity to Generate Local Resource,1.5534,2.3655,2.0820,1.6367,0.9863,1.8488,2.1195,1.7600,1.4225,Makati
14,Capacity of Health Services,1.7188,2.1898,1.2661,0.4080,0.9921,0.3418,0.5572,0.4258,0.6021,Makati
15,Capacity of School Services,0.6939,1.5350,1.2017,0.6955,1.1917,0.2211,0.5208,0.2306,0.8183,Makati
16,Recognition of Performance,0.2937,0.8816,1.9048,0.6955,0.5893,0.3977,0.4369,0.5026,0.4479,Makati
17,Getting Business Permits,-,-,2.6689,1.8673,1.7882,2.0410,1.7622,2.0100,2.0,Makati
18,Peace and Order,0.8072,0.9899,0.9333,0.5934,0.5141,0.2817,0.2710,0.1558,0.0001,Makati
19,Social Protection,-,-,0.0423,0.6966,1.9609,0.6131,0.9511,0.5459,1.0975,Makati
20,Road Network,1.5962,0.0139,1.7908,0.1208,0.2257,0.0792,0.0825,0.0738,0.026,Makati
21,Distance to Ports,3.2662,3.1518,2.9851,2.4006,2.3899,2.1562,2.1670,2.1670,1.7361,Makati
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,2.5000,2.4925,1.8750,2.4905,1.8361,Makati
23,Transportation Vehicles,0.2662,0.3275,3.3333,0.4106,0.4683,0.2754,0.2743,0.3106,0.4076,Makati
24,Education,0.4919,0.2952,0.4790,0.3039,0.2502,0.2385,0.2990,0.2567,0.1721,Makati
25,Health,0.7157,0.5810,0.8286,0.6226,0.7086,0.3295,0.4160,0.3275,0.3277,Makati
26,LGU Investment,0.5988,0.0000,0.5256,0.0524,1.4889,1.8655,2.3114,1.5117,0.2586,Makati
27,Accommodation Capacity,1.4288,2.1596,1.8394,1.5215,0.8008,0.6826,0.8166,0.7295,0.6939,Makati
28,Information Technology Capacity,0.6774,0.0136,0.9425,0.3333,0.4639,0.8225,0.8419,0.5154,2.0,Makati
29,Financial Technology Capacity,2.6550,2.9274,1.0838,0.9627,0.9261,0.9909,1.3713,1.0810,0.3127,Makati
30,Land Use Plan,-,-,-,2.5000,2.5000,2.2692,2.4615,2.4412,1.9444,Makati
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.4306,2.5000,2.4286,1.5,Makati
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,1.8750,2.5000,1.2770,1.0179,Makati
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2872,1.0952,Makati
34,Budget for DRRMP,-,-,-,0.6815,0.0000,1.6172,1.5482,0.8750,0.3351,Makati
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Makati
36,Emergency Infrastructure,-,-,-,1.3016,1.9217,0.7236,0.8498,0.6797,0.7129,Makati
37,Utilities,-,-,-,1.4693,1.6763,1.9242,1.9169,1.2975,1.5901,Makati
38,Employed Population,-,-,-,1.8862,1.4136,0.8378,0.6380,0.6518,0.5234,Makati
39,Sanitary System,-,-,-,1.8280,1.8162,1.7374,1.7316,1.8809,1.5056,Makati
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1294,Makati
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0292,Makati
42,STEM graduates,-,-,-,-,-,-,-,-,0.094,Makati
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.4576,Makati
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Makati
45,Internet Capability,-,-,-,-,-,-,-,-,1.4716,Makati
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0234,Makati
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Makati
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Makati
49,New Technology,-,-,-,-,-,-,-,-,0.0,Makati
