,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.1728,0.6892,0.5021,0.0012,0.0477,0.0147,0.1101,0.1230,0.1205,Mahinog
1,Local Economy Growth,0.4147,0.2952,0.0792,0.0038,0.0308,0.0015,0.0366,0.0113,0.0,Mahinog
2,Active Establishments in the Locality,-,-,-,0.0533,0.0042,0.2693,0.6341,1.2577,0.8748,Mahinog
3,Safety Compliant Business,-,-,-,0.3996,0.5745,0.6004,0.9740,0.9587,0.7357,Mahinog
4,Employment Generation,0.0093,0.1215,0.2638,0.1662,0.1056,0.1770,0.7806,0.4821,0.5137,Mahinog
5,Cost of Living,0.0000,2.5107,2.5000,1.4224,0.6481,1.7500,1.0656,1.6875,1.3421,Mahinog
6,Cost of Doing Business,3.1539,3.0818,2.7839,1.5888,1.6670,1.6257,1.7943,1.8259,1.6098,Mahinog
7,Financial Deepening,0.0698,0.2825,0.2315,0.1190,0.0587,0.1655,0.5590,0.5624,0.3188,Mahinog
8,Productivity,0.0978,0.2106,0.0117,0.0014,0.0063,0.1234,0.4826,0.2888,0.3278,Mahinog
9,Presence of Business and Professional Organizations,0.0022,0.0214,0.0391,0.0059,0.0186,0.0466,0.0661,0.0442,0.0237,Mahinog
10,Compliance to National Directives,3.3333,3.3333,2.8283,2.3684,0.0000,2.4981,2.3958,2.2024,1.9545,Mahinog
11,Presence of Investment Promotion Unit,0.0000,1.6667,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9981,Mahinog
12,Compliance to ARTA Citizens Charter,-,2.5120,1.4867,2.2800,0.0000,2.4146,2.4531,2.3596,2.0,Mahinog
13,Capacity to Generate Local Resource,0.1043,1.6698,0.1020,0.0833,0.0000,0.1586,0.6211,0.0684,0.0123,Mahinog
14,Capacity of Health Services,0.0456,0.0959,0.1294,0.0930,0.0000,0.3652,1.2525,0.8334,0.0015,Mahinog
15,Capacity of School Services,0.4027,0.2528,0.3731,0.1971,0.0000,0.1795,0.1392,0.4927,0.02,Mahinog
16,Recognition of Performance,1.3853,0.4167,0.0000,0.1971,0.0000,0.3370,0.2024,0.5198,0.5694,Mahinog
17,Getting Business Permits,-,-,0.0000,1.4066,0.0000,2.4473,2.4514,2.1530,2.0,Mahinog
18,Peace and Order,1.2639,0.2983,0.3066,0.3407,0.0000,0.1613,0.4386,0.1250,0.0001,Mahinog
19,Social Protection,-,-,0.0633,0.4945,0.0000,0.3148,0.1817,0.8676,0.1505,Mahinog
20,Road Network,0.0031,0.0002,0.0055,0.0016,0.0000,0.0187,0.0047,0.0148,0.0,Mahinog
21,Distance to Ports,3.2446,3.2546,3.3245,2.4814,0.0000,2.4629,2.4564,2.4490,1.9536,Mahinog
22,Availability of Basic Utilities,3.3268,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,0.482,Mahinog
23,Transportation Vehicles,0.0074,0.1564,0.0951,0.0718,0.0000,0.0214,0.0264,0.0702,0.1346,Mahinog
24,Education,0.1011,0.2959,0.2108,0.1073,0.0000,0.0380,0.1034,0.1638,0.0897,Mahinog
25,Health,0.0000,0.0321,0.0885,0.0768,0.0000,0.1555,0.4211,0.3926,0.3436,Mahinog
26,LGU Investment,0.9954,0.0801,0.6275,0.1724,0.0000,0.0655,0.1969,0.2679,0.0023,Mahinog
27,Accommodation Capacity,0.0000,0.0832,0.0000,0.0000,0.0000,0.0000,0.0000,0.2244,0.037,Mahinog
28,Information Technology Capacity,0.0189,1.1688,1.9312,1.1012,0.0000,0.5388,1.9167,1.6071,0.5,Mahinog
29,Financial Technology Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Mahinog
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4359,2.4324,2.3846,1.8889,Mahinog
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4074,2.3333,2.4048,1.9988,Mahinog
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2588,1.0053,Mahinog
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Mahinog
34,Budget for DRRMP,-,-,-,0.0020,0.0000,0.0810,0.1851,0.0033,0.0019,Mahinog
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Mahinog
36,Emergency Infrastructure,-,-,-,0.4508,0.0000,0.4937,0.7305,0.3780,0.5388,Mahinog
37,Utilities,-,-,-,0.8009,0.0000,1.8931,1.9650,1.4310,1.5111,Mahinog
38,Employed Population,-,-,-,0.1973,0.0000,0.2621,0.5991,0.5438,0.435,Mahinog
39,Sanitary System,-,-,-,1.5390,0.0000,2.0280,1.9987,1.8817,1.5002,Mahinog
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1667,Mahinog
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Mahinog
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Mahinog
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0167,Mahinog
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Mahinog
45,Internet Capability,-,-,-,-,-,-,-,-,1.08,Mahinog
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.3684,Mahinog
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Mahinog
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Mahinog
49,New Technology,-,-,-,-,-,-,-,-,0.0,Mahinog
