,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,3.5161,2.3536,2.3004,0.8745,1.1496,1.3998,1.2313,0.8142,1.0805,General Trias
1,Local Economy Growth,0.5339,0.4130,0.0676,0.0639,0.0443,0.4201,0.5789,0.0209,0.0926,General Trias
2,Active Establishments in the Locality,-,-,-,0.4722,1.3643,0.8127,0.5886,1.1038,0.9661,General Trias
3,Safety Compliant Business,-,-,-,1.6353,1.7865,2.0299,1.9044,1.8401,1.4649,General Trias
4,Employment Generation,0.0000,4.1667,4.1667,2.0713,1.0655,1.4978,0.6843,0.6767,0.3204,General Trias
5,Cost of Living,3.6877,3.3915,2.7500,1.7672,1.5816,1.3889,1.7254,1.0714,1.4359,General Trias
6,Cost of Doing Business,3.4458,3.4787,3.5915,1.8683,1.9302,1.8126,1.8683,1.7299,1.4458,General Trias
7,Financial Deepening,2.3743,2.3711,2.2645,0.7600,0.5182,0.3900,0.4802,0.4494,0.3681,General Trias
8,Productivity,0.0000,0.0393,0.0165,0.0347,0.2623,2.3115,1.6162,1.2047,0.9674,General Trias
9,Presence of Business and Professional Organizations,0.0086,0.0479,0.0772,0.0014,0.0011,0.0011,0.0009,0.0008,0.0009,General Trias
10,Compliance to National Directives,3.3333,3.3333,3.2164,2.1528,2.0833,2.0139,2.1094,2.3529,1.9286,General Trias
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.7778,General Trias
12,Compliance to ARTA Citizens Charter,-,2.9374,2.8222,2.0766,2.1095,2.2003,2.3340,1.9174,2.0,General Trias
13,Capacity to Generate Local Resource,0.7876,0.8440,1.6879,0.7407,1.3642,0.6962,0.6314,0.6419,1.0441,General Trias
14,Capacity of Health Services,0.1206,0.4135,0.7796,0.2548,0.2041,0.2825,0.2807,0.2895,0.1374,General Trias
15,Capacity of School Services,0.0000,0.6333,0.4985,0.3188,0.3628,0.5203,0.8276,0.2597,0.2037,General Trias
16,Recognition of Performance,0.6061,0.1587,0.2020,0.3188,0.1276,0.3335,0.2800,0.0509,0.1252,General Trias
17,Getting Business Permits,-,-,0.0000,2.1775,1.8453,2.3066,2.1441,2.0774,2.0,General Trias
18,Peace and Order,0.3019,0.0318,0.0149,0.1186,0.0413,0.1540,0.1997,0.0822,0.0,General Trias
19,Social Protection,-,-,1.3860,0.6629,1.2610,0.5861,1.1824,1.1658,0.3871,General Trias
20,Road Network,0.0097,0.0027,0.0035,0.0099,0.2495,0.0469,0.0273,0.0280,0.0338,General Trias
21,Distance to Ports,0.0000,3.1353,3.0989,2.2218,1.8648,2.3260,2.3507,2.3867,1.9158,General Trias
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.523,General Trias
23,Transportation Vehicles,0.1937,0.6324,1.1315,0.1338,0.2913,0.1756,0.1569,0.1141,0.2252,General Trias
24,Education,1.6325,1.5400,0.4099,0.5184,0.4945,0.3428,0.2526,0.3547,0.2255,General Trias
25,Health,0.2488,0.5407,1.2659,0.6360,0.2369,0.2953,0.3547,0.4002,0.2967,General Trias
26,LGU Investment,1.2114,0.3824,0.6053,0.7848,2.5000,0.8497,1.2463,0.3283,0.0036,General Trias
27,Accommodation Capacity,0.1801,0.0369,0.0000,0.0398,0.1060,0.0360,0.0313,0.0203,0.0414,General Trias
28,Information Technology Capacity,3.2602,0.6812,1.0193,0.5605,0.5924,0.1875,0.3427,0.5208,0.6165,General Trias
29,Financial Technology Capacity,1.2637,1.6190,1.7452,0.6144,0.6629,0.4722,0.4703,0.2089,0.1088,General Trias
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4988,2.3864,2.3800,1.8095,General Trias
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.2619,2.5000,2.4286,1.9444,General Trias
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,2.2917,2.5000,1.2703,1.0194,General Trias
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2545,1.0024,General Trias
34,Budget for DRRMP,-,-,-,0.0639,0.2562,0.9645,0.6755,0.1476,0.0766,General Trias
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,General Trias
36,Emergency Infrastructure,-,-,-,1.0233,0.9823,0.5571,0.7021,0.4123,0.5783,General Trias
37,Utilities,-,-,-,1.0149,1.6923,1.8963,1.9692,1.2703,1.5052,General Trias
38,Employed Population,-,-,-,1.6308,0.0746,1.0578,0.0259,0.0146,0.0316,General Trias
39,Sanitary System,-,-,-,1.7528,1.7540,1.3116,1.9279,1.9726,1.5278,General Trias
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0741,General Trias
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,General Trias
42,STEM graduates,-,-,-,-,-,-,-,-,0.0359,General Trias
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0862,General Trias
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,General Trias
45,Internet Capability,-,-,-,-,-,-,-,-,1.1187,General Trias
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.3941,General Trias
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,General Trias
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,General Trias
49,New Technology,-,-,-,-,-,-,-,-,0.0026,General Trias
