,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,-,-,-,-,0.0000,0.0,Sultan Dumalondong
1,Local Economy Growth,-,-,-,-,-,-,-,0.0000,0.0,Sultan Dumalondong
2,Active Establishments in the Locality,-,-,-,-,-,-,-,0.0733,0.0163,Sultan Dumalondong
3,Safety Compliant Business,-,-,-,-,-,-,-,0.0713,0.0252,Sultan Dumalondong
4,Employment Generation,-,-,-,-,-,-,-,0.0131,0.0244,Sultan Dumalondong
5,Cost of Living,-,-,-,-,-,-,-,1.6250,1.7895,Sultan Dumalondong
6,Cost of Doing Business,-,-,-,-,-,-,-,1.0988,1.6397,Sultan Dumalondong
7,Financial Deepening,-,-,-,-,-,-,-,0.0000,0.0,Sultan Dumalondong
8,Productivity,-,-,-,-,-,-,-,0.0027,0.0055,Sultan Dumalondong
9,Presence of Business and Professional Organizations,-,-,-,-,-,-,-,0.0510,0.0396,Sultan Dumalondong
10,Compliance to National Directives,-,-,-,-,-,-,-,2.3810,1.9545,Sultan Dumalondong
11,Presence of Investment Promotion Unit,-,-,-,-,-,-,-,2.5000,1.9994,Sultan Dumalondong
12,Compliance to ARTA Citizens Charter,-,-,-,-,-,-,-,1.8751,2.0,Sultan Dumalondong
13,Capacity to Generate Local Resource,-,-,-,-,-,-,-,0.0000,0.0016,Sultan Dumalondong
14,Capacity of Health Services,-,-,-,-,-,-,-,0.2009,0.0004,Sultan Dumalondong
15,Capacity of School Services,-,-,-,-,-,-,-,0.0679,1.2015,Sultan Dumalondong
16,Recognition of Performance,-,-,-,-,-,-,-,0.2589,0.6597,Sultan Dumalondong
17,Getting Business Permits,-,-,-,-,-,-,-,1.2141,2.0,Sultan Dumalondong
18,Peace and Order,-,-,-,-,-,-,-,0.3125,0.0001,Sultan Dumalondong
19,Social Protection,-,-,-,-,-,-,-,0.0904,0.0394,Sultan Dumalondong
20,Road Network,-,-,-,-,-,-,-,0.1049,0.0,Sultan Dumalondong
21,Distance to Ports,-,-,-,-,-,-,-,2.5000,1.6746,Sultan Dumalondong
22,Availability of Basic Utilities,-,-,-,-,-,-,-,1.4792,0.1261,Sultan Dumalondong
23,Transportation Vehicles,-,-,-,-,-,-,-,0.0052,0.0061,Sultan Dumalondong
24,Education,-,-,-,-,-,-,-,0.1184,0.1553,Sultan Dumalondong
25,Health,-,-,-,-,-,-,-,0.0931,0.0,Sultan Dumalondong
26,LGU Investment,-,-,-,-,-,-,-,0.2138,0.0001,Sultan Dumalondong
27,Accommodation Capacity,-,-,-,-,-,-,-,0.0000,0.0,Sultan Dumalondong
28,Information Technology Capacity,-,-,-,-,-,-,-,0.5357,0.25,Sultan Dumalondong
29,Financial Technology Capacity,-,-,-,-,-,-,-,0.0000,0.0,Sultan Dumalondong
30,Land Use Plan,-,-,-,-,-,-,-,2.4808,1.9722,Sultan Dumalondong
31,Disaster Risk Reduction Plan,-,-,-,-,-,-,-,2.4524,1.9995,Sultan Dumalondong
32,Annual Disaster Drill,-,-,-,-,-,-,-,1.3816,1.0213,Sultan Dumalondong
33,Early Warning System,-,-,-,-,-,-,-,1.3636,1.0455,Sultan Dumalondong
34,Budget for DRRMP,-,-,-,-,-,-,-,0.0039,0.0017,Sultan Dumalondong
35,Local Risk Assessments,-,-,-,-,-,-,-,2.5000,2.0,Sultan Dumalondong
36,Emergency Infrastructure,-,-,-,-,-,-,-,0.0056,0.3612,Sultan Dumalondong
37,Utilities,-,-,-,-,-,-,-,1.2818,1.487,Sultan Dumalondong
38,Employed Population,-,-,-,-,-,-,-,0.1133,0.0181,Sultan Dumalondong
39,Sanitary System,-,-,-,-,-,-,-,1.2723,1.5,Sultan Dumalondong
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1667,Sultan Dumalondong
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0028,Sultan Dumalondong
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Sultan Dumalondong
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Sultan Dumalondong
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Sultan Dumalondong
45,Internet Capability,-,-,-,-,-,-,-,-,1.0,Sultan Dumalondong
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.1004,Sultan Dumalondong
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Sultan Dumalondong
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Sultan Dumalondong
49,New Technology,-,-,-,-,-,-,-,-,0.0,Sultan Dumalondong
