,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.0817,0.0001,0.0006,0.0009,0.0035,0.0059,0.0054,Itbayat
1,Local Economy Growth,-,-,0.0000,0.0041,0.0023,0.0019,0.0313,0.0170,0.0,Itbayat
2,Active Establishments in the Locality,-,-,-,0.0000,0.0010,0.0950,0.1877,0.2881,0.2314,Itbayat
3,Safety Compliant Business,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Itbayat
4,Employment Generation,-,-,0.0649,0.0332,0.0000,0.0494,0.1268,0.0746,0.1234,Itbayat
5,Cost of Living,-,-,0.7500,0.2586,1.3889,1.7500,0.0000,0.5000,0.8947,Itbayat
6,Cost of Doing Business,-,-,1.7292,1.4579,1.3218,1.9660,2.1493,2.1960,0.8823,Itbayat
7,Financial Deepening,-,-,0.0772,0.0132,0.0000,0.0015,0.0174,0.0130,0.0093,Itbayat
8,Productivity,-,-,0.0016,0.0003,0.0000,0.0338,0.0865,0.0430,0.0634,Itbayat
9,Presence of Business and Professional Organizations,-,-,0.0911,0.0000,0.0000,0.0000,0.0000,0.0136,0.0211,Itbayat
10,Compliance to National Directives,-,-,3.1650,2.2039,0.0000,2.4950,2.1181,2.3810,1.8636,Itbayat
11,Presence of Investment Promotion Unit,-,-,0.8333,0.0000,0.0000,1.2500,1.8750,2.5000,1.9991,Itbayat
12,Compliance to ARTA Citizens Charter,-,-,0.0000,0.0000,0.0000,0.0000,1.2500,1.2500,1.0,Itbayat
13,Capacity to Generate Local Resource,-,-,0.3899,0.0163,0.0000,0.0280,0.0321,0.0042,0.0036,Itbayat
14,Capacity of Health Services,-,-,0.0761,0.3372,0.0000,0.0444,0.0991,0.0600,0.0005,Itbayat
15,Capacity of School Services,-,-,0.0000,0.0000,0.0000,0.0712,0.0430,0.0199,0.036,Itbayat
16,Recognition of Performance,-,-,0.5639,0.0000,0.0000,0.0940,0.0000,0.0000,0.0,Itbayat
17,Getting Business Permits,-,-,0.0000,1.6065,0.0000,2.3857,1.6455,1.8568,0.5,Itbayat
18,Peace and Order,-,-,0.6229,0.7478,0.0000,0.0806,0.3947,0.0417,0.0002,Itbayat
19,Social Protection,-,-,0.0002,0.0402,0.0000,0.0621,0.0189,0.0888,0.0729,Itbayat
20,Road Network,-,-,0.0038,0.0011,0.0000,0.0536,0.0065,0.0379,0.0,Itbayat
21,Distance to Ports,-,-,2.1928,1.6581,0.0000,2.4805,2.4762,1.6367,1.9783,Itbayat
22,Availability of Basic Utilities,-,-,2.9167,2.1591,0.0000,2.5000,2.5000,2.5000,0.4715,Itbayat
23,Transportation Vehicles,-,-,0.0054,0.0044,0.0000,0.0008,0.0011,0.0330,0.0124,Itbayat
24,Education,-,-,0.0727,0.0555,0.0000,0.0038,0.0156,0.0303,0.0397,Itbayat
25,Health,-,-,0.1257,0.0700,0.0000,0.0322,0.2184,0.1323,0.1959,Itbayat
26,LGU Investment,-,-,0.3902,0.1384,0.0000,0.0287,0.1409,0.1966,0.0023,Itbayat
27,Accommodation Capacity,-,-,0.0000,0.0055,0.0000,0.0065,0.0219,0.0099,0.0126,Itbayat
28,Information Technology Capacity,-,-,1.0952,0.6944,0.0000,0.2388,0.9167,0.5357,0.25,Itbayat
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Itbayat
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4865,2.4615,1.9444,Itbayat
31,Disaster Risk Reduction Plan,-,-,-,2.0000,0.0000,2.4537,2.5000,2.4524,1.9998,Itbayat
32,Annual Disaster Drill,-,-,-,0.0000,0.0000,2.4107,2.5000,1.2588,1.0213,Itbayat
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2879,1.0455,Itbayat
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.0633,0.1423,0.0037,0.0017,Itbayat
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Itbayat
36,Emergency Infrastructure,-,-,-,0.4423,0.0000,0.4439,0.4574,0.2389,0.3672,Itbayat
37,Utilities,-,-,-,1.0264,0.0000,1.8795,1.9626,1.3398,1.5015,Itbayat
38,Employed Population,-,-,-,0.1682,0.0000,0.0000,0.1839,0.1561,0.1571,Itbayat
39,Sanitary System,-,-,-,0.5639,0.0000,2.0355,1.0028,1.2547,0.5001,Itbayat
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Itbayat
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Itbayat
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Itbayat
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Itbayat
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Itbayat
45,Internet Capability,-,-,-,-,-,-,-,-,0.04,Itbayat
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Itbayat
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Itbayat
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Itbayat
49,New Technology,-,-,-,-,-,-,-,-,0.0,Itbayat
