,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0180,0.0000,0.0006,0.0019,0.0010,0.0013,0.0016,0.0007,Jamindan
1,Local Economy Growth,-,0.2462,0.0000,0.0311,0.0413,0.0014,0.3302,0.0030,0.0,Jamindan
2,Active Establishments in the Locality,-,-,-,0.0000,0.0380,0.0244,0.0717,0.1057,0.0955,Jamindan
3,Safety Compliant Business,-,-,-,0.0886,0.0515,0.0677,0.0592,0.0606,0.0,Jamindan
4,Employment Generation,-,0.0128,0.0000,0.0090,0.0106,0.0457,0.0289,0.0270,0.024,Jamindan
5,Cost of Living,-,3.1977,3.5000,2.0270,2.0833,1.2302,0.3448,1.5000,1.7067,Jamindan
6,Cost of Doing Business,-,1.8988,1.0195,2.1608,2.0943,2.0032,2.2243,2.2687,1.8811,Jamindan
7,Financial Deepening,-,0.4374,0.4303,0.2652,0.0608,0.1574,0.1455,0.1344,0.1114,Jamindan
8,Productivity,-,0.0000,0.0000,0.0028,0.0014,0.0001,0.0134,0.0111,0.0112,Jamindan
9,Presence of Business and Professional Organizations,-,0.0000,0.0000,0.0043,0.0000,0.0000,0.0000,0.1564,0.0235,Jamindan
10,Compliance to National Directives,-,3.3333,0.2222,0.0000,0.0000,2.3500,2.3864,2.2024,1.7857,Jamindan
11,Presence of Investment Promotion Unit,-,3.3333,0.0000,2.5000,0.0000,2.5000,2.5000,2.5000,1.9744,Jamindan
12,Compliance to ARTA Citizens Charter,-,2.5930,1.3975,1.9601,0.0000,2.1919,2.3987,1.8448,2.0,Jamindan
13,Capacity to Generate Local Resource,-,0.0083,0.0000,0.0078,0.0000,0.0093,0.0123,0.0021,0.001,Jamindan
14,Capacity of Health Services,-,0.0653,0.0158,0.0298,0.0000,0.0615,0.0604,0.1016,0.0009,Jamindan
15,Capacity of School Services,-,0.0000,0.0000,0.1305,0.0000,0.1575,0.0566,0.0143,0.0022,Jamindan
16,Recognition of Performance,-,0.0000,0.0000,0.1305,0.0000,0.1145,0.1395,0.0340,0.2403,Jamindan
17,Getting Business Permits,-,-,0.0000,1.1740,0.0000,2.4915,2.4808,1.8689,1.5,Jamindan
18,Peace and Order,-,0.0858,0.0692,0.4622,0.0000,0.0132,0.0144,0.0437,0.0001,Jamindan
19,Social Protection,-,-,0.0000,0.1538,0.0000,0.1456,0.2284,0.1091,0.0,Jamindan
20,Road Network,-,0.0008,0.0007,0.0006,0.0000,0.0563,0.0008,0.0942,0.0003,Jamindan
21,Distance to Ports,-,2.8569,1.8838,2.0921,0.0000,2.2334,2.3487,2.4106,1.8256,Jamindan
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.2927,2.2938,2.3413,0.0046,Jamindan
23,Transportation Vehicles,-,0.0249,0.0403,0.0140,0.0000,0.0035,0.0107,0.0043,0.0032,Jamindan
24,Education,-,0.1122,0.0303,0.0490,0.0000,0.0549,0.0376,0.0848,0.0404,Jamindan
25,Health,-,0.0019,0.0000,0.0248,0.0000,0.1320,0.1747,0.1853,0.0533,Jamindan
26,LGU Investment,-,0.3857,0.0000,0.4090,0.0000,0.2067,0.1300,0.0157,0.001,Jamindan
27,Accommodation Capacity,-,0.0085,0.0000,0.0139,0.0000,0.0076,0.0082,0.0059,0.0038,Jamindan
28,Information Technology Capacity,-,0.3922,0.6377,0.6407,0.0000,0.3405,0.4431,0.2727,0.0529,Jamindan
29,Financial Technology Capacity,-,0.0741,0.0694,0.1295,0.0000,0.1658,0.1638,0.1878,0.0172,Jamindan
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3846,2.3846,2.2500,1.8182,Jamindan
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,1.8981,1.8981,2.4737,1.9995,Jamindan
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2542,1.002,Jamindan
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2555,1.0037,Jamindan
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1409,0.1012,0.0216,0.0,Jamindan
35,Local Risk Assessments,-,-,-,1.2500,0.0000,2.5000,2.5000,2.5000,2.0,Jamindan
36,Emergency Infrastructure,-,-,-,0.8934,0.0000,0.4936,0.4951,0.2430,0.3693,Jamindan
37,Utilities,-,-,-,0.9941,0.0000,1.8561,1.8561,1.2725,1.5064,Jamindan
38,Employed Population,-,-,-,0.0754,0.0000,0.0111,0.0122,0.0116,0.0078,Jamindan
39,Sanitary System,-,-,-,0.5500,0.0000,1.5128,1.5028,1.2502,1.0002,Jamindan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Jamindan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Jamindan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Jamindan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Jamindan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Jamindan
45,Internet Capability,-,-,-,-,-,-,-,-,1.0286,Jamindan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0003,Jamindan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Jamindan
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Jamindan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Jamindan
