,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0305,0.0444,0.0001,0.0000,0.0012,0.0099,0.0131,0.0097,Enrique Villanueva
1,Local Economy Growth,-,0.2582,0.1075,0.0041,0.0000,0.0019,0.0324,0.0140,0.0,Enrique Villanueva
2,Active Establishments in the Locality,-,-,-,0.0000,0.0008,0.0530,0.1191,0.2625,0.1696,Enrique Villanueva
3,Safety Compliant Business,-,-,-,0.0719,0.0323,0.0483,0.2302,0.2808,0.1305,Enrique Villanueva
4,Employment Generation,-,0.1947,0.0791,0.0654,0.0000,0.0487,0.1293,0.0768,0.1185,Enrique Villanueva
5,Cost of Living,-,3.2051,3.8333,0.5603,0.1852,0.0000,0.6148,1.9375,1.8158,Enrique Villanueva
6,Cost of Doing Business,-,3.4027,2.7683,1.5905,2.0486,2.1250,2.1195,2.1791,1.1388,Enrique Villanueva
7,Financial Deepening,-,0.7062,0.2315,0.0397,0.0000,0.0604,0.0694,0.0740,0.0158,Enrique Villanueva
8,Productivity,-,0.0090,0.0030,0.0003,0.0000,0.0285,0.0764,0.0360,0.07,Enrique Villanueva
9,Presence of Business and Professional Organizations,-,0.0356,0.0651,0.0049,0.0000,0.0000,0.0000,0.0000,0.0475,Enrique Villanueva
10,Compliance to National Directives,-,1.6667,2.8535,2.1711,0.0000,2.4944,2.1875,2.4405,1.9091,Enrique Villanueva
11,Presence of Investment Promotion Unit,-,0.0000,1.6667,2.5000,0.0000,2.5000,1.2500,2.5000,1.9978,Enrique Villanueva
12,Compliance to ARTA Citizens Charter,-,2.6645,1.9637,2.2364,0.0000,2.2486,2.3741,2.0002,2.0,Enrique Villanueva
13,Capacity to Generate Local Resource,-,0.0472,0.0258,0.0193,0.0000,0.0238,0.2636,0.0089,0.0049,Enrique Villanueva
14,Capacity of Health Services,-,0.0300,0.1294,0.0291,0.0000,0.0566,0.1503,0.0314,0.0002,Enrique Villanueva
15,Capacity of School Services,-,0.2971,0.2854,0.0958,0.0000,0.0874,0.0455,0.0202,0.016,Enrique Villanueva
16,Recognition of Performance,-,0.5556,0.5013,0.0958,0.0000,0.1879,0.0000,0.0000,0.2083,Enrique Villanueva
17,Getting Business Permits,-,-,0.0000,1.1836,0.0000,1.4607,1.4375,1.5403,1.5,Enrique Villanueva
18,Peace and Order,-,0.0000,0.7041,0.7819,0.0000,0.2074,0.5263,0.1875,0.1631,Enrique Villanueva
19,Social Protection,-,-,0.0096,0.0365,0.0000,0.2904,0.1048,0.3939,0.0,Enrique Villanueva
20,Road Network,-,0.0002,0.0031,0.0020,0.0000,0.0138,0.0031,0.0118,0.0,Enrique Villanueva
21,Distance to Ports,-,1.0816,1.0978,2.4596,0.0000,2.4265,2.4223,2.3877,1.2632,Enrique Villanueva
22,Availability of Basic Utilities,-,3.3333,2.3611,1.2500,0.0000,2.4000,2.4000,2.4500,0.2666,Enrique Villanueva
23,Transportation Vehicles,-,0.0169,0.0097,0.0068,0.0000,0.0008,0.0015,0.0196,0.0054,Enrique Villanueva
24,Education,-,0.0260,0.0524,0.0554,0.0000,0.0787,0.0078,0.0332,0.025,Enrique Villanueva
