,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.1129,0.1764,0.2170,0.0038,0.0299,0.0433,0.0073,0.0463,0.0065,Imelda
1,Local Economy Growth,0.2004,0.3567,0.0991,0.0053,0.0049,0.0014,1.0248,0.3422,0.0,Imelda
2,Active Establishments in the Locality,-,-,-,0.0000,0.0058,0.3919,0.5094,0.6389,0.512,Imelda
3,Safety Compliant Business,-,-,-,0.2219,0.1575,0.3606,0.2897,0.3004,0.2305,Imelda
4,Employment Generation,0.0710,0.9391,0.3459,0.2824,0.1254,0.2408,0.1804,0.2016,0.2011,Imelda
5,Cost of Living,2.1073,1.7628,2.0833,0.9483,1.4815,1.5000,2.3958,1.5000,1.999,Imelda
6,Cost of Doing Business,2.8698,2.8218,3.5770,2.2035,1.6328,1.2420,2.2941,2.3607,1.9061,Imelda
7,Financial Deepening,0.3259,1.8362,2.9321,0.6746,0.2097,0.2288,0.4573,0.7458,0.6867,Imelda
8,Productivity,0.0216,0.0634,0.0246,0.0028,0.0126,0.2055,0.1429,0.2090,0.1676,Imelda
9,Presence of Business and Professional Organizations,0.0022,0.0071,0.0130,0.0030,0.0011,0.0093,0.0016,0.0015,0.0085,Imelda
10,Compliance to National Directives,1.6667,2.6667,2.2222,2.4013,0.0000,2.4988,2.4286,2.3571,1.8077,Imelda
11,Presence of Investment Promotion Unit,0.0000,2.5000,0.0000,0.0000,0.0000,0.0000,1.2500,1.2500,1.3334,Imelda
12,Compliance to ARTA Citizens Charter,-,2.6026,1.6130,2.2003,0.0000,2.3678,2.4941,1.5204,1.0,Imelda
13,Capacity to Generate Local Resource,1.7715,0.4062,1.7349,1.4541,0.0000,0.1522,0.0372,0.0615,0.0581,Imelda
14,Capacity of Health Services,0.1580,0.1495,0.3117,0.2048,0.0000,0.1340,0.1208,0.1213,0.0464,Imelda
15,Capacity of School Services,0.4758,0.2895,0.2458,0.1786,0.0000,0.3058,0.0567,0.1161,0.0675,Imelda
16,Recognition of Performance,0.2381,0.0000,0.8271,0.1786,0.0000,0.1042,0.0222,0.4602,0.112,Imelda
17,Getting Business Permits,-,-,0.0000,1.4416,0.0000,0.0000,2.4958,2.5000,2.0,Imelda
18,Peace and Order,0.9025,0.1763,0.1733,0.2707,0.0000,0.3111,0.5102,0.2032,0.2517,Imelda
19,Social Protection,-,-,0.0475,0.3467,0.0000,0.6384,0.4287,0.0742,0.0,Imelda
20,Road Network,0.0000,0.0002,0.0063,0.0016,0.0000,0.0463,0.0004,0.0377,0.0008,Imelda
21,Distance to Ports,1.8567,2.9677,3.0718,2.4134,0.0000,2.3375,2.2461,2.2767,1.9787,Imelda
22,Availability of Basic Utilities,3.0000,3.3333,3.3333,2.5000,0.0000,1.9580,1.7063,2.0313,0.4304,Imelda
23,Transportation Vehicles,0.0089,0.1444,0.0850,0.0531,0.0000,0.0260,0.0265,0.0342,0.0032,Imelda
24,Education,0.0672,0.1958,0.1464,0.1103,0.0000,0.1168,0.0672,0.1545,0.1179,Imelda
25,Health,0.1352,0.1722,0.2867,0.1721,0.0000,0.0658,0.1125,0.1317,0.1658,Imelda
26,LGU Investment,0.6944,2.4950,0.0000,0.1157,0.0000,0.0158,0.0485,0.0902,0.0005,Imelda
27,Accommodation Capacity,0.0627,1.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Imelda
28,Information Technology Capacity,0.2716,0.8098,0.8836,0.5060,0.0000,0.2291,0.4815,0.3804,0.3478,Imelda
29,Financial Technology Capacity,0.0457,0.0000,0.4762,0.5625,0.0000,0.2106,0.4375,0.4762,0.3636,Imelda
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4359,2.4359,2.4143,1.9324,Imelda
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4706,1.999,Imelda
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.2500,2.5000,1.2829,1.002,Imelda
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2649,1.0119,Imelda
34,Budget for DRRMP,-,-,-,0.0582,0.0000,0.0134,0.0384,0.0029,0.0,Imelda
35,Local Risk Assessments,-,-,-,0.0000,0.0000,2.5000,2.5000,2.5000,2.0,Imelda
36,Emergency Infrastructure,-,-,-,0.8488,0.0000,0.0649,0.1411,0.3304,0.4395,Imelda
37,Utilities,-,-,-,0.6944,0.0000,1.8463,1.7879,0.7519,1.0022,Imelda
38,Employed Population,-,-,-,0.2368,0.0000,0.2255,0.1743,0.1614,0.0416,Imelda
39,Sanitary System,-,-,-,0.7500,0.0000,2.0465,1.9960,1.8751,1.5,Imelda
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Imelda
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Imelda
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Imelda
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0069,Imelda
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Imelda
45,Internet Capability,-,-,-,-,-,-,-,-,1.0,Imelda
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Imelda
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Imelda
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Imelda
49,New Technology,-,-,-,-,-,-,-,-,0.0,Imelda
