,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.3214,0.1783,0.1763,0.0119,0.0179,0.0012,0.0021,0.0133,0.0062,Santa Cruz (IS)
1,Local Economy Growth,0.3123,0.2787,0.0678,0.0353,0.0084,0.0030,0.3303,0.0049,0.0,Santa Cruz (IS)
2,Active Establishments in the Locality,-,-,-,0.2741,0.3395,0.1469,0.1797,0.2961,0.2767,Santa Cruz (IS)
3,Safety Compliant Business,-,-,-,0.0740,0.2441,0.1595,0.1349,0.1525,0.0,Santa Cruz (IS)
4,Employment Generation,0.6522,0.2556,0.2168,0.1280,0.0809,0.0965,0.0641,0.0954,0.0805,Santa Cruz (IS)
5,Cost of Living,3.0172,2.7616,3.1667,1.9932,1.5741,1.9841,1.2069,1.6250,1.7596,Santa Cruz (IS)
6,Cost of Doing Business,2.9346,3.0986,2.9012,1.8868,1.8490,1.7327,2.2877,1.9272,1.554,Santa Cruz (IS)
7,Financial Deepening,0.6983,0.6906,0.6567,0.1389,0.0589,0.2312,0.2392,0.2164,0.2008,Santa Cruz (IS)
8,Productivity,0.0008,0.0002,0.0001,0.0119,0.0036,0.0003,0.0535,0.0601,0.0412,Santa Cruz (IS)
9,Presence of Business and Professional Organizations,0.0000,0.0000,0.0000,0.2816,0.3022,0.0113,0.0086,0.3196,0.0246,Santa Cruz (IS)
10,Compliance to National Directives,3.3333,3.3333,2.2222,2.4038,0.0000,2.3500,2.3864,2.4405,1.9643,Santa Cruz (IS)
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9744,Santa Cruz (IS)
12,Compliance to ARTA Citizens Charter,-,2.9896,1.9779,2.1201,0.0000,2.3140,2.4422,2.3714,2.0,Santa Cruz (IS)
13,Capacity to Generate Local Resource,0.0356,0.3552,1.8464,0.2976,0.0000,0.0317,0.2186,0.0196,0.0035,Santa Cruz (IS)
14,Capacity of Health Services,0.0425,0.0496,0.0500,0.0513,0.0000,0.0679,0.0665,0.3610,0.0103,Santa Cruz (IS)
15,Capacity of School Services,0.4545,0.5859,0.4166,0.1741,0.0000,0.2033,0.1358,0.0569,0.0437,Santa Cruz (IS)
16,Recognition of Performance,0.1515,0.0000,0.0505,0.1741,0.0000,0.1263,0.0204,0.0184,0.1351,Santa Cruz (IS)
17,Getting Business Permits,-,-,0.0000,2.3045,0.0000,1.6579,1.6560,1.5158,0.5,Santa Cruz (IS)
18,Peace and Order,0.4726,0.0736,0.0423,0.2990,0.0000,0.0072,0.0000,0.0283,0.0001,Santa Cruz (IS)
19,Social Protection,-,-,0.1713,0.3097,0.0000,0.3231,0.1706,0.1348,0.0019,Santa Cruz (IS)
20,Road Network,0.0086,0.0020,0.0027,0.0021,0.0000,0.0131,0.0003,0.0199,0.0006,Santa Cruz (IS)
21,Distance to Ports,2.9605,2.7871,2.6719,2.0448,0.0000,2.2817,2.2749,2.1682,1.7454,Santa Cruz (IS)
22,Availability of Basic Utilities,1.6667,3.3333,3.3333,2.5000,0.0000,1.2437,1.2500,2.0249,0.004,Santa Cruz (IS)
23,Transportation Vehicles,0.0035,0.0053,0.1606,0.0844,0.0000,0.0242,0.0212,0.0409,0.0348,Santa Cruz (IS)
24,Education,0.1977,0.2410,0.0762,0.1010,0.0000,0.0606,0.0452,0.0382,0.0363,Santa Cruz (IS)
25,Health,0.0245,0.0074,0.0173,0.0729,0.0000,0.0556,0.0522,0.1573,0.1626,Santa Cruz (IS)
26,LGU Investment,0.7716,0.0000,1.8783,0.0000,0.0000,0.1733,0.0588,0.0143,0.0008,Santa Cruz (IS)
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104,0.0174,0.0,Santa Cruz (IS)
28,Information Technology Capacity,1.1536,0.3922,0.2705,0.3106,0.0000,0.3072,0.2579,0.9545,0.0881,Santa Cruz (IS)
29,Financial Technology Capacity,0.0228,0.0000,0.0362,0.0266,0.0000,0.0721,0.0962,0.1352,0.0345,Santa Cruz (IS)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4103,2.4103,2.4773,1.8485,Santa Cruz (IS)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4737,1.9998,Santa Cruz (IS)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.2667,1.008,Santa Cruz (IS)
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2993,1.0236,Santa Cruz (IS)
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1162,0.1126,0.0215,0.0,Santa Cruz (IS)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Santa Cruz (IS)
36,Emergency Infrastructure,-,-,-,0.9511,0.0000,0.5220,0.5423,0.2876,0.4288,Santa Cruz (IS)
37,Utilities,-,-,-,1.0039,0.0000,1.8799,1.8820,1.2980,1.513,Santa Cruz (IS)
38,Employed Population,-,-,-,0.1893,0.0000,0.0079,0.0269,1.0976,0.7992,Santa Cruz (IS)
39,Sanitary System,-,-,-,1.5765,0.0000,2.0107,2.0002,1.8753,1.5002,Santa Cruz (IS)
