,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.2269,0.1312,0.2054,1.3227,0.3507,0.0333,0.0849,0.3802,0.1588,Mauban
1,Local Economy Growth,0.3660,0.3890,0.0708,0.0174,0.0054,0.0008,0.3307,0.0028,0.0,Mauban
2,Active Establishments in the Locality,-,-,-,0.0832,0.1588,0.1049,0.1297,0.1945,0.1325,Mauban
3,Safety Compliant Business,-,-,-,0.0817,0.0569,0.1134,0.0944,0.1120,0.0,Mauban
4,Employment Generation,0.4272,0.1563,0.0397,0.0613,0.1435,0.1885,0.1835,0.0640,0.0538,Mauban
5,Cost of Living,3.4004,2.9554,4.0000,1.8243,0.6944,0.9127,1.3362,1.0625,1.9231,Mauban
6,Cost of Doing Business,3.2355,3.5487,3.5046,2.0976,2.2005,2.1348,2.1918,2.1878,1.8597,Mauban
7,Financial Deepening,0.4190,0.5525,0.5435,0.3157,0.0497,0.1520,0.2225,0.2061,0.1778,Mauban
8,Productivity,0.5748,0.1068,0.1711,0.6554,0.0399,0.0169,0.2079,0.4348,0.1959,Mauban
9,Presence of Business and Professional Organizations,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0154,0.0404,0.005,Mauban
10,Compliance to National Directives,2.0833,2.5000,2.8947,0.0000,0.0000,2.4500,2.4621,2.3214,1.8571,Mauban
11,Presence of Investment Promotion Unit,0.8333,1.6667,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.7693,Mauban
12,Compliance to ARTA Citizens Charter,-,2.6453,1.5317,2.3332,0.0000,2.4018,2.4622,2.1534,2.0,Mauban
13,Capacity to Generate Local Resource,0.0000,0.0000,1.7856,1.3917,0.0000,0.7458,0.5817,0.1674,0.0893,Mauban
14,Capacity of Health Services,0.1206,0.2451,0.1211,0.0921,0.0000,0.0897,0.0708,0.0851,0.0016,Mauban
15,Capacity of School Services,0.2958,0.7488,0.6005,1.3747,0.0000,0.3325,0.1242,0.0474,0.0261,Mauban
16,Recognition of Performance,0.3030,1.1111,0.3535,1.3747,0.0000,0.4582,0.1551,0.1287,0.2209,Mauban
17,Getting Business Permits,-,-,1.1111,2.2950,0.0000,2.4875,2.4817,2.4472,2.0,Mauban
18,Peace and Order,0.3891,0.0451,0.0271,0.2722,0.0000,0.0156,0.0168,0.0342,0.0,Mauban
19,Social Protection,-,-,0.3547,0.2422,0.0000,0.5748,0.5877,0.4405,0.0013,Mauban
20,Road Network,0.0099,0.0025,0.0026,0.0006,0.0000,0.0490,0.0002,0.0934,0.0002,Mauban
21,Distance to Ports,3.0372,1.9262,1.7012,1.2887,0.0000,2.1532,2.4989,2.2399,1.7904,Mauban
22,Availability of Basic Utilities,2.8788,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.2868,0.1046,Mauban
23,Transportation Vehicles,0.0532,0.0951,0.1472,0.0917,0.0000,0.0849,0.0890,0.0183,0.0186,Mauban
24,Education,0.1667,0.2227,0.0667,0.1035,0.0000,0.1357,0.1360,0.1556,0.0669,Mauban
25,Health,0.0557,0.1941,0.2006,0.1729,0.0000,0.1255,0.2031,0.1314,0.205,Mauban
26,LGU Investment,1.0725,0.4060,0.6703,0.4605,0.0000,0.6176,0.2841,0.0399,0.0013,Mauban
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0130,0.0152,Mauban
28,Information Technology Capacity,0.2869,0.5958,0.8744,0.4857,0.0000,0.3405,0.4431,0.1818,0.0793,Mauban
29,Financial Technology Capacity,0.1004,0.1164,0.1072,0.1295,0.0000,0.1177,0.0916,0.0916,0.0431,Mauban
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4318,1.9697,Mauban
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.5000,2.5000,2.4737,1.9995,Mauban
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.2625,1.006,Mauban
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2537,1.0087,Mauban
34,Budget for DRRMP,-,-,-,0.0360,0.0000,0.3601,0.2822,0.0209,0.0,Mauban
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Mauban
36,Emergency Infrastructure,-,-,-,0.8920,0.0000,0.5898,0.6244,0.3015,0.4379,Mauban
37,Utilities,-,-,-,1.0040,0.0000,1.8807,1.8805,1.2547,1.5033,Mauban
38,Employed Population,-,-,-,0.4037,0.0000,0.1834,0.1765,0.0043,0.0111,Mauban
39,Sanitary System,-,-,-,1.6214,0.0000,2.0269,2.0040,1.8755,1.5002,Mauban
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0789,Mauban
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Mauban
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Mauban
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Mauban
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Mauban
45,Internet Capability,-,-,-,-,-,-,-,-,1.0619,Mauban
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Mauban
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Mauban
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Mauban
49,New Technology,-,-,-,-,-,-,-,-,0.0,Mauban
