,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.2661,0.1521,0.1894,0.0156,0.0137,0.0044,0.0056,0.0114,0.0084,Solana
1,Local Economy Growth,0.3539,0.2855,0.6869,0.0168,0.0113,0.0021,0.3304,0.0026,0.0001,Solana
2,Active Establishments in the Locality,-,-,-,0.2867,0.5457,0.3584,0.0382,0.7204,0.451,Solana
3,Safety Compliant Business,-,-,-,0.2667,0.5582,0.3422,0.3273,0.3631,0.0,Solana
4,Employment Generation,0.3267,0.0021,0.0072,0.0286,0.0863,0.1291,0.1429,0.1893,0.1498,Solana
5,Cost of Living,3.7356,3.1977,2.2500,1.3514,1.2963,1.5079,1.2069,0.7813,1.8654,Solana
6,Cost of Doing Business,0.1904,3.0535,3.6333,2.2298,2.1466,2.0858,2.1964,2.1696,1.8794,Solana
7,Financial Deepening,0.1629,0.2072,0.3170,0.2525,0.0258,0.0779,0.1142,0.0841,0.1559,Solana
8,Productivity,0.0000,0.0000,0.0271,0.0215,0.0022,0.0006,0.1058,0.1090,0.1099,Solana
9,Presence of Business and Professional Organizations,0.0000,0.0192,0.1451,0.0107,0.0000,0.0021,0.0480,0.0483,0.0168,Solana
10,Compliance to National Directives,3.3333,3.3333,3.0117,0.0000,0.0000,2.4000,2.4242,2.2619,1.8929,Solana
11,Presence of Investment Promotion Unit,0.0000,0.0000,0.0000,0.0000,0.0000,2.5000,2.5000,2.5000,1.9231,Solana
12,Compliance to ARTA Citizens Charter,-,2.7783,1.7470,2.2507,0.0000,1.1462,2.2281,2.0223,2.0,Solana
13,Capacity to Generate Local Resource,0.0595,0.0649,0.0498,0.4207,0.0000,0.0141,0.1694,0.0118,0.0037,Solana
14,Capacity of Health Services,0.0705,0.1444,0.1878,0.0664,0.0000,0.0574,0.0484,0.1015,0.0016,Solana
15,Capacity of School Services,0.2744,0.1391,0.3980,0.1700,0.0000,0.2966,0.1294,0.0366,0.0018,Solana
16,Recognition of Performance,0.4545,0.3175,0.0505,0.1700,0.0000,0.0000,0.0091,0.0000,0.0864,Solana
17,Getting Business Permits,-,-,0.0000,1.2317,0.0000,1.5760,1.5487,1.7556,2.0,Solana
18,Peace and Order,0.5658,0.0551,0.0580,0.3905,0.0000,0.0718,0.0706,0.1263,0.0001,Solana
19,Social Protection,-,-,0.0125,0.2169,0.0000,0.3217,0.3162,0.2593,0.0011,Solana
20,Road Network,0.0000,0.0000,0.0013,0.0000,0.0000,0.0179,0.0004,0.0668,0.0004,Solana
21,Distance to Ports,0.0000,1.7897,2.5865,2.0687,0.0000,2.4372,2.2351,2.4021,1.6483,Solana
22,Availability of Basic Utilities,0.0000,3.3333,3.3333,2.5000,0.0000,1.9415,2.4688,2.4679,0.1048,Solana
23,Transportation Vehicles,0.0117,0.0319,0.1092,0.0612,0.0000,0.0087,0.0099,0.0136,0.017,Solana
24,Education,0.2003,0.2400,0.0814,0.0821,0.0000,0.0731,0.0540,0.0324,0.0184,Solana
25,Health,0.0365,0.0296,0.0678,0.0529,0.0000,0.0559,0.0681,0.0240,0.0844,Solana
26,LGU Investment,0.3086,0.0000,0.9887,0.8636,0.0000,0.3476,0.1295,0.0409,0.0011,Solana
27,Accommodation Capacity,0.0000,0.0000,0.0044,0.0000,0.0000,0.0000,0.0040,0.0017,0.0,Solana
28,Information Technology Capacity,0.0000,0.1835,0.9227,0.2378,0.0000,0.2276,0.1868,0.1818,0.1586,Solana
29,Financial Technology Capacity,0.0000,0.0000,0.0362,0.0532,0.0000,0.0937,0.0676,0.0871,0.0431,Solana
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4318,1.9545,Solana
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4211,1.9993,Solana
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.0000,2.5000,1.2667,0.0,Solana
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2537,1.0199,Solana
34,Budget for DRRMP,-,-,-,0.0050,0.0000,0.2189,0.1430,0.0190,0.0008,Solana
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,1.2500,2.5000,2.0,Solana
36,Emergency Infrastructure,-,-,-,0.8679,0.0000,0.4960,0.5768,0.3167,0.4356,Solana
37,Utilities,-,-,-,1.0006,0.0000,1.8797,1.8811,1.2951,1.5114,Solana
38,Employed Population,-,-,-,0.2329,0.0000,0.0000,0.0009,0.0293,0.0068,Solana
39,Sanitary System,-,-,-,1.7368,0.0000,1.9540,1.9826,1.8755,1.5006,Solana
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Solana
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Solana
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Solana
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0035,Solana
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Solana
45,Internet Capability,-,-,-,-,-,-,-,-,1.0857,Solana
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Solana
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Solana
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Solana
49,New Technology,-,-,-,-,-,-,-,-,0.0,Solana
