,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.6779,0.0102,0.1609,0.0467,0.1471,0.0668,0.0151,Amadeo
1,Local Economy Growth,-,-,0.1388,0.0021,0.0058,0.0013,1.0292,0.0006,0.0002,Amadeo
2,Active Establishments in the Locality,-,-,-,0.4038,0.0084,0.5232,0.6611,0.8289,0.8059,Amadeo
3,Safety Compliant Business,-,-,-,0.5305,0.2661,1.1861,0.6840,1.5357,1.212,Amadeo
4,Employment Generation,-,-,0.9108,0.8046,0.4446,0.5482,0.4683,0.2989,0.6606,Amadeo
5,Cost of Living,-,-,2.7500,1.7672,1.4352,1.7500,0.9375,1.1250,1.9994,Amadeo
6,Cost of Doing Business,-,-,2.7596,1.5812,1.8876,2.0179,2.1955,2.2675,1.8985,Amadeo
7,Financial Deepening,-,-,0.1543,0.0397,0.0294,0.1149,0.1327,0.1403,0.1089,Amadeo
8,Productivity,-,-,0.0077,0.0008,0.0059,0.4341,0.3356,0.2478,0.3882,Amadeo
9,Presence of Business and Professional Organizations,-,-,0.0391,0.0020,0.0033,0.0123,0.0203,0.0000,0.0,Amadeo
10,Compliance to National Directives,-,-,3.2323,2.1711,0.0000,2.4944,2.1786,2.1071,1.9615,Amadeo
11,Presence of Investment Promotion Unit,-,-,0.0000,0.0000,0.0000,2.5000,2.5000,2.5000,1.9984,Amadeo
12,Compliance to ARTA Citizens Charter,-,-,2.0244,2.2280,0.0000,2.4029,2.4763,2.1848,2.0,Amadeo
13,Capacity to Generate Local Resource,-,-,1.0279,1.1909,0.0000,0.2590,0.3524,0.1055,0.1138,Amadeo
14,Capacity of Health Services,-,-,0.1156,0.0959,0.0000,0.2336,0.1967,0.2009,0.0351,Amadeo
15,Capacity of School Services,-,-,0.5670,0.4000,0.0000,0.5306,0.0777,0.1127,0.018,Amadeo
16,Recognition of Performance,-,-,0.0000,0.4000,0.0000,0.1532,0.0040,0.0987,0.0,Amadeo
17,Getting Business Permits,-,-,0.0000,1.3821,0.0000,1.5751,1.5239,1.5531,1.5,Amadeo
18,Peace and Order,-,-,0.1851,0.2201,0.0000,0.3456,0.5357,0.2709,0.0003,Amadeo
19,Social Protection,-,-,0.1008,0.8976,0.0000,1.4359,1.5378,0.1596,1.0335,Amadeo
20,Road Network,-,-,0.0061,0.0013,0.0000,0.0200,0.0007,0.0198,0.002,Amadeo
21,Distance to Ports,-,-,3.1735,2.4091,0.0000,2.3874,2.3301,2.3849,1.9646,Amadeo
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,2.4875,2.2375,2.4875,0.4238,Amadeo
23,Transportation Vehicles,-,-,0.2514,0.1522,0.0000,0.0386,0.0411,0.1300,0.0247,Amadeo
24,Education,-,-,0.0926,0.1785,0.0000,0.0618,0.0612,0.1476,0.0653,Amadeo
25,Health,-,-,0.6185,0.5312,0.0000,0.1148,0.1360,0.1260,0.0983,Amadeo
26,LGU Investment,-,-,0.5538,0.0775,0.0000,0.0814,0.0607,0.1202,0.0002,Amadeo
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0578,0.0526,0.0475,0.0681,Amadeo
28,Information Technology Capacity,-,-,1.4497,0.1786,0.0000,0.2264,0.3611,0.3804,0.9565,Amadeo
29,Financial Technology Capacity,-,-,0.8095,0.5625,0.0000,0.3668,0.4063,0.3869,0.1818,Amadeo
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4231,2.4231,2.4000,1.8784,Amadeo
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.5000,1.9998,Amadeo
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2747,1.0025,Amadeo
33,Early Warning System,-,-,-,0.0000,0.0000,2.5000,2.5000,1.2575,1.0059,Amadeo
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1506,0.0497,0.0024,0.0,Amadeo
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Amadeo
36,Emergency Infrastructure,-,-,-,0.8575,0.0000,0.4528,0.4543,0.2451,0.3714,Amadeo
37,Utilities,-,-,-,1.0505,0.0000,1.8871,1.8831,1.2884,1.503,Amadeo
38,Employed Population,-,-,-,0.7707,0.0000,0.0098,0.0094,0.0113,0.0025,Amadeo
39,Sanitary System,-,-,-,0.5722,0.0000,1.0379,1.0005,1.2501,1.0,Amadeo
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Amadeo
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Amadeo
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Amadeo
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.1851,Amadeo
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Amadeo
45,Internet Capability,-,-,-,-,-,-,-,-,1.5217,Amadeo
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Amadeo
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Amadeo
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Amadeo
49,New Technology,-,-,-,-,-,-,-,-,0.0,Amadeo
