,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0652,0.1083,0.0105,0.0044,0.0070,0.0122,0.0094,0.0017,Marihatag
1,Local Economy Growth,-,0.2328,0.1075,0.2435,0.0010,0.0012,1.0265,0.0021,0.0005,Marihatag
2,Active Establishments in the Locality,-,-,-,0.0000,0.0027,0.0502,0.1996,0.2751,0.2459,Marihatag
3,Safety Compliant Business,-,-,-,0.0999,0.0925,0.2103,0.1547,0.1549,0.1225,Marihatag
4,Employment Generation,-,0.4240,0.1629,0.1603,0.0639,0.0532,0.1037,0.1787,0.2611,Marihatag
5,Cost of Living,-,1.8162,2.4167,1.4655,1.9444,2.2500,1.6146,2.0313,1.9998,Marihatag
6,Cost of Doing Business,-,1.6728,3.3056,2.1518,1.6856,2.0959,2.2803,2.3274,1.8925,Marihatag
7,Financial Deepening,-,0.6356,0.7716,0.0529,0.0587,0.1726,0.1593,0.2427,0.08,Marihatag
8,Productivity,-,0.0000,0.0132,0.0012,0.0063,0.0389,0.0671,0.0950,0.0671,Marihatag
9,Presence of Business and Professional Organizations,-,0.0000,0.0651,0.0000,0.0415,0.0369,0.0000,0.0091,0.0,Marihatag
10,Compliance to National Directives,-,3.0000,3.1313,2.3684,0.0000,2.4981,2.2143,2.4643,1.9231,Marihatag
11,Presence of Investment Promotion Unit,-,0.0000,2.5000,0.0000,0.0000,1.2500,1.8750,2.5000,1.9994,Marihatag
12,Compliance to ARTA Citizens Charter,-,1.2735,1.9318,1.7369,0.0000,2.3395,2.3922,1.8959,2.0,Marihatag
13,Capacity to Generate Local Resource,-,0.5940,0.2575,0.3867,0.0000,0.0610,0.0262,0.0347,0.0391,Marihatag
14,Capacity of Health Services,-,0.1679,0.0989,0.1744,0.0000,0.0779,0.0489,0.0673,0.0614,Marihatag
15,Capacity of School Services,-,0.3742,0.3391,0.1904,0.0000,0.2245,0.1213,0.1682,0.0967,Marihatag
16,Recognition of Performance,-,0.0000,0.0000,0.1904,0.0000,0.4269,0.0000,0.1172,0.225,Marihatag
17,Getting Business Permits,-,-,0.0000,1.4067,0.0000,1.5410,1.5702,1.5483,2.0,Marihatag
18,Peace and Order,-,0.2234,0.2062,0.3570,0.0000,0.1843,0.2679,0.0985,0.0003,Marihatag
19,Social Protection,-,-,0.0802,0.3173,0.0000,0.3830,0.3340,0.0637,0.0,Marihatag
20,Road Network,-,0.0000,0.0008,0.0000,0.0000,0.1910,0.0002,0.1683,0.0003,Marihatag
21,Distance to Ports,-,2.8918,3.0667,2.3225,0.0000,2.4979,2.1145,2.3856,1.9976,Marihatag
22,Availability of Basic Utilities,-,1.6389,1.6654,1.2477,0.0000,1.2071,1.5821,0.7788,0.3501,Marihatag
23,Transportation Vehicles,-,0.0592,0.0385,0.0245,0.0000,0.0038,0.0019,0.0087,0.0016,Marihatag
24,Education,-,0.2328,0.1743,0.1374,0.0000,0.0605,0.0950,0.1229,0.0731,Marihatag
25,Health,-,0.3256,0.0972,0.0509,0.0000,0.1213,0.1673,0.1069,0.0509,Marihatag
26,LGU Investment,-,0.0000,0.1626,0.1480,0.0000,0.4072,0.2381,0.1141,0.0002,Marihatag
27,Accommodation Capacity,-,0.0000,0.0847,0.0000,0.0000,0.0000,0.0139,0.0000,0.0,Marihatag
28,Information Technology Capacity,-,0.5000,1.7566,0.8433,0.0000,0.3097,0.4306,0.3261,0.1304,Marihatag
29,Financial Technology Capacity,-,0.4762,0.2381,0.3125,0.0000,0.2106,0.3125,0.1786,0.0548,Marihatag
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3974,2.3846,2.3571,1.9865,Marihatag
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,1.6667,2.0833,2.5000,1.9995,Marihatag
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2500,1.002,Marihatag
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.3197,1.0613,Marihatag
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.5221,0.2314,0.0025,0.0,Marihatag
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Marihatag
36,Emergency Infrastructure,-,-,-,0.8531,0.0000,0.4637,0.4617,0.2872,0.378,Marihatag
37,Utilities,-,-,-,0.5957,0.0000,1.8774,1.8740,1.3135,1.4945,Marihatag
38,Employed Population,-,-,-,0.2126,0.0000,0.0244,0.0188,0.0305,0.0358,Marihatag
39,Sanitary System,-,-,-,1.5056,0.0000,1.0038,1.0000,1.8750,1.5,Marihatag
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Marihatag
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Marihatag
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Marihatag
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Marihatag
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Marihatag
45,Internet Capability,-,-,-,-,-,-,-,-,1.0652,Marihatag
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Marihatag
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Marihatag
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Marihatag
49,New Technology,-,-,-,-,-,-,-,-,0.0,Marihatag
