,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0250,0.1452,0.1459,0.0147,0.1627,0.0898,0.0292,0.0251,0.0289,Masbate
1,Local Economy Growth,0.9169,0.1302,0.2930,0.0440,0.5103,0.6850,0.4161,0.0319,0.0103,Masbate
2,Active Establishments in the Locality,-,-,-,0.2777,0.3696,0.2286,0.1494,0.2342,0.229,Masbate
3,Safety Compliant Business,-,-,-,0.1843,0.1482,0.1579,0.1991,0.1707,0.1231,Masbate
4,Employment Generation,0.0661,0.3457,0.7655,0.1097,0.1604,0.1344,0.1323,0.1955,0.0348,Masbate
5,Cost of Living,3.0769,2.8533,3.4167,1.2500,1.6327,0.1190,2.2183,1.3961,0.7692,Masbate
6,Cost of Doing Business,0.5382,3.4399,3.3290,2.0563,2.0006,1.8978,1.9755,1.9097,1.435,Masbate
7,Financial Deepening,0.0662,0.3986,1.4881,0.7000,0.5887,0.3756,0.3815,0.3273,0.2877,Masbate
8,Productivity,0.0000,0.1801,0.1444,0.0121,0.2551,0.1099,0.1437,0.1410,0.0221,Masbate
9,Presence of Business and Professional Organizations,0.0302,0.3297,0.2931,0.0190,0.0158,0.0092,0.0071,0.0066,0.0009,Masbate
10,Compliance to National Directives,3.3333,3.3333,3.0719,2.4306,2.3611,2.5000,2.5000,2.4265,1.7857,Masbate
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,2.0001,Masbate
12,Compliance to ARTA Citizens Charter,-,2.4929,1.5208,1.8662,2.0572,1.6857,1.0804,1.9766,2.0,Masbate
13,Capacity to Generate Local Resource,0.9622,1.1770,1.7190,1.5228,1.0579,0.0409,0.0731,0.0426,0.0528,Masbate
14,Capacity of Health Services,0.0373,0.1937,0.1700,0.1017,0.1856,0.0782,0.0687,0.0626,0.0742,Masbate
15,Capacity of School Services,0.0000,0.6648,0.2083,0.2988,0.3066,0.1707,0.2414,0.3381,0.2177,Masbate
16,Recognition of Performance,0.4762,0.4496,0.9921,0.2988,0.3245,0.6069,1.0848,0.0189,0.0222,Masbate
17,Getting Business Permits,-,-,2.8461,2.2106,1.8254,2.0618,1.7361,1.7775,2.0,Masbate
18,Peace and Order,0.6837,0.6053,1.3781,1.1525,0.1941,0.0969,0.1198,0.0357,0.0001,Masbate
19,Social Protection,-,-,0.0597,0.0977,1.4616,0.3858,0.3378,0.3189,0.7471,Masbate
20,Road Network,0.0000,0.0007,0.2095,0.0037,0.1049,0.0786,0.0161,0.0596,0.0021,Masbate
21,Distance to Ports,0.0000,3.3270,3.3291,2.4942,2.4802,2.4822,2.4859,2.4954,1.9922,Masbate
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,2.5000,2.4562,2.4389,2.4404,1.2283,Masbate
23,Transportation Vehicles,0.0000,0.2472,0.1422,0.1544,0.1258,0.0567,0.0391,0.1200,0.1124,Masbate
24,Education,0.1990,0.6545,0.3921,0.2758,0.2507,0.2670,0.1397,0.1462,0.1353,Masbate
25,Health,0.0160,0.1961,0.1447,0.1867,0.2377,0.1023,0.1079,0.1070,0.1105,Masbate
26,LGU Investment,0.1852,0.6557,1.8950,0.6487,0.8360,0.2465,0.2207,0.0527,0.0022,Masbate
27,Accommodation Capacity,0.0000,0.6812,0.7459,0.5438,0.5181,0.0191,0.0209,0.0653,0.1256,Masbate
28,Information Technology Capacity,0.0000,0.6944,0.9512,0.4360,0.5884,0.2957,0.4383,0.8333,0.0,Masbate
29,Financial Technology Capacity,0.0540,0.4107,0.3778,0.2545,0.2724,0.3022,0.3072,0.1935,0.0952,Masbate
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4990,2.5000,2.4800,1.9286,Masbate
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.3214,2.5000,2.2143,1.9444,Masbate
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,1.2500,2.5000,1.2635,1.0,Masbate
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2857,1.0035,Masbate
34,Budget for DRRMP,-,-,-,0.0621,0.2562,0.3367,0.1986,0.1476,0.0755,Masbate
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Masbate
36,Emergency Infrastructure,-,-,-,0.8553,0.8804,0.2854,0.5139,0.2883,0.404,Masbate
37,Utilities,-,-,-,1.2040,1.8587,1.8919,1.8622,1.2324,1.492,Masbate
38,Employed Population,-,-,-,0.2536,0.0452,0.0652,0.0116,0.0119,0.0084,Masbate
39,Sanitary System,-,-,-,1.5449,1.5495,1.9565,1.9803,1.8761,1.5008,Masbate
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.019,Masbate
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Masbate
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Masbate
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0141,Masbate
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Masbate
45,Internet Capability,-,-,-,-,-,-,-,-,1.0,Masbate
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Masbate
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Masbate
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Masbate
49,New Technology,-,-,-,-,-,-,-,-,0.0,Masbate
