,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,-,-,-,-,0.0000,0.0,Sultan Sa Barongis
1,Local Economy Growth,-,-,-,-,-,-,-,0.0000,0.0,Sultan Sa Barongis
2,Active Establishments in the Locality,-,-,-,-,-,-,-,0.0208,0.0298,Sultan Sa Barongis
3,Safety Compliant Business,-,-,-,-,-,-,-,0.0000,0.0,Sultan Sa Barongis
4,Employment Generation,-,-,-,-,-,-,-,0.0000,0.0239,Sultan Sa Barongis
5,Cost of Living,-,-,-,-,-,-,-,0.9063,1.8702,Sultan Sa Barongis
6,Cost of Doing Business,-,-,-,-,-,-,-,1.9651,1.918,Sultan Sa Barongis
7,Financial Deepening,-,-,-,-,-,-,-,0.0000,0.0,Sultan Sa Barongis
8,Productivity,-,-,-,-,-,-,-,0.0000,0.0195,Sultan Sa Barongis
9,Presence of Business and Professional Organizations,-,-,-,-,-,-,-,0.0009,0.0006,Sultan Sa Barongis
10,Compliance to National Directives,-,-,-,-,-,-,-,2.4405,1.8929,Sultan Sa Barongis
11,Presence of Investment Promotion Unit,-,-,-,-,-,-,-,0.0000,0.0,Sultan Sa Barongis
12,Compliance to ARTA Citizens Charter,-,-,-,-,-,-,-,0.0000,1.0,Sultan Sa Barongis
13,Capacity to Generate Local Resource,-,-,-,-,-,-,-,0.0039,0.0003,Sultan Sa Barongis
14,Capacity of Health Services,-,-,-,-,-,-,-,0.0257,0.0007,Sultan Sa Barongis
15,Capacity of School Services,-,-,-,-,-,-,-,0.0000,0.0014,Sultan Sa Barongis
16,Recognition of Performance,-,-,-,-,-,-,-,0.0156,0.5581,Sultan Sa Barongis
17,Getting Business Permits,-,-,-,-,-,-,-,1.5159,1.0,Sultan Sa Barongis
18,Peace and Order,-,-,-,-,-,-,-,0.0271,0.0001,Sultan Sa Barongis
19,Social Protection,-,-,-,-,-,-,-,0.0000,0.0005,Sultan Sa Barongis
20,Road Network,-,-,-,-,-,-,-,0.0661,0.0,Sultan Sa Barongis
21,Distance to Ports,-,-,-,-,-,-,-,1.5021,1.7497,Sultan Sa Barongis
22,Availability of Basic Utilities,-,-,-,-,-,-,-,2.0992,0.1077,Sultan Sa Barongis
23,Transportation Vehicles,-,-,-,-,-,-,-,0.0006,0.0008,Sultan Sa Barongis
24,Education,-,-,-,-,-,-,-,0.0044,0.0263,Sultan Sa Barongis
25,Health,-,-,-,-,-,-,-,0.0544,0.0066,Sultan Sa Barongis
26,LGU Investment,-,-,-,-,-,-,-,0.0009,0.001,Sultan Sa Barongis
27,Accommodation Capacity,-,-,-,-,-,-,-,0.0000,0.0,Sultan Sa Barongis
28,Information Technology Capacity,-,-,-,-,-,-,-,0.0909,0.0176,Sultan Sa Barongis
29,Financial Technology Capacity,-,-,-,-,-,-,-,0.0000,0.0,Sultan Sa Barongis
30,Land Use Plan,-,-,-,-,-,-,-,2.4545,1.9091,Sultan Sa Barongis
31,Disaster Risk Reduction Plan,-,-,-,-,-,-,-,1.9474,1.9988,Sultan Sa Barongis
32,Annual Disaster Drill,-,-,-,-,-,-,-,1.2667,1.012,Sultan Sa Barongis
33,Early Warning System,-,-,-,-,-,-,-,1.2500,1.0012,Sultan Sa Barongis
34,Budget for DRRMP,-,-,-,-,-,-,-,0.0215,0.0,Sultan Sa Barongis
35,Local Risk Assessments,-,-,-,-,-,-,-,0.0000,2.0,Sultan Sa Barongis
36,Emergency Infrastructure,-,-,-,-,-,-,-,0.2179,0.3406,Sultan Sa Barongis
37,Utilities,-,-,-,-,-,-,-,0.7498,1.5,Sultan Sa Barongis
38,Employed Population,-,-,-,-,-,-,-,0.0050,0.0024,Sultan Sa Barongis
39,Sanitary System,-,-,-,-,-,-,-,0.0000,1.5001,Sultan Sa Barongis
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Sultan Sa Barongis
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Sultan Sa Barongis
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Sultan Sa Barongis
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Sultan Sa Barongis
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Sultan Sa Barongis
45,Internet Capability,-,-,-,-,-,-,-,-,1.0095,Sultan Sa Barongis
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0017,Sultan Sa Barongis
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Sultan Sa Barongis
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Sultan Sa Barongis
49,New Technology,-,-,-,-,-,-,-,-,0.0,Sultan Sa Barongis
