,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.1599,0.1387,0.0005,0.0037,0.0085,0.0006,0.0215,0.0026,Carmen (AN)
1,Local Economy Growth,-,0.3178,0.0728,0.0023,0.0035,0.0020,1.0242,0.0797,0.0001,Carmen (AN)
2,Active Establishments in the Locality,-,-,-,0.0000,0.0039,0.2125,0.4276,0.3629,0.556,Carmen (AN)
3,Safety Compliant Business,-,-,-,0.1855,0.1098,0.2603,0.2013,0.2176,0.224,Carmen (AN)
4,Employment Generation,-,0.6601,0.1164,0.1407,0.1071,0.0894,0.2913,0.1246,0.3354,Carmen (AN)
5,Cost of Living,-,4.0064,2.8333,1.7241,1.4352,2.0000,1.7708,2.0000,1.9992,Carmen (AN)
6,Cost of Doing Business,-,3.5231,3.3902,2.1163,2.0933,2.1186,2.2830,2.3471,1.9207,Carmen (AN)
7,Financial Deepening,-,0.3531,1.2346,0.2116,0.0629,0.1260,0.1627,0.1939,0.042,Carmen (AN)
8,Productivity,-,0.0002,0.0028,0.0004,0.0018,0.0936,0.1002,0.0737,0.0438,Carmen (AN)
9,Presence of Business and Professional Organizations,-,0.1567,0.5729,0.0226,0.0164,0.1112,0.0251,0.0076,0.0011,Carmen (AN)
10,Compliance to National Directives,-,3.3333,2.2222,2.3355,0.0000,2.4981,2.5000,2.4643,1.8846,Carmen (AN)
11,Presence of Investment Promotion Unit,-,0.8333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9994,Carmen (AN)
12,Compliance to ARTA Citizens Charter,-,2.6541,1.9711,2.3657,0.0000,2.3400,2.3929,1.9428,2.0,Carmen (AN)
13,Capacity to Generate Local Resource,-,1.1189,1.0947,0.6015,0.0000,0.0452,0.0302,0.0573,0.0252,Carmen (AN)
14,Capacity of Health Services,-,0.0480,0.0609,0.1279,0.0000,0.0289,0.0249,0.0285,0.0119,Carmen (AN)
15,Capacity of School Services,-,0.2644,0.3528,0.1904,0.0000,0.2518,0.0374,0.0552,0.0077,Carmen (AN)
16,Recognition of Performance,-,0.5556,0.3258,0.1904,0.0000,0.0000,0.0013,0.0329,0.0584,Carmen (AN)
17,Getting Business Permits,-,-,0.0000,1.3471,0.0000,2.2940,2.4961,1.8597,1.5,Carmen (AN)
18,Peace and Order,-,0.3809,0.2259,0.3152,0.0000,0.2189,0.3444,0.1478,0.0002,Carmen (AN)
19,Social Protection,-,-,0.1171,0.2266,0.0000,0.6065,0.0000,0.0774,0.3359,Carmen (AN)
20,Road Network,-,0.0001,0.0007,0.0001,0.0000,0.1190,0.0003,0.1520,0.0,Carmen (AN)
21,Distance to Ports,-,3.1671,3.2188,2.4739,0.0000,2.4418,2.4201,2.4343,1.9917,Carmen (AN)
22,Availability of Basic Utilities,-,1.5837,2.8750,2.1591,0.0000,2.4438,2.0813,2.3938,0.4173,Carmen (AN)
23,Transportation Vehicles,-,0.1303,0.1516,0.0930,0.0000,0.0065,0.0005,0.0377,0.0102,Carmen (AN)
24,Education,-,0.2627,0.1600,0.1407,0.0000,0.0515,0.0393,0.0420,0.054,Carmen (AN)
25,Health,-,0.2294,0.2280,0.1701,0.0000,0.0450,0.0289,0.0262,0.0191,Carmen (AN)
26,LGU Investment,-,0.6461,0.6600,0.5690,0.0000,0.0697,0.0555,0.1065,0.0002,Carmen (AN)
27,Accommodation Capacity,-,0.0667,0.1188,0.0168,0.0000,0.0472,0.0123,0.0215,0.0082,Carmen (AN)
28,Information Technology Capacity,-,0.8953,1.1534,0.6349,0.0000,0.3054,0.1852,0.4348,0.1739,Carmen (AN)
29,Financial Technology Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1364,Carmen (AN)
30,Land Use Plan,-,-,-,2.5000,0.0000,1.9231,2.5000,2.5000,1.9595,Carmen (AN)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.0833,2.5000,2.5000,1.9998,Carmen (AN)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2582,1.0005,Carmen (AN)
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.3098,1.0494,Carmen (AN)
34,Budget for DRRMP,-,-,-,0.0113,0.0000,0.1243,0.0440,0.0025,0.0,Carmen (AN)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Carmen (AN)
36,Emergency Infrastructure,-,-,-,0.8594,0.0000,0.4749,0.4761,0.2622,0.3865,Carmen (AN)
37,Utilities,-,-,-,0.7211,0.0000,1.8826,1.2519,0.7573,1.4874,Carmen (AN)
38,Employed Population,-,-,-,0.1777,0.0000,0.0244,0.0160,0.0131,0.0045,Carmen (AN)
39,Sanitary System,-,-,-,1.5896,0.0000,2.0462,1.9840,1.8751,1.5,Carmen (AN)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Carmen (AN)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Carmen (AN)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Carmen (AN)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0069,Carmen (AN)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Carmen (AN)
45,Internet Capability,-,-,-,-,-,-,-,-,1.1087,Carmen (AN)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Carmen (AN)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Carmen (AN)
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Carmen (AN)
49,New Technology,-,-,-,-,-,-,-,-,0.0,Carmen (AN)
