,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.2062,0.2385,0.0015,0.0040,0.0079,0.0284,0.0360,0.0288,Mina
1,Local Economy Growth,-,0.2435,0.0863,0.0045,0.0011,0.0015,0.0314,0.0121,0.0,Mina
2,Active Establishments in the Locality,-,-,-,0.2992,0.0046,0.2891,0.6646,0.8646,0.6016,Mina
3,Safety Compliant Business,-,-,-,0.3396,0.1604,0.2711,0.8207,0.7849,0.5012,Mina
4,Employment Generation,-,0.4350,0.1545,0.1302,0.0271,0.0413,0.1698,0.2301,0.3245,Mina
5,Cost of Living,-,3.0449,1.7500,0.9914,1.9907,1.7500,1.6803,1.7188,1.7368,Mina
6,Cost of Doing Business,-,2.9416,3.1682,2.0372,1.9699,2.0952,2.1875,2.2797,1.6839,Mina
7,Financial Deepening,-,0.5650,1.0802,0.2910,0.0671,0.1667,0.5323,0.6342,0.3028,Mina
8,Productivity,-,0.0375,0.0142,0.0014,0.0106,0.0325,0.1528,0.1616,0.2136,Mina
9,Presence of Business and Professional Organizations,-,0.0570,0.0521,0.0157,0.0164,0.1186,0.1032,0.1956,0.0686,Mina
10,Compliance to National Directives,-,3.3333,3.2660,2.3684,0.0000,2.4981,2.3958,2.2024,1.7273,Mina
11,Presence of Investment Promotion Unit,-,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9991,Mina
12,Compliance to ARTA Citizens Charter,-,2.7724,1.6801,2.2336,0.0000,2.2780,2.3125,2.1205,2.0,Mina
13,Capacity to Generate Local Resource,-,0.2226,0.1871,0.1178,0.0000,0.1333,0.1541,0.0225,0.0126,Mina
14,Capacity of Health Services,-,0.0719,0.1065,0.0698,0.0000,0.0579,0.2102,0.1582,0.0002,Mina
15,Capacity of School Services,-,0.1846,0.2408,0.0927,0.0000,0.2491,0.1400,0.0705,0.0474,Mina
16,Recognition of Performance,-,1.2500,2.0175,0.0927,0.0000,0.1532,0.3036,0.6290,0.4931,Mina
17,Getting Business Permits,-,-,1.1111,2.1804,0.0000,2.4437,2.3403,2.4567,2.0,Mina
18,Peace and Order,-,0.2549,0.2399,0.3068,0.0000,0.2650,0.6798,0.3750,0.0001,Mina
19,Social Protection,-,-,0.0869,0.1734,0.0000,0.5737,0.2553,0.7747,0.0,Mina
20,Road Network,-,0.0005,0.0082,0.0029,0.0000,0.0249,0.0293,0.0166,0.0,Mina
21,Distance to Ports,-,3.1666,3.2263,2.4527,0.0000,2.4243,2.4138,2.3766,1.8886,Mina
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.4813,2.4813,2.4813,0.4694,Mina
23,Transportation Vehicles,-,0.1860,0.1106,0.0603,0.0000,0.0086,0.0107,0.0708,0.0771,Mina
24,Education,-,0.0859,0.0905,0.0822,0.0000,0.0402,0.1484,0.1789,0.1333,Mina
25,Health,-,0.1248,0.0600,0.1823,0.0000,0.0680,0.0468,0.2013,0.1393,Mina
26,LGU Investment,-,0.0904,0.5751,0.1628,0.0000,0.0598,0.2013,0.2921,0.002,Mina
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0187,0.0218,Mina
28,Information Technology Capacity,-,1.0321,1.0952,0.6151,0.0000,0.3124,1.0208,0.5357,0.375,Mina
29,Financial Technology Capacity,-,0.0000,0.0000,0.1563,0.0000,0.0543,0.2500,0.0735,0.0952,Mina
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4615,2.4595,2.4231,1.9167,Mina
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4762,1.9998,Mina
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2588,1.0106,Mina
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.3068,1.0455,Mina
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1013,0.2147,0.0039,0.0017,Mina
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Mina
36,Emergency Infrastructure,-,-,-,0.9702,0.0000,0.4972,0.6747,0.3104,0.4988,Mina
37,Utilities,-,-,-,1.0265,0.0000,1.8851,1.9525,1.3448,1.5125,Mina
38,Employed Population,-,-,-,0.1472,0.0000,0.1341,0.4982,0.4230,0.3384,Mina
39,Sanitary System,-,-,-,1.1000,0.0000,1.0076,1.9792,1.8759,1.5,Mina
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Mina
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0029,Mina
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Mina
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.1722,Mina
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Mina
45,Internet Capability,-,-,-,-,-,-,-,-,1.1,Mina
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Mina
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Mina
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Mina
49,New Technology,-,-,-,-,-,-,-,-,0.0,Mina
