,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.2938,0.0014,0.0034,0.0062,0.0217,0.0292,0.012,Hindang
1,Local Economy Growth,-,-,0.0726,0.0125,0.0013,0.0011,0.0313,0.0142,0.0,Hindang
2,Active Establishments in the Locality,-,-,-,0.0808,0.0046,0.1127,0.6256,0.8151,0.4919,Hindang
3,Safety Compliant Business,-,-,-,0.2884,0.1375,0.2522,1.4676,0.6112,0.3334,Hindang
4,Employment Generation,-,-,0.0905,0.1288,0.0116,0.0234,0.3023,0.2112,0.254,Hindang
5,Cost of Living,-,-,3.0000,1.4224,1.0185,1.5000,0.8607,1.9688,1.0263,Hindang
6,Cost of Doing Business,-,-,1.9601,2.2414,0.8593,2.1050,2.2954,2.3698,1.6336,Hindang
7,Financial Deepening,-,-,0.8488,0.2249,0.0000,0.3158,0.9349,0.8311,0.587,Hindang
8,Productivity,-,-,0.0170,0.0010,0.0255,0.0572,0.2636,0.1271,0.1576,Hindang
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0030,0.0000,0.0093,0.0097,0.0068,0.0106,Hindang
10,Compliance to National Directives,-,-,3.2997,2.2697,0.0000,2.4969,2.5000,2.3810,1.8636,Hindang
11,Presence of Investment Promotion Unit,-,-,0.0000,1.8750,0.0000,2.5000,2.5000,1.2500,1.3324,Hindang
12,Compliance to ARTA Citizens Charter,-,-,1.8903,2.0668,0.0000,2.2563,2.3954,1.8752,2.0,Hindang
13,Capacity to Generate Local Resource,-,-,0.0961,0.8249,0.0000,0.0692,0.1433,0.0123,0.0143,Hindang
14,Capacity of Health Services,-,-,0.0152,0.1206,0.0000,0.0580,0.2452,0.1942,0.0002,Hindang
15,Capacity of School Services,-,-,0.0000,0.1777,0.0000,0.2839,0.2137,0.3368,0.205,Hindang
16,Recognition of Performance,-,-,0.2381,0.1777,0.0000,0.1430,0.0834,0.1389,0.0,Hindang
17,Getting Business Permits,-,-,0.0000,2.2177,0.0000,2.2801,2.4618,1.5061,1.5,Hindang
18,Peace and Order,-,-,0.1477,0.2187,0.0000,0.1843,0.4825,0.2917,0.0001,Hindang
19,Social Protection,-,-,0.0052,0.3957,0.0000,0.0257,0.1871,1.9139,0.1676,Hindang
20,Road Network,-,-,0.0005,0.0028,0.0000,0.0716,0.0276,0.0469,0.0,Hindang
21,Distance to Ports,-,-,0.0000,2.3144,0.0000,2.1337,2.1305,1.9097,1.7247,Hindang
22,Availability of Basic Utilities,-,-,0.0000,2.5000,0.0000,1.2616,1.6958,1.6958,0.6514,Hindang
23,Transportation Vehicles,-,-,0.1423,0.0561,0.0000,0.0051,0.0053,0.0348,0.0398,Hindang
24,Education,-,-,0.1073,0.1310,0.0000,0.0710,0.3333,0.5372,0.207,Hindang
25,Health,-,-,0.0000,0.1578,0.0000,0.0550,0.0232,0.1958,0.0893,Hindang
26,LGU Investment,-,-,0.0000,0.0768,0.0000,0.0160,0.2679,0.3996,0.0018,Hindang
27,Accommodation Capacity,-,-,0.0000,0.0308,0.0000,0.0836,0.1370,0.0677,0.0,Hindang
28,Information Technology Capacity,-,-,0.7249,0.2976,0.0000,0.0764,0.5833,0.5357,0.25,Hindang
29,Financial Technology Capacity,-,-,0.2381,0.4063,0.0000,0.2106,0.3462,0.1303,0.0952,Hindang
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3846,2.3784,2.5000,1.9861,Hindang
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.5000,2.4762,1.9998,Hindang
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.3553,1.1277,Hindang
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.6288,1.303,Hindang
34,Budget for DRRMP,-,-,-,0.0030,0.0000,0.1861,0.3806,0.0181,0.0059,Hindang
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Hindang
36,Emergency Infrastructure,-,-,-,0.8852,0.0000,0.6311,0.6275,0.3226,0.4935,Hindang
37,Utilities,-,-,-,1.0170,0.0000,1.7043,1.8851,1.2741,1.5002,Hindang
38,Employed Population,-,-,-,0.1617,0.0000,0.0280,0.3737,0.3273,0.2618,Hindang
39,Sanitary System,-,-,-,1.7050,0.0000,2.1327,1.5054,1.8817,1.5002,Hindang
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Hindang
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Hindang
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Hindang
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0389,Hindang
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Hindang
45,Internet Capability,-,-,-,-,-,-,-,-,1.04,Hindang
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Hindang
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Hindang
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Hindang
49,New Technology,-,-,-,-,-,-,-,-,0.0,Hindang
