,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.3603,0.2442,0.0325,0.2572,0.4613,0.9393,0.6556,0.1015,San Simon
1,Local Economy Growth,-,0.2958,0.0877,0.0065,0.0053,0.0016,1.0270,0.0016,0.0006,San Simon
2,Active Establishments in the Locality,-,-,-,0.0000,0.0033,0.1919,0.4825,0.5397,0.4742,San Simon
3,Safety Compliant Business,-,-,-,0.2318,0.5579,0.6618,0.2881,0.3178,0.2357,San Simon
4,Employment Generation,-,3.4347,1.2881,2.5000,0.4887,0.9897,1.2047,1.4357,1.4351,San Simon
5,Cost of Living,-,2.5641,2.6667,1.5086,1.8519,2.2500,0.8854,1.0313,1.9993,San Simon
6,Cost of Doing Business,-,2.6120,3.4151,1.9479,1.9658,1.8724,2.0056,1.9983,1.8457,San Simon
7,Financial Deepening,-,0.4944,0.4630,0.0926,0.0252,0.0467,0.1934,0.2843,0.2274,San Simon
8,Productivity,-,0.1730,0.0627,0.0054,0.0318,1.1352,1.5401,1.7396,1.0682,San Simon
9,Presence of Business and Professional Organizations,-,0.0071,0.0130,0.0010,0.0000,0.0009,0.0016,0.0000,0.0011,San Simon
10,Compliance to National Directives,-,3.3333,3.2660,2.3026,0.0000,2.4988,2.5000,2.4643,1.9231,San Simon
11,Presence of Investment Promotion Unit,-,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9991,San Simon
12,Compliance to ARTA Citizens Charter,-,3.0918,1.6744,2.2787,0.0000,2.4149,2.4968,2.3580,2.0,San Simon
13,Capacity to Generate Local Resource,-,0.4082,0.4305,0.2872,0.0000,0.6831,0.5094,0.5408,0.5322,San Simon
14,Capacity of Health Services,-,0.3683,0.4353,0.3442,0.0000,0.1126,0.0673,0.0642,0.0455,San Simon
15,Capacity of School Services,-,0.2646,0.2882,0.1796,0.0000,1.2766,0.1970,0.1924,0.0139,San Simon
16,Recognition of Performance,-,1.1111,1.4536,0.1796,0.0000,0.5045,0.1290,0.2679,0.0537,San Simon
17,Getting Business Permits,-,-,1.1111,2.4380,0.0000,2.4645,2.4940,2.1827,2.0,San Simon
18,Peace and Order,-,0.1028,0.1262,0.1051,0.0000,0.3341,0.3444,0.1786,0.0894,San Simon
19,Social Protection,-,-,0.1077,0.0000,0.0000,1.3104,1.1026,0.1898,1.0561,San Simon
20,Road Network,-,0.0003,0.0050,0.0002,0.0000,0.0299,0.0007,0.0247,0.0016,San Simon
21,Distance to Ports,-,0.0000,3.1100,2.3929,0.0000,2.3307,2.2749,2.3526,1.9281,San Simon
22,Availability of Basic Utilities,-,3.0404,3.0417,2.2917,0.0000,2.3719,2.1469,2.4229,0.4516,San Simon
23,Transportation Vehicles,-,1.7910,3.3333,2.1636,0.0000,0.0965,0.1227,0.1655,0.0197,San Simon
24,Education,-,0.8274,0.6036,0.6092,0.0000,0.2217,0.1540,0.1773,0.2004,San Simon
25,Health,-,0.6686,0.7079,0.4492,0.0000,0.1833,0.1789,0.2300,0.134,San Simon
26,LGU Investment,-,0.3948,0.4407,0.1871,0.0000,0.1484,0.1037,0.2100,0.0002,San Simon
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,San Simon
28,Information Technology Capacity,-,1.1197,1.4497,0.7540,0.0000,0.4457,0.7361,0.3804,0.9565,San Simon
29,Financial Technology Capacity,-,0.0000,0.0000,0.1563,0.0000,0.0000,0.0000,0.0893,0.1818,San Simon
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4359,2.4872,2.4714,1.9459,San Simon
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.5000,1.9998,San Simon
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2664,1.002,San Simon
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2500,1.004,San Simon
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.2404,0.0845,0.0025,0.0,San Simon
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,San Simon
36,Emergency Infrastructure,-,-,-,1.0174,0.0000,0.6639,0.7687,0.4844,0.5126,San Simon
37,Utilities,-,-,-,1.0256,0.0000,1.8785,1.8779,1.2627,1.5001,San Simon
38,Employed Population,-,-,-,1.1618,0.0000,0.0244,0.0188,0.0026,0.0007,San Simon
39,Sanitary System,-,-,-,1.0718,0.0000,2.0076,1.9982,1.8751,1.5,San Simon
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,San Simon
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,San Simon
42,STEM graduates,-,-,-,-,-,-,-,-,0.0217,San Simon
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.23,San Simon
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,San Simon
45,Internet Capability,-,-,-,-,-,-,-,-,1.4783,San Simon
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,San Simon
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,San Simon
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,San Simon
49,New Technology,-,-,-,-,-,-,-,-,0.0,San Simon
