,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.3355,1.7018,1.2515,0.0187,0.0310,0.0570,0.1475,0.0049,San Felipe
1,Local Economy Growth,-,0.2689,0.3807,0.1722,0.0011,0.0014,1.0268,0.0028,0.0002,San Felipe
2,Active Establishments in the Locality,-,-,-,0.0277,0.0079,0.5918,0.7001,0.8305,0.6557,San Felipe
3,Safety Compliant Business,-,-,-,0.6476,0.2624,0.5745,0.5842,0.5406,0.371,San Felipe
4,Employment Generation,-,0.2955,0.0000,0.3272,0.0896,0.2045,0.1985,0.2231,0.3871,San Felipe
5,Cost of Living,-,3.6859,2.4167,1.5517,1.0648,1.7500,0.7813,0.7813,1.9988,San Felipe
6,Cost of Doing Business,-,2.5520,1.9008,1.7622,2.0359,1.9405,2.0636,2.0598,1.88,San Felipe
7,Financial Deepening,-,2.0480,1.6204,0.3571,0.1510,0.3050,0.4082,0.3246,0.1449,San Felipe
8,Productivity,-,0.0759,0.0000,0.0014,0.0145,0.1615,0.1477,0.3146,0.242,San Felipe
9,Presence of Business and Professional Organizations,-,0.0071,0.0000,0.0039,0.0098,0.0464,0.0169,0.0061,0.0021,San Felipe
10,Compliance to National Directives,-,3.3333,1.4444,2.2697,0.0000,2.4988,2.4286,2.3571,1.8846,San Felipe
11,Presence of Investment Promotion Unit,-,3.3333,2.5000,2.5000,0.0000,2.5000,2.5000,2.5000,1.9984,San Felipe
12,Compliance to ARTA Citizens Charter,-,2.6367,1.5127,2.3668,0.0000,2.3607,2.4954,1.7052,2.0,San Felipe
13,Capacity to Generate Local Resource,-,0.0967,0.1254,0.0000,0.0000,0.1491,0.0970,0.0784,0.1632,San Felipe
14,Capacity of Health Services,-,0.0000,0.0761,0.2833,0.0000,0.9387,0.6943,1.0228,0.3369,San Felipe
15,Capacity of School Services,-,0.0000,0.0000,0.0000,0.0000,0.3017,0.1283,0.2722,0.0185,San Felipe
16,Recognition of Performance,-,0.1389,0.0000,0.0000,0.0000,0.4391,0.1082,0.0000,0.0,San Felipe
17,Getting Business Permits,-,-,1.1111,2.3803,0.0000,2.4676,2.4903,2.1780,2.0,San Felipe
18,Peace and Order,-,0.0000,0.1706,0.2265,0.0000,0.1959,0.2934,0.1047,0.0002,San Felipe
19,Social Protection,-,-,0.0513,0.9862,0.0000,0.5646,0.4509,0.0754,1.2166,San Felipe
20,Road Network,-,0.0000,0.0419,0.0005,0.0000,0.0611,0.0004,0.0516,0.0005,San Felipe
21,Distance to Ports,-,0.0000,0.0000,0.0000,0.0000,2.3446,2.3106,2.1335,1.9341,San Felipe
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.5000,2.2500,2.4281,0.3903,San Felipe
23,Transportation Vehicles,-,0.5686,0.0000,0.2237,0.0000,0.0167,0.0897,0.0620,0.0062,San Felipe
24,Education,-,1.6754,0.7218,0.5693,0.0000,0.3492,0.1948,0.0922,0.0856,San Felipe
25,Health,-,0.3190,0.6669,0.2810,0.0000,0.2517,0.2293,0.2481,0.1949,San Felipe
26,LGU Investment,-,0.0000,0.0000,0.0000,0.0000,0.0656,0.0511,0.1034,0.0001,San Felipe
27,Accommodation Capacity,-,0.5000,0.0000,0.0261,0.0000,0.0000,0.0090,0.0082,0.0522,San Felipe
28,Information Technology Capacity,-,1.1175,1.2646,0.8532,0.0000,0.4554,0.5602,0.3261,0.1739,San Felipe
29,Financial Technology Capacity,-,0.2381,0.2381,0.1563,0.0000,0.2106,0.0000,0.1587,0.0909,San Felipe
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4744,2.4744,2.4857,1.9595,San Felipe
31,Disaster Risk Reduction Plan,-,-,-,2.0000,0.0000,2.4537,2.4537,2.4853,1.9995,San Felipe
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2664,1.001,San Felipe
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2625,1.0099,San Felipe
34,Budget for DRRMP,-,-,-,0.0000,0.0000,1.3061,0.0606,0.0023,0.0,San Felipe
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,San Felipe
36,Emergency Infrastructure,-,-,-,0.8889,0.0000,0.5581,0.5964,0.3990,0.4473,San Felipe
37,Utilities,-,-,-,0.9989,0.0000,1.8741,1.8770,1.2526,1.5003,San Felipe
38,Employed Population,-,-,-,0.2428,0.0000,0.0488,0.0377,0.0349,0.0009,San Felipe
39,Sanitary System,-,-,-,1.5222,0.0000,1.9227,1.8928,1.8751,1.5,San Felipe
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,San Felipe
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0006,San Felipe
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,San Felipe
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0224,San Felipe
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,San Felipe
45,Internet Capability,-,-,-,-,-,-,-,-,0.087,San Felipe
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,San Felipe
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,San Felipe
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,San Felipe
49,New Technology,-,-,-,-,-,-,-,-,0.0,San Felipe
