,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.1000,0.0002,0.0010,0.0017,0.0027,0.0057,0.0031,Natonin
1,Local Economy Growth,-,-,0.0860,0.0064,0.0019,0.0013,1.0241,0.0019,0.0389,Natonin
2,Active Establishments in the Locality,-,-,-,0.1606,0.0017,0.1412,0.2193,0.2270,0.1409,Natonin
3,Safety Compliant Business,-,-,-,0.0000,0.0495,0.1284,0.1293,0.1213,0.1255,Natonin
4,Employment Generation,-,-,0.1202,0.0808,0.0341,0.1080,0.0832,0.0710,0.2847,Natonin
5,Cost of Living,-,-,1.1667,0.5172,1.5278,2.2500,0.9375,1.5625,1.9993,Natonin
6,Cost of Doing Business,-,-,3.5592,1.3168,1.7407,1.9778,2.2835,2.2780,1.9191,Natonin
7,Financial Deepening,-,-,0.2315,0.0000,0.0042,0.0022,0.0057,0.0767,0.0229,Natonin
8,Productivity,-,-,0.0017,0.0005,0.0025,0.0543,0.0431,0.0530,0.0579,Natonin
9,Presence of Business and Professional Organizations,-,-,0.0521,0.0285,0.0120,0.6464,0.1473,0.0030,0.0021,Natonin
10,Compliance to National Directives,-,-,1.6667,0.0000,0.0000,2.4988,2.4286,0.0000,0.0,Natonin
11,Presence of Investment Promotion Unit,-,-,1.6667,1.2500,0.0000,2.5000,2.5000,1.8750,1.9984,Natonin
12,Compliance to ARTA Citizens Charter,-,-,0.0000,0.0000,0.0000,1.2116,1.1231,1.2500,2.0,Natonin
13,Capacity to Generate Local Resource,-,-,0.4982,0.4134,0.0000,0.0183,0.0137,0.0068,0.1016,Natonin
14,Capacity of Health Services,-,-,0.1750,0.1221,0.0000,0.0788,0.0530,0.0526,0.0676,Natonin
15,Capacity of School Services,-,-,0.4974,0.2655,0.0000,0.1322,0.0244,0.0156,0.0096,Natonin
16,Recognition of Performance,-,-,0.2381,0.2655,0.0000,0.1225,0.1042,0.0781,0.0584,Natonin
17,Getting Business Permits,-,-,0.0000,1.4805,0.0000,2.4409,1.6594,1.8702,1.0,Natonin
18,Peace and Order,-,-,0.4246,0.4042,0.0000,0.4263,0.5485,0.1970,0.4545,Natonin
19,Social Protection,-,-,0.0203,0.2013,0.0000,0.2630,0.1925,0.0575,0.8017,Natonin
20,Road Network,-,-,0.0004,0.0000,0.0000,0.1399,0.0002,0.1221,0.0001,Natonin
21,Distance to Ports,-,-,2.3135,2.0334,0.0000,1.7389,1.5017,2.0505,1.7345,Natonin
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,2.4938,2.2438,2.4688,0.4553,Natonin
23,Transportation Vehicles,-,-,0.0108,0.0133,0.0000,0.0016,0.0022,0.0057,0.0007,Natonin
24,Education,-,-,0.1661,0.0903,0.0000,0.0259,0.0339,0.0309,0.0343,Natonin
25,Health,-,-,0.0329,0.0302,0.0000,0.0934,0.1009,0.0974,0.0876,Natonin
26,LGU Investment,-,-,0.2708,0.1248,0.0000,0.0617,0.0448,0.0822,0.0002,Natonin
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0050,0.0000,0.0000,0.0,Natonin
28,Information Technology Capacity,-,-,0.9101,0.4960,0.0000,0.2194,0.2083,0.1087,0.087,Natonin
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0694,0.0909,Natonin
30,Land Use Plan,-,-,-,0.0000,0.0000,2.4872,2.4872,1.9714,1.9865,Natonin
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4074,2.4074,2.5000,1.9995,Natonin
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.2500,0.0000,1.0075,Natonin
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2575,1.002,Natonin
34,Budget for DRRMP,-,-,-,0.0021,0.0000,0.1071,0.0340,0.0024,0.0,Natonin
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Natonin
36,Emergency Infrastructure,-,-,-,0.9169,0.0000,0.4735,0.4691,0.2503,0.3607,Natonin
37,Utilities,-,-,-,1.0208,0.0000,1.8648,1.8774,1.2543,1.4972,Natonin
38,Employed Population,-,-,-,0.1052,0.0000,0.0475,0.0367,0.0000,0.0279,Natonin
39,Sanitary System,-,-,-,1.0000,0.0000,1.0000,1.0000,1.2500,1.0,Natonin
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Natonin
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Natonin
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Natonin
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0086,Natonin
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Natonin
45,Internet Capability,-,-,-,-,-,-,-,-,1.1304,Natonin
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0021,Natonin
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Natonin
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Natonin
49,New Technology,-,-,-,-,-,-,-,-,0.0,Natonin
