,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.4192,0.0016,0.0088,0.0166,0.0235,0.0130,0.0023,Dupax Del Norte
1,Local Economy Growth,-,-,0.0000,0.0176,0.0023,0.0027,1.0258,0.0013,0.0004,Dupax Del Norte
2,Active Establishments in the Locality,-,-,-,0.8812,0.0075,0.4698,0.3020,0.5098,0.5405,Dupax Del Norte
3,Safety Compliant Business,-,-,-,0.3095,0.1026,0.1162,0.2623,0.2545,0.237,Dupax Del Norte
4,Employment Generation,-,-,0.4753,0.3178,0.1367,0.2515,0.1791,0.1856,0.2827,Dupax Del Norte
5,Cost of Living,-,-,2.6667,1.3793,1.3889,1.7500,1.0417,0.4063,1.9986,Dupax Del Norte
6,Cost of Doing Business,-,-,1.0500,1.4366,1.5756,1.7844,2.1635,2.1858,1.8902,Dupax Del Norte
7,Financial Deepening,-,-,0.8488,0.4101,0.1007,0.0856,0.2270,0.1886,0.3082,Dupax Del Norte
8,Productivity,-,-,0.0002,0.0005,0.0023,0.2028,0.1604,0.1547,0.122,Dupax Del Norte
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0148,0.0076,0.0000,0.0000,0.0000,0.0074,Dupax Del Norte
10,Compliance to National Directives,-,-,2.2222,0.0000,0.0000,0.0000,0.9286,2.4643,1.9231,Dupax Del Norte
11,Presence of Investment Promotion Unit,-,-,1.6667,1.2500,0.0000,2.5000,2.5000,2.5000,1.9991,Dupax Del Norte
12,Compliance to ARTA Citizens Charter,-,-,0.6590,2.0831,0.0000,2.3728,2.4924,1.9811,1.0,Dupax Del Norte
13,Capacity to Generate Local Resource,-,-,1.7211,0.7170,0.0000,0.0807,0.0411,0.0401,0.0479,Dupax Del Norte
14,Capacity of Health Services,-,-,0.2019,0.2355,0.0000,0.1073,0.0937,0.0913,0.0628,Dupax Del Norte
15,Capacity of School Services,-,-,0.4433,0.0821,0.0000,0.3363,0.0538,0.0444,0.0077,Dupax Del Norte
16,Recognition of Performance,-,-,0.0877,0.0821,0.0000,0.0000,0.0000,0.0000,0.0167,Dupax Del Norte
17,Getting Business Permits,-,-,0.0000,1.5444,0.0000,1.6486,1.6495,1.8655,2.0,Dupax Del Norte
18,Peace and Order,-,-,0.1408,0.1862,0.0000,0.2535,0.3571,0.1108,0.0002,Dupax Del Norte
19,Social Protection,-,-,0.0022,0.0424,0.0000,0.6377,0.5597,0.1060,0.9969,Dupax Del Norte
20,Road Network,-,-,0.0031,0.0013,0.0000,0.2019,0.0020,0.1721,0.0005,Dupax Del Norte
21,Distance to Ports,-,-,1.5713,1.3500,0.0000,1.7465,1.9233,2.3317,1.9148,Dupax Del Norte
22,Availability of Basic Utilities,-,-,0.0000,0.0000,0.0000,1.2500,1.0000,2.5000,0.4495,Dupax Del Norte
23,Transportation Vehicles,-,-,0.0104,0.1071,0.0000,0.0075,0.0243,0.0798,0.0068,Dupax Del Norte
24,Education,-,-,0.0000,0.0000,0.0000,0.0598,0.0614,0.0828,0.0818,Dupax Del Norte
25,Health,-,-,0.1032,0.0950,0.0000,0.1124,0.0898,0.0491,0.1079,Dupax Del Norte
26,LGU Investment,-,-,0.4738,0.1560,0.0000,0.0924,0.0894,0.1378,0.0001,Dupax Del Norte
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0023,0.0031,0.0019,0.0,Dupax Del Norte
28,Information Technology Capacity,-,-,0.9947,0.5060,0.0000,0.3264,0.4537,0.3261,0.2609,Dupax Del Norte
29,Financial Technology Capacity,-,-,0.2381,0.1563,0.0000,0.2106,0.4375,0.1786,0.0909,Dupax Del Norte
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3846,2.3846,2.4857,1.9595,Dupax Del Norte
31,Disaster Risk Reduction Plan,-,-,-,2.0000,0.0000,2.0833,2.0833,2.5000,1.9998,Dupax Del Norte
