,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.1351,0.0811,0.0769,0.0055,0.0054,0.0018,0.0021,0.0047,0.0026,Jones
1,Local Economy Growth,0.1880,0.2446,0.0670,0.0035,0.0115,0.0019,0.3303,0.0027,0.0,Jones
2,Active Establishments in the Locality,-,-,-,0.0930,0.1472,0.0806,0.1333,0.1545,0.1127,Jones
3,Safety Compliant Business,-,-,-,0.0879,0.0995,0.0794,0.0761,0.0784,0.0,Jones
4,Employment Generation,0.1475,0.0766,0.0514,0.0286,0.0177,0.0397,0.0291,0.0426,0.031,Jones
5,Cost of Living,3.0172,3.2946,2.5833,1.0135,0.8796,1.3492,1.0776,0.0938,1.7067,Jones
6,Cost of Doing Business,2.9683,3.6783,3.0805,2.2411,2.1819,2.0598,2.2290,2.2209,1.8801,Jones
7,Financial Deepening,0.4655,0.7597,0.6114,0.1768,0.0387,0.1321,0.1467,0.1315,0.1256,Jones
8,Productivity,0.0000,0.0030,0.0017,0.0098,0.0042,0.0002,0.0188,0.0253,0.0183,Jones
9,Presence of Business and Professional Organizations,0.0237,0.1054,0.0340,0.0000,0.0000,0.0000,0.0073,0.0000,0.0,Jones
10,Compliance to National Directives,2.9167,3.3333,3.1579,2.4038,0.0000,2.4000,2.4242,2.2619,1.8214,Jones
11,Presence of Investment Promotion Unit,2.5000,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.8719,Jones
12,Compliance to ARTA Citizens Charter,-,2.7991,1.9977,2.2508,0.0000,2.3558,2.4454,2.2463,2.0,Jones
13,Capacity to Generate Local Resource,0.0509,0.0558,0.0481,0.3065,0.0000,0.0589,0.0373,0.0035,0.0014,Jones
14,Capacity of Health Services,0.1321,0.1786,0.2533,0.5290,0.0000,0.1167,0.1035,0.1656,0.0024,Jones
15,Capacity of School Services,0.5532,0.6894,0.0000,0.2205,0.0000,0.2283,0.0925,0.0297,0.0031,Jones
16,Recognition of Performance,0.3896,0.0000,0.2886,0.2205,0.0000,0.0722,0.0408,0.0000,0.0,Jones
17,Getting Business Permits,-,-,1.1111,1.1045,0.0000,2.4093,1.4965,1.9022,1.5,Jones
18,Peace and Order,0.4380,0.0492,0.0298,0.2811,0.0000,0.0132,0.0108,0.0519,0.0592,Jones
19,Social Protection,-,-,0.0180,0.1525,0.0000,0.1752,0.1767,0.1522,0.0,Jones
20,Road Network,0.0000,0.0013,0.0013,0.0011,0.0000,0.0931,0.0050,0.1537,0.0003,Jones
21,Distance to Ports,1.1104,2.3312,1.4111,1.5345,0.0000,2.3769,1.6666,1.5798,1.2651,Jones
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.4999,0.0037,Jones
23,Transportation Vehicles,0.0212,0.0429,0.0683,0.0468,0.0000,0.0051,0.0060,0.0064,0.0082,Jones
24,Education,0.3004,0.3273,0.1029,0.1051,0.0000,0.0920,0.0639,0.0376,0.0482,Jones
25,Health,0.0803,0.0702,0.0496,0.4072,0.0000,0.1283,0.1964,0.2100,0.1768,Jones
26,LGU Investment,0.5710,0.3061,0.0000,0.2277,0.0000,0.3315,0.1522,0.0217,0.0004,Jones
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Jones
28,Information Technology Capacity,0.3049,0.2815,0.4300,0.2378,0.0000,0.1786,0.2679,0.1364,0.0705,Jones
29,Financial Technology Capacity,0.0228,0.0370,0.0347,0.0231,0.0000,0.0887,0.0826,0.0826,0.0431,Jones
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3333,2.4872,2.4318,1.9394,Jones
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4474,1.9995,Jones
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.3125,1.006,Jones
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2646,1.0099,Jones
34,Budget for DRRMP,-,-,-,0.0019,0.0000,0.2426,0.1576,0.0192,0.0,Jones
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Jones
36,Emergency Infrastructure,-,-,-,0.9413,0.0000,0.4975,0.5028,0.2512,0.3717,Jones
37,Utilities,-,-,-,1.0676,0.0000,1.8850,1.8848,1.2889,1.5107,Jones
38,Employed Population,-,-,-,0.1887,0.0000,0.0099,0.0119,0.0130,0.0099,Jones
39,Sanitary System,-,-,-,1.0775,0.0000,1.0192,1.0042,1.2503,1.0002,Jones
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0392,Jones
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Jones
42,STEM graduates,-,-,-,-,-,-,-,-,0.007,Jones
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0076,Jones
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Jones
45,Internet Capability,-,-,-,-,-,-,-,-,0.0381,Jones
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Jones
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Jones
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Jones
49,New Technology,-,-,-,-,-,-,-,-,0.0,Jones
