,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0581,0.0686,0.0003,0.0000,0.0354,0.0543,0.0005,0.0013,Borbon
1,Local Economy Growth,-,0.2896,0.1177,0.0016,0.0000,0.0207,1.0264,0.0007,0.0541,Borbon
2,Active Establishments in the Locality,-,-,-,0.0000,0.0000,0.0148,0.2195,0.4151,0.199,Borbon
3,Safety Compliant Business,-,-,-,0.1703,0.0589,0.0964,0.0056,0.0049,0.0088,Borbon
4,Employment Generation,-,0.0193,0.0084,0.1533,0.0000,0.1131,0.0011,0.0031,0.0113,Borbon
5,Cost of Living,-,3.2051,2.6667,0.6466,1.4352,1.5000,1.6667,2.3750,1.9991,Borbon
6,Cost of Doing Business,-,3.4155,3.3332,1.9876,2.0513,2.0820,2.1495,2.2302,1.9072,Borbon
7,Financial Deepening,-,0.7062,1.0802,0.1058,0.0000,0.0999,0.1721,0.2059,0.0725,Borbon
8,Productivity,-,0.0074,0.0988,0.0004,0.0000,0.0999,0.0545,0.0018,0.0034,Borbon
9,Presence of Business and Professional Organizations,-,0.0142,0.0260,0.0875,0.0000,0.0019,0.0031,0.0000,0.0021,Borbon
10,Compliance to National Directives,-,3.3333,3.2997,0.0000,0.0000,2.4994,2.4643,2.4643,1.9615,Borbon
11,Presence of Investment Promotion Unit,-,0.0000,0.0000,0.0000,0.0000,2.5000,0.0000,0.0000,0.0,Borbon
12,Compliance to ARTA Citizens Charter,-,2.7167,1.7983,2.4024,0.0000,2.2460,2.3679,1.1245,2.0,Borbon
13,Capacity to Generate Local Resource,-,1.5879,1.0058,0.0293,0.0000,0.0127,0.0172,0.0053,0.0238,Borbon
14,Capacity of Health Services,-,0.0670,0.1804,0.1424,0.0000,0.0751,0.0744,0.0685,0.0198,Borbon
15,Capacity of School Services,-,0.2250,0.2029,0.1693,0.0000,0.4351,0.0851,0.0652,0.0077,Borbon
16,Recognition of Performance,-,0.0000,0.2381,0.1693,0.0000,0.3758,0.0000,0.1172,0.0,Borbon
17,Getting Business Permits,-,-,0.0000,1.4439,0.0000,1.4704,0.9653,1.2212,0.0,Borbon
18,Peace and Order,-,0.1299,0.0952,0.1444,0.0000,0.1959,0.2934,0.0862,0.0001,Borbon
19,Social Protection,-,-,0.1214,0.6413,0.0000,1.6216,0.6699,0.0524,0.0,Borbon
20,Road Network,-,0.0003,0.0050,0.0005,0.0000,0.0479,0.0004,0.0430,0.0008,Borbon
21,Distance to Ports,-,2.7452,2.9662,2.3380,0.0000,2.2136,2.2019,2.1546,1.9002,Borbon
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.5000,1.5250,2.4000,0.2263,Borbon
23,Transportation Vehicles,-,0.1670,0.0710,0.0306,0.0000,0.0044,0.0030,0.0017,0.0003,Borbon
24,Education,-,0.2807,0.3083,0.2400,0.0000,0.0768,0.0526,0.0617,0.0675,Borbon
25,Health,-,0.0000,0.4592,0.0727,0.0000,0.0751,0.0519,0.0690,0.0284,Borbon
26,LGU Investment,-,0.0000,0.0479,0.1654,0.0000,0.0718,0.0579,0.1078,0.0002,Borbon
27,Accommodation Capacity,-,0.1831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Borbon
28,Information Technology Capacity,-,0.6709,0.8889,0.7440,0.0000,0.4500,0.5694,0.2717,0.2174,Borbon
29,Financial Technology Capacity,-,0.0000,0.0000,0.0000,0.0000,0.6793,0.5313,0.3671,0.2304,Borbon
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.5000,1.973,Borbon
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4853,1.9993,Borbon
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.2500,2.5000,0.0000,1.0005,Borbon
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2525,1.004,Borbon
34,Budget for DRRMP,-,-,-,0.0069,0.0000,0.1277,0.0441,0.0025,0.0,Borbon
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Borbon
36,Emergency Infrastructure,-,-,-,1.3039,0.0000,0.4851,0.4913,0.2814,0.4159,Borbon
37,Utilities,-,-,-,1.1221,0.0000,1.8778,1.8766,1.2472,1.4978,Borbon
38,Employed Population,-,-,-,0.0199,0.0000,0.0061,0.0047,0.0105,0.0027,Borbon
39,Sanitary System,-,-,-,1.0222,0.0000,1.5492,1.3945,1.8751,1.0,Borbon
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Borbon
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Borbon
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Borbon
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.019,Borbon
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Borbon
45,Internet Capability,-,-,-,-,-,-,-,-,1.1087,Borbon
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0011,Borbon
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Borbon
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Borbon
49,New Technology,-,-,-,-,-,-,-,-,0.0,Borbon
