,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0441,0.0473,0.0001,0.0012,0.0009,0.0062,0.0105,0.006,Santa Praxedes
1,Local Economy Growth,-,0.3429,0.0616,0.0018,0.0092,0.0009,0.0313,0.0356,0.0,Santa Praxedes
2,Active Establishments in the Locality,-,-,-,0.0030,0.0010,0.0714,0.1818,0.2549,0.1788,Santa Praxedes
3,Safety Compliant Business,-,-,-,0.0676,0.0476,0.0786,0.2790,0.2366,0.4583,Santa Praxedes
4,Employment Generation,-,0.2224,0.0967,0.0511,0.0221,0.0350,0.1734,0.0961,0.11,Santa Praxedes
5,Cost of Living,-,3.5256,2.2500,1.0345,1.2963,2.0000,1.2705,0.7813,1.4474,Santa Praxedes
6,Cost of Doing Business,-,2.9520,3.6017,2.1584,1.6307,1.6012,2.1561,2.1906,1.6419,Santa Praxedes
7,Financial Deepening,-,0.2119,0.3086,0.0265,0.0042,0.0045,0.0815,0.0834,0.0186,Santa Praxedes
8,Productivity,-,0.0118,0.0064,0.0004,0.0026,0.0268,0.1028,0.0534,0.0716,Santa Praxedes
9,Presence of Business and Professional Organizations,-,0.0000,0.0651,0.0049,0.0044,0.0047,0.0000,0.0051,0.0079,Santa Praxedes
10,Compliance to National Directives,-,3.0000,3.0303,0.0000,0.0000,0.0000,2.5000,2.4405,1.9091,Santa Praxedes
11,Presence of Investment Promotion Unit,-,0.0000,1.6667,1.2500,0.0000,1.2500,0.6250,0.6250,1.3307,Santa Praxedes
12,Compliance to ARTA Citizens Charter,-,2.7728,2.1191,2.3818,0.0000,2.4083,2.4114,2.1665,2.0,Santa Praxedes
13,Capacity to Generate Local Resource,-,0.0000,0.0000,1.1704,0.0000,0.0121,0.0214,0.0035,0.0036,Santa Praxedes
14,Capacity of Health Services,-,0.0420,0.1065,0.0814,0.0000,0.0359,0.2607,0.0715,0.0005,Santa Praxedes
15,Capacity of School Services,-,0.2830,0.2821,0.0725,0.0000,0.0427,0.0270,0.0123,0.016,Santa Praxedes
16,Recognition of Performance,-,0.1389,0.3258,0.0725,0.0000,0.0000,0.0417,0.0446,0.1806,Santa Praxedes
17,Getting Business Permits,-,-,1.1111,1.8187,0.0000,1.6109,1.6377,1.3368,0.5,Santa Praxedes
18,Peace and Order,-,1.2884,1.4175,1.4016,0.0000,0.2074,0.5702,0.2917,0.0003,Santa Praxedes
19,Social Protection,-,-,0.0024,0.0110,0.0000,0.0113,0.0207,0.0975,0.1086,Santa Praxedes
20,Road Network,-,0.0001,0.0009,0.0003,0.0000,0.0597,0.0087,0.0032,0.0,Santa Praxedes
21,Distance to Ports,-,2.5240,2.9821,2.3857,0.0000,1.4663,2.1842,2.1371,1.7471,Santa Praxedes
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.4438,2.4563,2.3438,0.4139,Santa Praxedes
23,Transportation Vehicles,-,0.0655,0.0504,0.0313,0.0000,0.0028,0.0026,0.0126,0.0188,Santa Praxedes
24,Education,-,0.0140,0.0393,0.0380,0.0000,0.0028,0.0078,0.0647,0.0213,Santa Praxedes
25,Health,-,0.0803,0.0375,0.0233,0.0000,0.0194,0.0155,0.0140,0.0271,Santa Praxedes
26,LGU Investment,-,0.0000,0.2377,0.0579,0.0000,0.0076,0.1111,0.0272,0.0014,Santa Praxedes
27,Accommodation Capacity,-,0.0998,0.1277,0.0125,0.0000,0.0020,0.0257,0.0174,0.0055,Santa Praxedes
28,Information Technology Capacity,-,0.3632,0.7249,0.2381,0.0000,0.0430,0.5833,0.3571,0.375,Santa Praxedes
29,Financial Technology Capacity,-,0.0000,0.2381,0.1563,0.0000,0.0543,0.0000,0.0735,0.0,Santa Praxedes
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4487,2.4595,2.4423,1.9306,Santa Praxedes
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.0833,2.4167,2.4762,1.5,Santa Praxedes
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2500,1.0213,Santa Praxedes
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2595,1.0227,Santa Praxedes
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.0389,0.0596,0.0032,0.0017,Santa Praxedes
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Santa Praxedes
36,Emergency Infrastructure,-,-,-,0.8660,0.0000,0.4563,0.5691,0.2549,0.4437,Santa Praxedes
37,Utilities,-,-,-,1.0268,0.0000,1.8694,1.8898,1.2944,1.4844,Santa Praxedes
38,Employed Population,-,-,-,0.0565,0.0000,0.0561,0.0445,0.0327,0.0262,Santa Praxedes
39,Sanitary System,-,-,-,1.5006,0.0000,1.9985,1.9959,1.8754,1.5,Santa Praxedes
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Santa Praxedes
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Santa Praxedes
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Santa Praxedes
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0167,Santa Praxedes
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Santa Praxedes
45,Internet Capability,-,-,-,-,-,-,-,-,1.06,Santa Praxedes
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Santa Praxedes
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Santa Praxedes
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Santa Praxedes
49,New Technology,-,-,-,-,-,-,-,-,0.0,Santa Praxedes
