,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.1181,0.0047,0.0151,0.0499,0.0636,0.0487,0.0214,Badoc
1,Local Economy Growth,-,-,0.0740,0.0150,0.0023,0.0017,1.0258,0.0009,0.0007,Badoc
2,Active Establishments in the Locality,-,-,-,0.0226,0.0018,0.1412,0.2490,0.2967,0.2717,Badoc
3,Safety Compliant Business,-,-,-,0.1510,0.0862,0.2000,0.2420,0.2666,0.208,Badoc
4,Employment Generation,-,-,0.1914,0.2348,0.0888,0.1696,0.1416,0.2144,0.2783,Badoc
5,Cost of Living,-,-,2.9167,0.0000,1.3426,1.2500,0.8333,1.1563,1.9994,Badoc
6,Cost of Doing Business,-,-,2.2249,2.2860,1.7218,2.1904,2.3022,2.3883,1.8988,Badoc
7,Financial Deepening,-,-,1.1574,0.0529,0.0126,0.1418,0.2509,0.3135,0.1413,Badoc
8,Productivity,-,-,0.0191,0.0010,0.0151,0.1233,0.1478,0.2024,0.166,Badoc
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0000,0.2417,0.0813,0.0000,0.0592,Badoc
10,Compliance to National Directives,-,-,3.1987,2.2697,0.0000,2.4963,2.2857,2.4643,1.9615,Badoc
11,Presence of Investment Promotion Unit,-,-,0.8333,1.8750,0.0000,2.5000,2.5000,2.5000,1.9974,Badoc
12,Compliance to ARTA Citizens Charter,-,-,2.1760,2.3621,0.0000,2.3611,2.4961,2.3533,2.0,Badoc
13,Capacity to Generate Local Resource,-,-,1.7186,0.6779,0.0000,0.0964,0.5106,0.1105,0.0748,Badoc
14,Capacity of Health Services,-,-,0.0609,0.1410,0.0000,0.0861,0.0661,0.0630,0.0289,Badoc
15,Capacity of School Services,-,-,0.3828,0.2047,0.0000,0.3614,0.1040,0.0763,0.0077,Badoc
16,Recognition of Performance,-,-,0.0877,0.2047,0.0000,0.4167,0.0430,0.0000,0.1166,Badoc
17,Getting Business Permits,-,-,0.0000,1.3471,0.0000,1.5288,1.6599,2.4905,2.0,Badoc
18,Peace and Order,-,-,0.1088,0.1581,0.0000,0.3111,0.3189,0.1232,0.0002,Badoc
19,Social Protection,-,-,0.0628,1.1219,0.0000,1.3650,0.6146,0.2047,0.0,Badoc
20,Road Network,-,-,0.0068,0.0024,0.0000,0.0440,0.0009,0.0336,0.0013,Badoc
21,Distance to Ports,-,-,3.1484,2.4559,0.0000,2.3874,2.3682,2.3517,1.974,Badoc
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,2.3938,1.8060,2.0625,0.2253,Badoc
23,Transportation Vehicles,-,-,0.1729,0.1407,0.0000,0.0181,0.0300,0.0666,0.0056,Badoc
24,Education,-,-,0.3407,0.2532,0.0000,0.1798,0.1227,0.1424,0.1848,Badoc
25,Health,-,-,0.2222,0.1671,0.0000,0.1657,0.1060,0.1435,0.0931,Badoc
26,LGU Investment,-,-,0.4986,0.5676,0.0000,0.0682,0.0549,0.1360,0.0006,Badoc
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0129,0.0199,Badoc
28,Information Technology Capacity,-,-,0.6138,0.3274,0.0000,0.4097,0.6296,0.5435,0.3478,Badoc
29,Financial Technology Capacity,-,-,0.5714,0.4063,0.0000,0.2106,0.4063,0.1389,0.2273,Badoc
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3846,2.4872,2.5000,1.9459,Badoc
31,Disaster Risk Reduction Plan,-,-,-,2.0000,0.0000,2.4537,2.5000,2.5000,1.9998,Badoc
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2664,1.002,Badoc
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.3845,1.0059,Badoc
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.1349,0.0439,0.0025,0.0,Badoc
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Badoc
36,Emergency Infrastructure,-,-,-,0.8724,0.0000,0.4841,0.4787,0.3171,0.3635,Badoc
37,Utilities,-,-,-,0.9775,0.0000,1.8863,1.8809,1.2915,1.5037,Badoc
38,Employed Population,-,-,-,0.2482,0.0000,0.0914,0.1272,0.1605,0.0536,Badoc
39,Sanitary System,-,-,-,1.0358,0.0000,2.0500,1.9938,1.8751,1.5,Badoc
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0029,Badoc
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Badoc
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Badoc
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Badoc
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Badoc
45,Internet Capability,-,-,-,-,-,-,-,-,1.1522,Badoc
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Badoc
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Badoc
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Badoc
49,New Technology,-,-,-,-,-,-,-,-,0.0,Badoc
