,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.1404,0.0001,0.0034,0.0039,0.0034,0.0035,0.0002,Daram
1,Local Economy Growth,-,-,0.0748,0.0010,0.0065,0.0019,1.0256,0.0019,0.0003,Daram
2,Active Establishments in the Locality,-,-,-,0.2502,0.0047,0.2095,0.2417,0.4963,0.0264,Daram
3,Safety Compliant Business,-,-,-,0.0007,0.0027,0.0047,0.1951,0.7306,0.3311,Daram
4,Employment Generation,-,-,0.0523,0.1823,0.1678,0.1459,0.1302,0.2112,0.1569,Daram
5,Cost of Living,-,-,2.8333,2.5000,1.0185,1.0000,1.9792,0.8438,1.9992,Daram
6,Cost of Doing Business,-,-,3.0171,2.0341,1.8477,2.3667,2.3326,1.8442,1.7204,Daram
7,Financial Deepening,-,-,0.3086,0.0529,0.0126,0.0317,0.0789,0.1053,0.0134,Daram
8,Productivity,-,-,0.0061,0.0000,0.0000,0.0804,0.0517,0.1065,0.0835,Daram
9,Presence of Business and Professional Organizations,-,-,0.0260,0.0010,0.0000,0.0009,0.0047,0.0015,0.0011,Daram
10,Compliance to National Directives,-,-,1.9444,2.3684,0.0000,2.4981,2.5000,2.4643,1.8846,Daram
11,Presence of Investment Promotion Unit,-,-,0.8333,0.0000,0.0000,2.5000,2.5000,2.5000,1.9994,Daram
12,Compliance to ARTA Citizens Charter,-,-,1.9877,2.2898,0.0000,2.3289,2.4883,2.0512,2.0,Daram
13,Capacity to Generate Local Resource,-,-,0.4370,0.3085,0.0000,0.1527,0.3451,0.0262,0.0189,Daram
14,Capacity of Health Services,-,-,0.2435,0.1802,0.0000,0.0562,0.0478,0.0373,0.0095,Daram
15,Capacity of School Services,-,-,0.1861,0.1961,0.0000,0.4115,0.0840,0.0306,0.0058,Daram
16,Recognition of Performance,-,-,0.3258,0.1961,0.0000,0.1185,0.0430,0.0720,0.0,Daram
17,Getting Business Permits,-,-,0.0000,1.3471,0.0000,1.6057,2.4022,1.2447,2.0,Daram
18,Peace and Order,-,-,0.0194,0.0914,0.0000,0.2074,0.3061,0.0862,0.0001,Daram
19,Social Protection,-,-,0.0642,0.8366,0.0000,0.8815,0.8257,0.1896,0.0,Daram
20,Road Network,-,-,0.0008,0.0002,0.0000,0.0772,0.0001,0.0659,0.0,Daram
21,Distance to Ports,-,-,2.9269,2.4064,0.0000,2.3749,2.0962,2.0632,0.6665,Daram
22,Availability of Basic Utilities,-,-,2.5000,2.5000,0.0000,2.3563,1.2708,2.1875,0.4617,Daram
23,Transportation Vehicles,-,-,0.0465,0.0185,0.0000,0.0051,0.0074,0.0019,0.0002,Daram
24,Education,-,-,0.2364,0.3814,0.0000,0.0425,0.0546,0.0306,0.2117,Daram
25,Health,-,-,0.4054,0.2305,0.0000,0.1302,0.0481,0.0080,0.0,Daram
26,LGU Investment,-,-,1.8980,0.0793,0.0000,0.0905,0.0674,0.1553,0.0002,Daram
27,Accommodation Capacity,-,-,0.0594,0.0055,0.0000,0.0000,0.0000,0.0086,0.0,Daram
28,Information Technology Capacity,-,-,0.5026,0.3770,0.0000,0.2097,0.2917,0.1630,0.087,Daram
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Daram
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4744,2.5000,2.4571,1.9324,Daram
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.5000,1.9995,Daram
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.7270,1.029,Daram
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.4318,1.1146,Daram
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1465,0.0514,0.0013,0.0,Daram
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Daram
36,Emergency Infrastructure,-,-,-,0.9366,0.0000,0.7741,0.4472,0.0174,0.3454,Daram
37,Utilities,-,-,-,0.9928,0.0000,1.8763,1.8699,1.2537,1.001,Daram
38,Employed Population,-,-,-,0.1188,0.0000,0.0609,0.0264,0.0000,0.0011,Daram
39,Sanitary System,-,-,-,1.1667,0.0000,1.5227,1.0001,1.8750,1.0,Daram
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Daram
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Daram
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Daram
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Daram
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Daram
45,Internet Capability,-,-,-,-,-,-,-,-,0.0435,Daram
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Daram
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Daram
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Daram
49,New Technology,-,-,-,-,-,-,-,-,0.0,Daram
