,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.1597,0.0000,0.0000,0.0077,0.0110,0.0124,0.0,San Fernando (CS)
1,Local Economy Growth,-,-,0.0000,0.0000,0.0000,0.0013,1.0259,0.0027,0.0004,San Fernando (CS)
2,Active Establishments in the Locality,-,-,-,0.0417,0.0036,0.2209,0.3044,0.3936,0.1089,San Fernando (CS)
3,Safety Compliant Business,-,-,-,0.2631,0.1432,0.2816,0.2853,0.0000,0.4031,San Fernando (CS)
4,Employment Generation,-,-,0.0000,0.1393,0.2002,0.1948,0.1501,0.0000,0.0,San Fernando (CS)
5,Cost of Living,-,-,3.2500,1.0776,2.1759,1.2500,0.6771,0.0938,1.9983,San Fernando (CS)
6,Cost of Doing Business,-,-,2.9419,2.2796,2.1381,2.1196,2.3214,1.0562,1.7772,San Fernando (CS)
7,Financial Deepening,-,-,0.7716,0.1190,0.0336,0.0542,0.0928,0.1025,0.0553,San Fernando (CS)
8,Productivity,-,-,0.0000,0.0000,0.0000,0.1296,0.1043,0.0109,0.0,San Fernando (CS)
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,San Fernando (CS)
10,Compliance to National Directives,-,-,3.0101,2.2697,0.0000,2.4981,2.3929,2.4643,1.8077,San Fernando (CS)
11,Presence of Investment Promotion Unit,-,-,2.5000,2.5000,0.0000,0.6250,0.6250,0.0000,0.0,San Fernando (CS)
12,Compliance to ARTA Citizens Charter,-,-,1.0634,2.4024,0.0000,2.3733,2.4942,0.0000,2.0,San Fernando (CS)
13,Capacity to Generate Local Resource,-,-,0.0252,0.1957,0.0000,0.0544,0.0405,0.0000,0.1519,San Fernando (CS)
14,Capacity of Health Services,-,-,0.0304,0.0974,0.0000,0.0246,0.0249,0.0556,0.0198,San Fernando (CS)
15,Capacity of School Services,-,-,0.0000,0.0436,0.0000,0.4475,0.0558,0.0000,0.0,San Fernando (CS)
16,Recognition of Performance,-,-,0.3258,0.0436,0.0000,0.0490,0.0417,0.0000,0.0,San Fernando (CS)
17,Getting Business Permits,-,-,0.0000,1.4066,0.0000,2.4205,2.4946,2.4763,1.0,San Fernando (CS)
18,Peace and Order,-,-,0.0635,0.1246,0.0000,0.1843,0.2806,0.0000,0.0001,San Fernando (CS)
19,Social Protection,-,-,0.0289,0.2791,0.0000,0.7887,0.6878,0.0000,0.9735,San Fernando (CS)
20,Road Network,-,-,0.0048,0.0008,0.0000,0.0386,0.0003,0.0310,0.0,San Fernando (CS)
21,Distance to Ports,-,-,3.2573,2.4647,0.0000,2.4418,2.4274,0.0000,1.9761,San Fernando (CS)
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,2.0938,1.8438,1.5500,0.3242,San Fernando (CS)
23,Transportation Vehicles,-,-,0.0097,0.0063,0.0000,0.0084,0.0162,0.0239,0.0,San Fernando (CS)
24,Education,-,-,0.0000,0.1772,0.0000,0.0137,0.0315,0.0051,0.0299,San Fernando (CS)
25,Health,-,-,0.1590,0.1485,0.0000,0.0247,0.0203,0.0037,0.0032,San Fernando (CS)
26,LGU Investment,-,-,0.6328,0.1720,0.0000,0.0690,0.0500,0.0000,0.0002,San Fernando (CS)
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0034,0.0299,San Fernando (CS)
28,Information Technology Capacity,-,-,1.5608,0.7937,0.0000,0.3360,0.5370,0.2174,0.2174,San Fernando (CS)
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0543,0.1563,0.0893,0.0486,San Fernando (CS)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4857,1.9865,San Fernando (CS)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.5000,1.9998,San Fernando (CS)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2829,1.002,San Fernando (CS)
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2525,1.002,San Fernando (CS)
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1226,0.0383,0.0000,0.0,San Fernando (CS)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,San Fernando (CS)
36,Emergency Infrastructure,-,-,-,0.8932,0.0000,0.4913,0.4850,0.2649,0.3569,San Fernando (CS)
37,Utilities,-,-,-,0.9955,0.0000,1.8554,1.8692,0.7519,1.4997,San Fernando (CS)
38,Employed Population,-,-,-,0.0775,0.0000,0.0049,0.0038,0.0000,0.0056,San Fernando (CS)
39,Sanitary System,-,-,-,1.0444,0.0000,2.0038,1.9963,1.2501,1.0,San Fernando (CS)
