,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0233,0.0453,0.0004,0.0015,0.0008,0.0146,0.0659,0.0085,Santa Monica
1,Local Economy Growth,-,0.1829,0.1219,0.0030,0.0016,0.0010,0.0325,0.0215,0.0,Santa Monica
2,Active Establishments in the Locality,-,-,-,0.0000,0.0012,0.0488,0.3385,0.4288,0.3338,Santa Monica
3,Safety Compliant Business,-,-,-,0.0491,0.0517,0.1049,0.2670,0.3230,0.2219,Santa Monica
4,Employment Generation,-,0.1961,0.0013,0.0112,0.0220,0.0207,0.1426,0.0150,0.0403,Santa Monica
5,Cost of Living,-,3.6325,2.3333,1.0776,1.4352,1.7500,0.8197,1.6563,0.9737,Santa Monica
6,Cost of Doing Business,-,1.3634,1.6653,1.6896,1.1748,0.7781,2.2155,2.3326,1.7294,Santa Monica
7,Financial Deepening,-,0.2825,0.3086,0.0132,0.0042,0.0000,0.0926,0.1278,0.0222,Santa Monica
8,Productivity,-,0.0003,0.0000,0.0015,0.0013,0.0150,0.0202,0.0077,0.019,Santa Monica
9,Presence of Business and Professional Organizations,-,0.0071,0.0130,0.0148,0.0153,0.0000,0.0413,0.0102,0.0,Santa Monica
10,Compliance to National Directives,-,2.9167,3.3333,2.3684,0.0000,2.4981,2.4653,2.4405,1.9545,Santa Monica
11,Presence of Investment Promotion Unit,-,0.0000,0.0000,2.5000,0.0000,2.5000,2.5000,2.5000,1.9997,Santa Monica
12,Compliance to ARTA Citizens Charter,-,3.0110,1.6200,2.3461,0.0000,1.2484,2.4166,2.1877,0.0,Santa Monica
13,Capacity to Generate Local Resource,-,0.9670,0.5753,0.6349,0.0000,0.0347,0.1556,0.0036,0.0067,Santa Monica
14,Capacity of Health Services,-,0.0360,0.0381,0.0581,0.0000,0.0168,0.1749,0.0998,0.0002,Santa Monica
15,Capacity of School Services,-,0.2062,0.3220,0.0940,0.0000,0.0949,0.0732,0.0471,0.016,Santa Monica
16,Recognition of Performance,-,0.4167,0.0000,0.0940,0.0000,0.0940,0.1429,0.1528,0.0903,Santa Monica
17,Getting Business Permits,-,-,0.0000,1.4661,0.0000,1.4607,1.6111,1.5388,1.0,Santa Monica
18,Peace and Order,-,0.4897,0.4777,0.7092,0.0000,0.1728,0.5263,0.2083,0.0001,Santa Monica
19,Social Protection,-,-,0.0324,0.1598,0.0000,0.2212,0.0827,0.2493,0.1728,Santa Monica
20,Road Network,-,0.0001,0.0033,0.0009,0.0000,0.0001,0.0017,0.0144,0.0,Santa Monica
21,Distance to Ports,-,2.9830,3.1978,2.4420,0.0000,0.8323,2.3978,2.3211,1.9559,Santa Monica
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.3250,2.4375,2.0263,0.4055,Santa Monica
23,Transportation Vehicles,-,0.0437,0.0043,0.0037,0.0000,0.0006,0.0007,0.0231,0.007,Santa Monica
24,Education,-,0.0633,0.1090,0.0572,0.0000,0.0056,0.0234,0.3413,0.0494,Santa Monica
25,Health,-,0.0506,0.0584,0.0192,0.0000,0.0000,0.2192,0.2111,0.1856,Santa Monica
26,LGU Investment,-,0.0003,0.0000,0.1571,0.0000,0.0370,0.1266,0.2184,0.0477,Santa Monica
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0102,0.0389,Santa Monica
28,Information Technology Capacity,-,0.6709,0.7249,0.4960,0.0000,0.1930,0.5833,0.8929,0.5,Santa Monica
29,Financial Technology Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0962,0.0568,0.1429,Santa Monica
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4487,2.4730,2.5000,1.9861,Santa Monica
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,1.9907,2.5000,2.4762,1.9998,Santa Monica
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2544,1.0213,Santa Monica
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.5720,1.053,Santa Monica
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.0672,0.1530,0.0039,0.0019,Santa Monica
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Santa Monica
36,Emergency Infrastructure,-,-,-,0.8586,0.0000,0.4574,0.5319,0.3178,0.4271,Santa Monica
37,Utilities,-,-,-,1.0268,0.0000,0.9392,1.8945,1.3023,1.4832,Santa Monica
38,Employed Population,-,-,-,0.0676,0.0000,0.0000,0.0741,0.0378,0.0504,Santa Monica
39,Sanitary System,-,-,-,1.0102,0.0000,1.0057,2.0010,1.2527,1.0001,Santa Monica
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Santa Monica
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Santa Monica
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Santa Monica
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0167,Santa Monica
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Santa Monica
45,Internet Capability,-,-,-,-,-,-,-,-,1.08,Santa Monica
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Santa Monica
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Santa Monica
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Santa Monica
49,New Technology,-,-,-,-,-,-,-,-,0.0,Santa Monica
