,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.1695,0.0119,0.0077,0.0570,0.0944,0.0134,0.0075,Magallanes (CE)
1,Local Economy Growth,-,-,0.1000,0.0258,0.0015,0.0057,1.0281,0.0004,0.001,Magallanes (CE)
2,Active Establishments in the Locality,-,-,-,0.0102,0.0031,0.2240,0.9136,0.4096,0.394,Magallanes (CE)
3,Safety Compliant Business,-,-,-,0.2459,0.0510,0.2531,0.3182,0.0032,0.2254,Magallanes (CE)
4,Employment Generation,-,-,0.2521,0.1984,0.1201,0.2184,0.4898,0.2070,0.3018,Magallanes (CE)
5,Cost of Living,-,-,2.7500,1.7672,1.4352,1.7500,0.9375,1.1250,1.9994,Magallanes (CE)
6,Cost of Doing Business,-,-,3.2502,1.9245,1.9275,1.8962,2.0344,1.9383,1.8985,Magallanes (CE)
7,Financial Deepening,-,-,0.2315,0.0661,0.0168,0.0452,0.0805,0.1416,0.0859,Magallanes (CE)
8,Productivity,-,-,0.0105,0.0009,0.0054,0.1883,0.1586,0.1480,0.1282,Magallanes (CE)
9,Presence of Business and Professional Organizations,-,-,0.0651,0.0030,0.0033,0.0140,0.0000,0.0000,0.0011,Magallanes (CE)
10,Compliance to National Directives,-,-,2.2222,1.0855,0.0000,2.4994,2.4643,2.4643,1.9615,Magallanes (CE)
11,Presence of Investment Promotion Unit,-,-,0.8333,0.6250,0.0000,2.5000,2.5000,2.5000,1.9997,Magallanes (CE)
12,Compliance to ARTA Citizens Charter,-,-,1.6239,2.2703,0.0000,2.3726,2.4951,2.2501,2.0,Magallanes (CE)
13,Capacity to Generate Local Resource,-,-,1.6585,1.2163,0.0000,0.1248,0.2502,0.8599,0.1464,Magallanes (CE)
14,Capacity of Health Services,-,-,0.1760,0.1729,0.0000,0.0567,0.0689,0.0672,0.0104,Magallanes (CE)
15,Capacity of School Services,-,-,0.4725,0.2740,0.0000,0.3307,0.0978,0.2899,0.0219,Magallanes (CE)
16,Recognition of Performance,-,-,0.0877,0.2740,0.0000,0.4412,0.3803,0.3069,0.1074,Magallanes (CE)
17,Getting Business Permits,-,-,0.0000,1.3471,0.0000,1.6059,1.5702,2.1780,2.0,Magallanes (CE)
18,Peace and Order,-,-,0.2602,0.3298,0.0000,0.3111,0.4082,0.1663,0.0003,Magallanes (CE)
19,Social Protection,-,-,0.0668,0.5301,0.0000,0.7570,0.8626,0.1820,0.0,Magallanes (CE)
20,Road Network,-,-,0.0030,0.0008,0.0000,0.0451,0.0002,0.0368,0.0002,Magallanes (CE)
21,Distance to Ports,-,-,3.0445,2.3714,0.0000,2.3578,2.2810,1.4535,1.951,Magallanes (CE)
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,2.4384,2.1884,2.3125,0.4683,Magallanes (CE)
23,Transportation Vehicles,-,-,0.1495,0.0926,0.0000,0.0287,0.0233,0.0808,0.0202,Magallanes (CE)
24,Education,-,-,0.1107,0.1184,0.0000,0.1352,0.0756,0.1224,0.1989,Magallanes (CE)
25,Health,-,-,0.5627,0.2784,0.0000,0.2042,0.1479,0.1108,0.1003,Magallanes (CE)
26,LGU Investment,-,-,2.8421,0.1034,0.0000,0.0656,0.0592,0.1001,0.0001,Magallanes (CE)
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Magallanes (CE)
28,Information Technology Capacity,-,-,1.0688,0.4960,0.0000,0.2097,0.3148,0.2717,0.6522,Magallanes (CE)
29,Financial Technology Capacity,-,-,0.3333,0.2500,0.0000,0.3125,0.2500,0.0694,0.0909,Magallanes (CE)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4744,2.4744,2.4571,1.9324,Magallanes (CE)
