,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0635,0.1181,0.1196,0.0000,0.0032,0.0053,0.0000,0.0143,0.003,Donsol
1,Local Economy Growth,0.3943,0.2936,0.0812,0.0000,0.0000,0.0014,0.0000,0.0000,0.0005,Donsol
2,Active Establishments in the Locality,-,-,-,0.0000,0.0020,0.1315,0.0000,0.2964,0.2366,Donsol
3,Safety Compliant Business,-,-,-,0.0000,0.1106,0.2035,0.0000,0.2182,0.1495,Donsol
4,Employment Generation,0.0407,0.7996,0.2119,0.0000,0.0444,0.0804,0.0000,0.0853,0.1344,Donsol
5,Cost of Living,3.0172,2.6709,3.4167,2.1940,1.0648,2.0000,0.9375,1.1563,0.0,Donsol
6,Cost of Doing Business,2.9552,2.8643,2.7283,1.3466,1.6754,1.8176,2.0482,2.1135,1.858,Donsol
7,Financial Deepening,0.0931,0.2825,0.9259,0.1587,0.0336,0.0986,0.2018,0.1382,0.098,Donsol
8,Productivity,0.1276,0.0050,0.0055,0.0000,0.0039,0.0550,0.0000,0.0859,0.0744,Donsol
9,Presence of Business and Professional Organizations,0.0710,0.2208,0.4036,0.0305,0.0055,0.0278,0.0101,0.0244,0.019,Donsol
10,Compliance to National Directives,2.9167,2.9167,2.2222,0.0000,0.0000,2.4981,2.3929,2.4643,1.9615,Donsol
11,Presence of Investment Promotion Unit,0.0000,0.0000,3.3333,0.0000,0.0000,2.5000,2.5000,2.5000,1.9981,Donsol
12,Compliance to ARTA Citizens Charter,-,2.2054,1.7101,1.8851,0.0000,2.4437,2.4949,1.5663,2.0,Donsol
13,Capacity to Generate Local Resource,0.7372,0.7271,0.0265,0.0000,0.0000,0.1158,0.0000,0.0448,0.0325,Donsol
14,Capacity of Health Services,0.0831,0.1918,0.2511,0.1919,0.0000,0.0948,0.0830,0.1363,0.0319,Donsol
15,Capacity of School Services,0.1966,0.1285,0.1747,0.0000,0.0000,0.6302,0.0765,0.0822,0.021,Donsol
16,Recognition of Performance,1.1688,0.4167,0.0877,0.0000,0.0000,0.0592,0.0000,0.0000,0.0,Donsol
17,Getting Business Permits,-,-,1.1111,1.1584,0.0000,1.4731,1.5654,1.5530,0.5,Donsol
18,Peace and Order,0.4047,0.1377,0.0945,0.0000,0.0000,0.3802,0.4974,0.1478,0.0001,Donsol
19,Social Protection,-,-,0.0000,0.0000,0.0000,1.8344,0.1915,0.0346,0.9277,Donsol
20,Road Network,0.0058,0.0001,0.0020,0.0007,0.0000,0.0071,0.0005,0.0033,0.0007,Donsol
21,Distance to Ports,3.1969,3.1120,3.1776,2.4557,0.0000,2.4098,2.3534,2.3535,1.9988,Donsol
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,0.0000,0.0000,1.8158,1.5658,2.3658,0.2232,Donsol
23,Transportation Vehicles,0.0256,0.3474,0.2899,0.1882,0.0000,0.0159,0.0316,0.0673,0.0096,Donsol
24,Education,0.2612,0.2502,0.2766,0.2153,0.0000,0.0424,0.0596,0.0778,0.1053,Donsol
25,Health,0.1519,0.1856,0.1317,0.0729,0.0000,0.0677,0.1147,0.0858,0.0762,Donsol
26,LGU Investment,0.5556,0.0000,0.7232,0.0000,0.0000,0.1075,0.0000,0.1515,0.0003,Donsol
27,Accommodation Capacity,1.0759,1.0361,1.5048,0.1032,0.0000,0.1095,0.1359,0.0924,0.0349,Donsol
28,Information Technology Capacity,2.5889,0.8098,0.9947,0.5060,0.0000,0.2097,0.3148,0.1630,0.1739,Donsol
29,Financial Technology Capacity,0.0228,0.4762,0.4762,0.3125,0.0000,0.2649,0.3125,0.1587,0.1818,Donsol
30,Land Use Plan,-,-,-,0.0000,0.0000,2.4103,2.4103,2.3857,1.4865,Donsol
31,Disaster Risk Reduction Plan,-,-,-,0.0000,0.0000,2.4074,2.4074,2.5000,1.9998,Donsol
32,Annual Disaster Drill,-,-,-,0.0000,0.0000,2.4107,0.0000,1.3076,1.004,Donsol
33,Early Warning System,-,-,-,0.0000,0.0000,2.5000,2.5000,1.2525,1.002,Donsol
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.1856,0.0000,0.0025,0.0,Donsol
35,Local Risk Assessments,-,-,-,0.0000,0.0000,2.5000,2.5000,2.5000,2.0,Donsol
36,Emergency Infrastructure,-,-,-,0.0000,0.0000,0.5144,0.5227,0.2883,0.4002,Donsol
37,Utilities,-,-,-,0.0000,0.0000,1.8794,1.8783,0.9996,1.4998,Donsol
38,Employed Population,-,-,-,0.0000,0.0000,0.5485,0.4239,0.0131,0.0027,Donsol
39,Sanitary System,-,-,-,0.0000,0.0000,1.7015,1.4919,1.8754,1.5,Donsol
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Donsol
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Donsol
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Donsol
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0378,Donsol
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Donsol
45,Internet Capability,-,-,-,-,-,-,-,-,1.087,Donsol
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Donsol
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Donsol
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Donsol
49,New Technology,-,-,-,-,-,-,-,-,0.0,Donsol
