,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.5566,0.6106,0.0111,0.1094,0.1132,0.1301,0.1614,0.0241,Noveleta
1,Local Economy Growth,-,0.2397,0.0921,0.0024,0.0100,0.0011,1.0261,0.0018,0.0006,Noveleta
2,Active Establishments in the Locality,-,-,-,0.6802,0.0111,0.9105,0.9281,1.0265,0.8723,Noveleta
3,Safety Compliant Business,-,-,-,1.0746,0.3064,0.5840,0.5983,0.7965,0.5482,Noveleta
4,Employment Generation,-,1.4515,0.4435,0.3850,2.5000,0.2980,0.2625,0.6968,0.3121,Noveleta
5,Cost of Living,-,3.7393,2.7500,1.7672,1.4352,1.7500,0.9375,1.1250,1.9994,Noveleta
6,Cost of Doing Business,-,3.3870,3.4963,1.9386,2.0292,1.9334,2.1821,2.0747,1.7731,Noveleta
7,Financial Deepening,-,2.6130,2.4691,0.3968,0.1342,0.5852,0.7328,0.7520,0.2577,Noveleta
8,Productivity,-,0.1347,0.0681,0.0066,0.0018,0.3522,0.2967,0.3977,0.2007,Noveleta
9,Presence of Business and Professional Organizations,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0320,0.0,Noveleta
10,Compliance to National Directives,-,2.5000,1.3333,0.0000,0.0000,2.4994,2.5000,2.4643,1.9615,Noveleta
11,Presence of Investment Promotion Unit,-,1.6667,1.6667,1.2500,0.0000,1.8750,1.8750,1.8750,1.9997,Noveleta
12,Compliance to ARTA Citizens Charter,-,2.8952,1.9833,2.2836,0.0000,2.3740,2.4974,1.9732,2.0,Noveleta
13,Capacity to Generate Local Resource,-,0.2529,1.6634,1.2090,0.0000,0.3950,0.4494,0.1890,0.1651,Noveleta
14,Capacity of Health Services,-,0.6188,0.7616,0.5199,0.0000,0.2815,0.2324,0.2491,0.0552,Noveleta
15,Capacity of School Services,-,0.3252,0.3932,0.0854,0.0000,0.3641,0.1065,0.0187,0.0297,Noveleta
16,Recognition of Performance,-,0.0000,0.0877,0.0854,0.0000,0.4003,0.1589,0.0329,0.3519,Noveleta
17,Getting Business Permits,-,-,1.1111,2.2994,0.0000,2.3622,2.4035,2.1781,2.0,Noveleta
18,Peace and Order,-,0.1204,0.0993,0.1538,0.0000,0.3917,0.5740,0.1847,0.0002,Noveleta
19,Social Protection,-,-,0.1281,1.1944,0.0000,1.3790,2.0783,0.2208,0.6971,Noveleta
20,Road Network,-,0.0001,0.0028,0.0010,0.0000,0.0069,0.0001,0.0032,0.0007,Noveleta
21,Distance to Ports,-,2.9834,3.1521,2.3899,0.0000,2.3459,2.2997,2.4272,1.9054,Noveleta
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.5000,2.2500,2.5000,0.4617,Noveleta
23,Transportation Vehicles,-,1.1520,0.6559,0.4042,0.0000,0.0303,0.0844,0.1657,0.0128,Noveleta
24,Education,-,0.8957,0.4836,0.3088,0.0000,0.3337,0.1066,0.2192,0.0388,Noveleta
25,Health,-,1.1562,1.0747,0.7414,0.0000,0.2877,0.2761,0.2073,0.349,Noveleta
26,LGU Investment,-,0.1037,0.1769,0.0530,0.0000,0.0911,0.0723,0.1462,0.0001,Noveleta
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Noveleta
28,Information Technology Capacity,-,1.0321,1.0688,1.0218,0.0000,0.6860,0.9306,0.3261,0.3043,Noveleta
29,Financial Technology Capacity,-,1.5476,2.2857,1.6250,0.0000,0.6386,1.3125,0.6052,0.1818,Noveleta
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.5000,2.4857,1.9865,Noveleta
31,Disaster Risk Reduction Plan,-,-,-,2.0000,0.0000,2.4537,2.5000,2.5000,1.9995,Noveleta
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.3734,0.0,Noveleta
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2600,1.0059,Noveleta
34,Budget for DRRMP,-,-,-,0.0004,0.0000,0.1710,0.0616,0.0025,0.0,Noveleta
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Noveleta
36,Emergency Infrastructure,-,-,-,0.9224,0.0000,0.4810,0.5073,0.3152,0.384,Noveleta
37,Utilities,-,-,-,0.2894,0.0000,1.2699,1.2636,1.2917,1.505,Noveleta
38,Employed Population,-,-,-,0.4617,0.0000,0.0244,0.0188,0.0262,0.007,Noveleta
39,Sanitary System,-,-,-,1.0722,0.0000,1.1705,1.0020,1.8751,1.5,Noveleta
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Noveleta
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Noveleta
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Noveleta
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0395,Noveleta
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Noveleta
45,Internet Capability,-,-,-,-,-,-,-,-,0.1522,Noveleta
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Noveleta
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Noveleta
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Noveleta
49,New Technology,-,-,-,-,-,-,-,-,0.0,Noveleta
