,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0719,0.0895,0.0014,0.0034,0.0056,0.0150,0.0009,0.0024,Pinan
1,Local Economy Growth,-,0.2304,0.0878,0.0182,0.0012,0.0014,1.0273,0.0026,0.0007,Pinan
2,Active Establishments in the Locality,-,-,-,0.1678,0.0017,0.1320,0.1642,0.2181,0.1734,Pinan
3,Safety Compliant Business,-,-,-,0.3035,0.0673,0.1345,0.2572,0.1482,0.1073,Pinan
4,Employment Generation,-,0.5994,0.2115,0.1690,0.0535,0.1289,0.0992,0.1447,0.1524,Pinan
5,Cost of Living,-,2.8312,2.9167,0.6897,0.7407,1.5000,1.8229,2.3750,1.9983,Pinan
6,Cost of Doing Business,-,0.6341,2.7779,1.8286,2.0891,2.1039,2.3018,2.2818,1.906,Pinan
7,Financial Deepening,-,0.5650,0.8488,0.1455,0.0461,0.0942,0.1570,0.5689,0.2351,Pinan
8,Productivity,-,0.0175,0.0065,0.0006,0.0039,0.1123,0.0964,0.1076,0.0996,Pinan
9,Presence of Business and Professional Organizations,-,0.0000,0.0130,0.0010,0.0000,0.0009,0.0047,0.0274,0.0063,Pinan
10,Compliance to National Directives,-,2.9167,3.0219,2.3355,0.0000,2.4975,2.5000,2.4286,1.8846,Pinan
11,Presence of Investment Promotion Unit,-,1.6667,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9974,Pinan
12,Compliance to ARTA Citizens Charter,-,2.7113,1.6021,2.2674,0.0000,2.3716,2.4922,2.1595,2.0,Pinan
13,Capacity to Generate Local Resource,-,0.8737,0.6697,0.3795,0.0000,0.0235,0.0496,0.0176,0.0471,Pinan
14,Capacity of Health Services,-,0.1319,0.2511,0.1919,0.0000,0.0673,0.0712,0.0535,0.0339,Pinan
15,Capacity of School Services,-,0.2236,0.3602,0.1220,0.0000,0.2319,0.0814,0.0488,0.0344,Pinan
16,Recognition of Performance,-,0.1389,0.4135,0.1220,0.0000,0.1287,0.0678,0.1439,0.1417,Pinan
17,Getting Business Permits,-,-,0.0000,1.2980,0.0000,1.5288,1.5252,1.8608,1.5,Pinan
18,Peace and Order,-,0.2280,0.1849,0.2404,0.0000,0.2304,0.2806,0.1108,0.2545,Pinan
19,Social Protection,-,-,0.0478,0.4136,0.0000,0.6589,0.4056,0.0303,1.4219,Pinan
20,Road Network,-,0.0002,-,0.0012,0.0000,0.0518,0.0007,0.0817,0.0006,Pinan
21,Distance to Ports,-,3.1592,-,2.4572,0.0000,2.4250,2.4061,2.4365,1.9796,Pinan
22,Availability of Basic Utilities,-,3.3333,-,2.5000,0.0000,2.3438,2.0938,2.2050,0.3508,Pinan
23,Transportation Vehicles,-,0.0134,-,0.0061,0.0000,0.0018,0.0005,0.0081,0.0021,Pinan
24,Education,-,0.0716,-,0.0728,0.0000,0.0074,0.0192,0.0579,0.0632,Pinan
25,Health,-,0.1383,-,0.0729,0.0000,0.0554,0.0971,0.1144,0.0549,Pinan
26,LGU Investment,-,2.5849,-,0.1536,0.0000,0.0567,0.0774,0.0876,0.0003,Pinan
27,Accommodation Capacity,-,0.0000,-,0.0148,0.0000,0.0297,0.0971,0.0090,0.0097,Pinan
28,Information Technology Capacity,-,0.5641,-,0.3770,0.0000,0.2291,0.2315,0.1630,0.087,Pinan
29,Financial Technology Capacity,-,0.0000,-,0.3125,0.0000,0.2649,0.2813,0.3373,0.1818,Pinan
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4744,2.4872,2.4714,1.9459,Pinan
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4853,2.0,Pinan
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.2500,2.5000,1.2747,1.002,Pinan
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2774,1.0079,Pinan
34,Budget for DRRMP,-,-,-,0.0025,0.0000,0.0992,0.0352,0.0023,0.0,Pinan
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Pinan
36,Emergency Infrastructure,-,-,-,0.8608,0.0000,0.4597,0.4570,0.2677,0.3741,Pinan
37,Utilities,-,-,-,0.9729,0.0000,1.8815,1.8777,1.0152,1.5029,Pinan
38,Employed Population,-,-,-,0.2067,0.0000,0.0207,0.0047,0.0174,0.0047,Pinan
39,Sanitary System,-,-,-,1.5383,0.0000,2.0485,1.4882,1.8751,1.5,Pinan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0513,Pinan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Pinan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Pinan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Pinan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Pinan
45,Internet Capability,-,-,-,-,-,-,-,-,0.0435,Pinan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0395,Pinan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Pinan
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Pinan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Pinan
