,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.0818,0.0005,0.0018,0.0030,0.0217,0.0100,0.0003,Sasmuan
1,Local Economy Growth,-,-,0.0825,0.0054,0.0014,0.0013,1.0336,0.0007,0.0008,Sasmuan
2,Active Establishments in the Locality,-,-,-,0.1784,0.0029,0.1123,0.3199,0.3434,0.1125,Sasmuan
3,Safety Compliant Business,-,-,-,0.1044,0.0546,0.1003,0.1116,0.0986,0.0439,Sasmuan
4,Employment Generation,-,-,0.2178,0.1732,0.0000,0.0000,0.0862,0.1065,0.1752,Sasmuan
5,Cost of Living,-,-,2.6667,1.5086,1.8519,2.2500,0.8854,1.0313,1.9993,Sasmuan
6,Cost of Doing Business,-,-,1.1359,0.6537,1.4216,1.4686,2.0280,2.0156,1.8761,Sasmuan
7,Financial Deepening,-,-,0.0772,0.0132,0.0000,0.0011,0.0313,0.0837,0.0609,Sasmuan
8,Productivity,-,-,0.0021,0.0006,0.0000,0.0064,0.0819,0.0941,0.052,Sasmuan
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0011,Sasmuan
10,Compliance to National Directives,-,-,2.2222,0.0000,0.0000,2.4994,2.4643,2.3929,1.8077,Sasmuan
11,Presence of Investment Promotion Unit,-,-,0.0000,0.0000,0.0000,1.2500,2.5000,2.5000,1.9984,Sasmuan
12,Compliance to ARTA Citizens Charter,-,-,1.6287,1.7394,0.0000,2.3286,2.4772,2.2126,2.0,Sasmuan
13,Capacity to Generate Local Resource,-,-,0.0000,0.0000,0.0000,0.0340,0.2314,0.0171,0.0194,Sasmuan
14,Capacity of Health Services,-,-,0.0815,0.0625,0.0000,0.0266,0.0277,0.0203,0.0366,Sasmuan
15,Capacity of School Services,-,-,0.0000,0.0000,0.0000,0.0776,0.0126,0.0405,0.0577,Sasmuan
16,Recognition of Performance,-,-,1.1905,0.0000,0.0000,0.0000,0.0000,0.0720,0.2667,Sasmuan
17,Getting Business Permits,-,-,0.0000,1.5435,0.0000,1.6059,1.6584,1.5556,2.0,Sasmuan
18,Peace and Order,-,-,0.0000,0.2001,0.0000,0.2995,0.3061,0.0739,0.0001,Sasmuan
19,Social Protection,-,-,0.0638,0.0000,0.0000,0.7302,0.6064,0.1023,1.1908,Sasmuan
20,Road Network,-,-,0.0000,0.0000,0.0000,0.0620,0.0001,0.0412,0.0001,Sasmuan
21,Distance to Ports,-,-,2.2222,1.6666,0.0000,1.4821,2.1847,2.3679,1.9564,Sasmuan
22,Availability of Basic Utilities,-,-,1.6667,1.2500,0.0000,2.4500,2.2000,2.2813,0.4212,Sasmuan
23,Transportation Vehicles,-,-,0.2211,0.1435,0.0000,0.0104,0.2045,0.2308,0.0041,Sasmuan
24,Education,-,-,0.0000,0.0000,0.0000,0.0789,0.0737,0.1070,0.0806,Sasmuan
25,Health,-,-,0.0000,0.0000,0.0000,0.0305,0.0259,0.0597,0.0815,Sasmuan
26,LGU Investment,-,-,0.0000,0.0000,0.0000,0.0490,0.0542,0.0967,0.0003,Sasmuan
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Sasmuan
28,Information Technology Capacity,-,-,0.4762,0.5655,0.0000,0.3930,0.3380,0.4891,0.087,Sasmuan
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Sasmuan
30,Land Use Plan,-,-,-,0.0000,0.0000,2.4872,2.4872,2.4714,1.9459,Sasmuan
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4706,1.9998,Sasmuan
32,Annual Disaster Drill,-,-,-,0.0000,0.0000,2.4107,2.5000,1.2829,1.006,Sasmuan
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.3222,1.0692,Sasmuan
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.1184,0.0403,0.0024,0.0,Sasmuan
35,Local Risk Assessments,-,-,-,0.0000,0.0000,2.5000,2.5000,2.5000,2.0,Sasmuan
36,Emergency Infrastructure,-,-,-,0.4167,0.0000,0.4603,0.4542,0.2451,0.052,Sasmuan
37,Utilities,-,-,-,0.0000,0.0000,1.0658,1.8788,1.2638,1.5002,Sasmuan
38,Employed Population,-,-,-,0.0000,0.0000,0.0183,0.0188,0.0131,0.0034,Sasmuan
39,Sanitary System,-,-,-,0.0000,0.0000,1.7765,1.8488,1.8751,1.5,Sasmuan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Sasmuan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Sasmuan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Sasmuan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.005,Sasmuan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Sasmuan
45,Internet Capability,-,-,-,-,-,-,-,-,1.0435,Sasmuan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0264,Sasmuan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Sasmuan
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Sasmuan
49,New Technology,-,-,-,-,-,-,-,-,0.002,Sasmuan
