,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.2024,0.1165,0.1171,0.0030,0.0103,0.0058,0.0033,0.0095,0.0035,Mangatarem
1,Local Economy Growth,0.1749,0.2747,0.0699,0.0014,0.0642,0.0053,0.3295,0.0038,0.0,Mangatarem
2,Active Establishments in the Locality,-,-,-,0.0000,0.2677,0.1270,0.1793,0.2774,0.291,Mangatarem
3,Safety Compliant Business,-,-,-,0.2752,0.2145,0.1333,0.1258,0.3195,0.0,Mangatarem
4,Employment Generation,0.0000,0.0000,0.1174,0.0000,0.0741,0.1338,0.0705,0.1035,0.095,Mangatarem
5,Cost of Living,0.0000,2.8101,3.0833,1.7568,1.8056,0.5159,0.9052,1.3750,1.8269,Mangatarem
6,Cost of Doing Business,0.6778,1.8498,2.9617,2.3061,2.2321,2.1542,2.2968,2.3821,1.9033,Mangatarem
7,Financial Deepening,0.8613,0.6446,0.8379,0.3409,0.0479,0.3727,0.3045,0.4215,0.3916,Mangatarem
8,Productivity,0.0000,0.0000,0.0000,0.0000,0.0021,0.0004,0.0565,0.0817,0.0428,Mangatarem
9,Presence of Business and Professional Organizations,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0343,0.0614,Mangatarem
10,Compliance to National Directives,0.8333,2.9167,1.9444,2.4359,0.0000,2.4000,2.3864,2.4405,1.9643,Mangatarem
11,Presence of Investment Promotion Unit,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8750,2.5000,1.9231,Mangatarem
12,Compliance to ARTA Citizens Charter,-,2.6850,1.9977,2.2944,0.0000,2.1906,2.3828,2.2433,2.0,Mangatarem
13,Capacity to Generate Local Resource,0.9311,0.8694,1.8874,0.7577,0.0000,0.0466,0.1610,0.0201,0.0027,Mangatarem
14,Capacity of Health Services,0.3946,0.2328,0.2695,0.1016,0.0000,0.0984,0.0897,0.2598,0.0037,Mangatarem
15,Capacity of School Services,0.4231,0.4489,0.3301,0.1483,0.0000,0.3660,0.1876,0.1242,0.0021,Mangatarem
16,Recognition of Performance,0.0000,0.0000,0.0505,0.1483,0.0000,0.1100,0.1301,0.2987,0.664,Mangatarem
17,Getting Business Permits,-,-,0.0000,2.1436,0.0000,1.6580,2.4892,2.4526,2.0,Mangatarem
18,Peace and Order,0.0000,0.0415,0.0289,0.2305,0.0000,0.0263,0.0227,0.0401,0.0001,Mangatarem
19,Social Protection,-,-,0.3455,0.6525,0.0000,0.6298,0.3059,0.4715,0.0,Mangatarem
20,Road Network,0.0000,0.0000,0.0000,0.0000,0.0000,0.0639,0.0012,0.0724,0.0005,Mangatarem
21,Distance to Ports,2.0781,2.9488,2.7710,2.1032,0.0000,2.3891,2.4292,2.2668,1.7468,Mangatarem
22,Availability of Basic Utilities,0.0000,1.6667,3.3333,2.5000,0.0000,1.8639,1.8948,1.8947,0.1101,Mangatarem
23,Transportation Vehicles,0.0000,0.0912,0.1530,0.0191,0.0000,0.0049,0.0081,0.0086,0.0114,Mangatarem
24,Education,0.2618,0.3472,0.0921,0.2228,0.0000,0.1502,0.1347,0.1383,0.0629,Mangatarem
25,Health,0.3480,0.2596,0.2514,0.1970,0.0000,0.1987,0.2184,0.2397,0.1938,Mangatarem
26,LGU Investment,0.1235,0.0000,0.0000,0.8860,0.0000,0.2123,0.1523,0.0181,0.0006,Mangatarem
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Mangatarem
28,Information Technology Capacity,0.0000,0.1961,0.4928,0.4394,0.0000,0.3516,0.3340,0.6364,0.0441,Mangatarem
29,Financial Technology Capacity,0.0000,0.1481,0.1751,0.1689,0.0000,0.1558,0.1217,0.1848,0.069,Mangatarem
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4615,2.4615,2.4773,1.9848,Mangatarem
31,Disaster Risk Reduction Plan,-,-,-,2.0000,0.0000,2.4537,2.5000,2.4737,1.9998,Mangatarem
32,Annual Disaster Drill,-,-,-,0.0000,0.0000,2.0000,2.5000,1.2667,1.054,Mangatarem
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2591,1.3524,Mangatarem
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.2078,0.1316,0.0215,0.0,Mangatarem
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Mangatarem
36,Emergency Infrastructure,-,-,-,0.8607,0.0000,0.4624,0.6633,0.3310,0.5512,Mangatarem
37,Utilities,-,-,-,0.9775,0.0000,1.8805,1.8795,1.2730,1.5104,Mangatarem
38,Employed Population,-,-,-,0.1099,0.0000,0.0045,0.0395,0.1078,0.299,Mangatarem
39,Sanitary System,-,-,-,1.0750,0.0000,1.3332,1.4198,1.2503,1.5002,Mangatarem
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0392,Mangatarem
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0036,Mangatarem
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Mangatarem
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Mangatarem
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Mangatarem
45,Internet Capability,-,-,-,-,-,-,-,-,1.0238,Mangatarem
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.045,Mangatarem
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Mangatarem
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Mangatarem
49,New Technology,-,-,-,-,-,-,-,-,0.0,Mangatarem
