,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.0890,0.0000,0.0000,0.0000,0.0059,0.0116,0.0005,Uson
1,Local Economy Growth,-,-,0.0752,0.0003,0.0000,0.0013,0.0000,0.0124,0.0999,Uson
2,Active Establishments in the Locality,-,-,-,0.2064,0.0000,0.0000,0.1153,1.0997,-,Uson
3,Safety Compliant Business,-,-,-,0.1021,0.0000,0.0000,0.0802,0.2069,0.2319,Uson
4,Employment Generation,-,-,0.0000,0.1039,0.0000,0.0000,0.0685,0.2319,0.4422,Uson
5,Cost of Living,-,-,3.4167,1.2500,0.6481,1.0000,1.6667,1.4375,0.0000,Uson
6,Cost of Doing Business,-,-,1.6189,1.8253,1.4479,1.4826,1.9038,1.9628,0.9517,Uson
7,Financial Deepening,-,-,0.0772,0.1190,0.0336,0.0886,0.0865,0.2148,0.0517,Uson
8,Productivity,-,-,0.0000,0.0000,0.0000,0.0000,0.0598,0.1353,0.0680,Uson
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0152,0.0000,Uson
10,Compliance to National Directives,-,-,3.3333,0.0000,0.0000,0.0000,2.5000,0.0000,2.0000,Uson
11,Presence of Investment Promotion Unit,-,-,1.6667,0.0000,0.0000,0.0000,1.8750,1.8750,1.9987,Uson
12,Compliance to ARTA Citizens Charter,-,-,0.0593,1.4610,0.0000,1.4978,2.4757,2.3474,2.0000,Uson
13,Capacity to Generate Local Resource,-,-,0.0000,0.0161,0.0000,0.0000,0.4038,0.0330,0.0375,Uson
14,Capacity of Health Services,-,-,0.0869,0.0756,0.0000,0.0262,0.0385,0.0778,0.0000,Uson
15,Capacity of School Services,-,-,0.3655,0.0807,0.0000,0.5598,0.7659,0.1911,0.0000,Uson
16,Recognition of Performance,-,-,0.4135,0.0807,0.0000,0.0000,0.0013,0.0000,0.0000,Uson
17,Getting Business Permits,-,-,0.0000,1.4263,0.0000,1.5612,1.5702,0.6879,1.0000,Uson
18,Peace and Order,-,-,0.0003,0.0891,0.0000,0.2189,0.3827,0.0677,0.1007,Uson
19,Social Protection,-,-,0.0021,0.0000,0.0000,0.8424,0.7347,0.0641,0.0000,Uson
20,Road Network,-,-,0.0000,0.0006,0.0000,0.0908,0.0005,0.1279,0.0003,Uson
21,Distance to Ports,-,-,0.0000,2.4294,0.0000,2.3655,2.3635,2.3292,1.9588,Uson
22,Availability of Basic Utilities,-,-,3.3333,1.5625,0.0000,1.1688,1.2875,1.1692,0.2232,Uson
23,Transportation Vehicles,-,-,0.0749,0.0657,0.0000,0.0047,0.0135,0.0197,0.0009,Uson
24,Education,-,-,0.0000,0.2153,0.0000,0.0159,0.0382,0.1528,0.0000,Uson
25,Health,-,-,0.1239,0.0206,0.0000,0.0000,0.0317,0.1398,0.0113,Uson
26,LGU Investment,-,-,0.7513,0.1593,0.0000,0.0000,0.0000,0.1302,0.0000,Uson
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0263,0.0000,Uson
28,Information Technology Capacity,-,-,1.3122,0.7540,0.0000,0.3957,0.0833,0.1087,0.2174,Uson
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Uson
30,Land Use Plan,-,-,-,2.5000,0.0000,0.0000,2.3077,2.3143,1.7568,Uson
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,0.0000,2.0370,2.4853,1.9998,Uson
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,0.0000,1.2500,1.2500,0.0010,Uson
33,Early Warning System,-,-,-,0.0000,0.0000,0.0000,2.5000,0.0000,1.0020,Uson
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.0000,0.0000,0.0025,0.0000,Uson
35,Local Risk Assessments,-,-,-,2.5000,0.0000,0.0000,2.5000,2.5000,2.0000,Uson
36,Emergency Infrastructure,-,-,-,0.8942,0.0000,0.0000,0.0486,0.0677,0.0104,Uson
37,Utilities,-,-,-,1.0202,0.0000,0.0000,1.8605,0.6737,1.4984,Uson
38,Employed Population,-,-,-,0.0711,0.0000,0.0000,0.0000,0.0000,0.0007,Uson
39,Sanitary System,-,-,-,0.5667,0.0000,0.0000,1.0005,0.0000,0.5000,Uson
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0000,Uson
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0000,Uson
42,STEM graduates,-,-,-,-,-,-,-,-,0.0000,Uson
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0000,Uson
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0000,Uson
45,Internet Capability,-,-,-,-,-,-,-,-,1.1087,Uson
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0000,Uson
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0000,Uson
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Uson
49,New Technology,-,-,-,-,-,-,-,-,0.0000,Uson
