,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.6212,0.3119,1.5322,0.0654,0.0512,0.0189,0.0226,0.0457,0.0295,Naic
1,Local Economy Growth,0.3350,0.2518,0.1426,0.0001,0.0105,0.0016,0.3303,0.0026,0.0,Naic
2,Active Establishments in the Locality,-,-,-,0.2685,0.6845,0.3392,0.5358,0.7270,0.5406,Naic
3,Safety Compliant Business,-,-,-,0.4839,1.0098,0.3817,0.3648,0.3785,0.0,Naic
4,Employment Generation,0.2785,0.1161,0.2420,0.1187,0.1593,0.2793,0.2527,0.3097,0.1932,Naic
5,Cost of Living,3.6877,3.3915,2.7500,1.9257,1.4352,1.3889,0.7759,1.1250,1.8606,Naic
6,Cost of Doing Business,0.8869,3.3011,3.1409,2.0957,2.1483,2.0649,2.2519,2.2316,1.8595,Naic
7,Financial Deepening,1.1872,1.2201,1.1549,0.6692,0.1289,0.4999,0.4268,0.3708,0.4014,Naic
8,Productivity,0.0674,0.0217,0.3109,0.0248,0.0042,0.0030,0.1455,0.1874,0.1184,Naic
9,Presence of Business and Professional Organizations,0.0646,0.4023,0.0833,0.2623,0.1713,0.1454,0.3668,0.3538,0.0034,Naic
10,Compliance to National Directives,3.3333,3.3333,3.2456,2.2756,0.0000,2.4000,2.4242,2.4405,1.9643,Naic
11,Presence of Investment Promotion Unit,0.0000,0.0000,0.0000,0.0000,0.0000,2.5000,2.5000,2.5000,1.8719,Naic
12,Compliance to ARTA Citizens Charter,-,2.5133,1.8575,2.0523,0.0000,2.2390,2.4206,2.1162,2.0,Naic
13,Capacity to Generate Local Resource,0.1723,0.1838,1.7694,1.3916,0.0000,0.3519,0.3530,0.0472,0.0127,Naic
14,Capacity of Health Services,0.0322,0.1419,0.3213,0.2190,0.0000,0.2131,0.2221,0.2238,0.002,Naic
15,Capacity of School Services,0.0000,0.6083,0.4041,0.1528,0.0000,0.6215,0.3921,0.1712,0.0514,Naic
16,Recognition of Performance,0.0000,0.3968,0.0000,0.1528,0.0000,0.2976,0.0046,0.0781,0.1538,Naic
17,Getting Business Permits,-,-,1.1111,1.6698,0.0000,1.6547,1.5746,1.5125,1.5,Naic
18,Peace and Order,0.3921,0.0394,0.0347,0.2428,0.0000,0.0491,0.0491,0.0649,0.0332,Naic
19,Social Protection,-,-,0.5656,0.4332,0.0000,0.6891,0.9190,0.0034,0.0008,Naic
20,Road Network,0.0000,0.0010,0.0011,0.0007,0.0000,0.0110,0.0001,0.0192,0.0006,Naic
21,Distance to Ports,3.1960,3.1189,3.0654,2.3156,0.0000,2.4106,2.4074,2.4291,1.8491,Naic
22,Availability of Basic Utilities,0.0000,3.3333,1.1111,2.5000,0.0000,2.4372,2.4375,2.4286,0.1048,Naic
23,Transportation Vehicles,0.1345,0.6547,1.0507,0.3208,0.0000,0.0442,0.0416,0.0442,0.0704,Naic
24,Education,0.5294,1.0127,0.2618,0.2313,0.0000,0.1304,0.2622,0.1039,0.1739,Naic
25,Health,0.2982,0.2033,0.5618,0.2770,0.0000,0.1652,0.1792,0.2314,0.1919,Naic
26,LGU Investment,0.5015,0.0000,3.1367,0.3740,0.0000,0.4231,0.2323,0.0229,0.0007,Naic
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0421,0.0415,0.0523,0.0038,Naic
28,Information Technology Capacity,0.0000,0.4525,0.4638,0.5717,0.0000,0.4904,0.4382,0.5909,0.326,Naic
29,Financial Technology Capacity,0.2283,0.4868,0.5269,0.3379,0.0000,0.3117,0.2915,0.3636,0.0863,Naic
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4231,2.4231,2.4773,1.9697,Naic
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.5000,2.5000,2.4474,1.9993,Naic
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.2667,1.008,Naic
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2719,1.0037,Naic
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.2959,0.2103,0.0215,0.0,Naic
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Naic
36,Emergency Infrastructure,-,-,-,0.9431,0.0000,0.5289,0.5632,0.3656,0.4331,Naic
37,Utilities,-,-,-,1.0065,0.0000,1.8796,1.8793,1.2701,1.5065,Naic
38,Employed Population,-,-,-,0.2824,0.0000,0.0067,0.0064,0.0070,0.0034,Naic
39,Sanitary System,-,-,-,1.5547,0.0000,1.9954,1.9966,1.8751,1.5001,Naic
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1176,Naic
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Naic
42,STEM graduates,-,-,-,-,-,-,-,-,0.001,Naic
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0281,Naic
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Naic
45,Internet Capability,-,-,-,-,-,-,-,-,0.1762,Naic
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Naic
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Naic
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Naic
49,New Technology,-,-,-,-,-,-,-,-,0.0,Naic
