,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,3.7878,0.9371,1.2483,0.1322,0.1997,0.1815,0.2149,0.1845,0.2222,San Pedro
1,Local Economy Growth,0.3895,0.2142,0.2830,0.0101,0.0709,0.0903,0.5940,0.0300,0.0343,San Pedro
2,Active Establishments in the Locality,-,-,-,0.5394,1.5492,0.9832,0.7187,1.0260,0.0,San Pedro
3,Safety Compliant Business,-,-,-,0.7586,0.4198,0.9380,0.8467,0.7486,0.5849,San Pedro
4,Employment Generation,0.0000,4.1667,1.2634,0.0383,0.1632,0.4464,0.5643,0.6261,0.1614,San Pedro
5,Cost of Living,3.6877,3.0344,3.5000,1.9397,2.0918,1.3492,2.1831,1.3312,1.5897,San Pedro
6,Cost of Doing Business,1.0114,2.4518,3.2994,1.5645,1.4722,1.9929,1.9356,1.7302,1.4375,San Pedro
7,Financial Deepening,4.1667,0.7786,1.4430,1.0600,0.7753,0.1791,0.8730,0.7940,0.4907,San Pedro
8,Productivity,0.0000,0.1048,4.1667,0.3232,0.2807,0.5043,0.6830,0.4795,0.1694,San Pedro
9,Presence of Business and Professional Organizations,0.1679,1.0492,0.4332,0.0231,0.0794,0.0778,0.0568,0.1114,0.1273,San Pedro
10,Compliance to National Directives,1.3333,2.5000,1.3333,2.4306,2.3611,2.2917,2.2656,2.2059,2.0,San Pedro
11,Presence of Investment Promotion Unit,0.0000,0.0000,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.8096,San Pedro
12,Compliance to ARTA Citizens Charter,-,2.3428,2.1546,2.0360,1.9289,1.8300,1.9428,1.6151,2.0,San Pedro
13,Capacity to Generate Local Resource,0.4069,0.5021,1.8530,1.5811,1.2357,0.2451,0.3798,0.3345,0.7046,San Pedro
14,Capacity of Health Services,0.0402,0.3298,0.3824,0.2235,0.1973,0.2517,0.1937,0.2594,0.188,San Pedro
15,Capacity of School Services,0.0000,0.8791,0.1489,0.2772,0.3959,0.3760,0.6540,0.3436,0.3285,San Pedro
16,Recognition of Performance,0.0000,0.0388,0.3307,0.2772,0.4124,0.5564,0.4241,0.0877,0.1334,San Pedro
17,Getting Business Permits,-,-,2.9045,2.1444,1.8453,2.0618,1.7361,2.0900,2.0,San Pedro
18,Peace and Order,0.2691,0.0872,0.1966,0.1196,0.0401,0.1799,0.2114,0.0737,0.0675,San Pedro
19,Social Protection,-,-,0.4945,0.7868,1.3961,1.2582,1.1792,0.6720,0.3956,San Pedro
20,Road Network,0.0455,0.0094,2.4390,0.0417,1.4531,0.0342,0.0488,0.0012,0.0208,San Pedro
21,Distance to Ports,1.1104,2.8512,3.1041,2.2743,2.2543,2.2342,2.2554,2.2613,1.8852,San Pedro
22,Availability of Basic Utilities,0.0000,3.3333,3.3333,2.5000,2.5000,2.4749,2.4694,2.4702,1.5835,San Pedro
23,Transportation Vehicles,0.4378,0.7095,0.4383,0.4813,0.3888,0.1989,0.1973,0.1697,0.167,San Pedro
24,Education,0.0000,0.8038,0.8220,0.8279,0.6260,0.5546,0.4155,0.5385,0.6025,San Pedro
25,Health,1.1131,0.7178,0.6522,0.7603,0.1595,0.6799,0.6121,0.6640,0.2555,San Pedro
26,LGU Investment,1.9444,0.3272,0.3848,0.2144,0.2565,0.5057,0.5945,0.1015,0.0055,San Pedro
27,Accommodation Capacity,0.2531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1942,0.0,San Pedro
28,Information Technology Capacity,0.0000,0.6636,1.5544,0.1850,0.7098,0.6915,0.7565,1.2500,0.3158,San Pedro
29,Financial Technology Capacity,2.0415,1.2572,1.2285,0.8970,0.8736,0.9309,0.9154,0.7918,0.3435,San Pedro
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4998,2.4773,2.4600,1.9048,San Pedro
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.3214,2.5000,2.5000,1.8889,San Pedro
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,2.2917,2.5000,1.2770,1.0194,San Pedro
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.3326,1.0436,San Pedro
34,Budget for DRRMP,-,-,-,0.0408,0.2232,0.6991,0.6095,0.1279,1.5108,San Pedro
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,San Pedro
36,Emergency Infrastructure,-,-,-,0.9170,0.9330,0.5143,0.7167,0.5317,0.6111,San Pedro
37,Utilities,-,-,-,1.0045,1.6852,1.9082,1.9220,1.3294,1.5311,San Pedro
38,Employed Population,-,-,-,0.0472,0.0090,0.0465,0.0081,0.0211,0.0422,San Pedro
39,Sanitary System,-,-,-,1.5562,1.5608,1.9682,1.9882,1.8761,1.5,San Pedro
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.8108,San Pedro
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0045,San Pedro
42,STEM graduates,-,-,-,-,-,-,-,-,0.0545,San Pedro
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.4312,San Pedro
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,San Pedro
45,Internet Capability,-,-,-,-,-,-,-,-,1.0608,San Pedro
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,San Pedro
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,San Pedro
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,San Pedro
49,New Technology,-,-,-,-,-,-,-,-,0.0051,San Pedro
