,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0000,0.0172,0.0296,0.0089,0.0027,0.0025,0.0368,0.0070,0.0015,Ilog
1,Local Economy Growth,0.0000,0.0000,0.0970,0.0109,0.0102,0.0071,0.3312,0.0066,0.0,Ilog
2,Active Establishments in the Locality,-,-,-,0.0479,0.0477,0.0267,0.0368,0.0588,0.0498,Ilog
3,Safety Compliant Business,-,-,-,0.0369,0.0282,0.0398,0.0255,0.0676,0.0,Ilog
4,Employment Generation,0.0000,0.0000,0.0157,0.0042,0.0008,0.0181,0.0166,0.0191,0.0171,Ilog
5,Cost of Living,3.4004,2.9554,3.5000,1.9257,2.3611,1.8254,0.0000,0.5938,1.6875,Ilog
6,Cost of Doing Business,1.6154,2.3808,3.0309,2.2561,2.2200,2.0960,2.2618,2.3642,1.899,Ilog
7,Financial Deepening,0.0233,0.2532,0.2264,0.1263,0.0184,0.0588,0.0593,0.0380,0.0443,Ilog
8,Productivity,0.0000,0.0000,0.0025,0.0278,0.0579,0.0002,0.0088,0.0150,0.0042,Ilog
9,Presence of Business and Professional Organizations,0.0000,0.0000,0.0000,0.0860,0.0235,0.0106,0.0077,0.0106,0.005,Ilog
10,Compliance to National Directives,3.3333,3.3333,2.2222,0.0000,0.0000,0.0000,0.0000,2.4405,1.9643,Ilog
11,Presence of Investment Promotion Unit,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Ilog
12,Compliance to ARTA Citizens Charter,-,2.5752,1.9245,1.9519,0.0000,1.9520,2.2109,1.5440,0.0,Ilog
13,Capacity to Generate Local Resource,0.0000,0.0000,1.1833,0.0483,0.0000,0.1330,0.1211,0.0081,0.0012,Ilog
14,Capacity of Health Services,0.0375,0.0726,0.0605,0.0748,0.0000,0.0570,0.0400,0.0691,0.0005,Ilog
15,Capacity of School Services,0.3833,0.4480,0.2420,0.1469,0.0000,0.1210,0.0536,0.0000,0.0018,Ilog
16,Recognition of Performance,0.0000,0.7143,0.0000,0.1469,0.0000,0.0253,0.0307,0.0000,0.0291,Ilog
17,Getting Business Permits,-,-,1.1111,2.2085,0.0000,2.4832,2.4826,1.8247,2.0,Ilog
18,Peace and Order,0.6235,0.0773,0.0637,0.4144,0.0000,0.0024,0.0096,0.0248,0.0001,Ilog
19,Social Protection,-,-,0.0000,0.0947,0.0000,0.2415,0.1610,0.0000,0.0004,Ilog
20,Road Network,0.0011,0.0003,0.0003,0.0002,0.0000,0.0819,0.0004,0.1598,0.0001,Ilog
21,Distance to Ports,2.8683,2.9160,2.5476,1.9287,0.0000,2.0490,2.4844,2.1703,1.735,Ilog
22,Availability of Basic Utilities,0.0000,3.3333,3.3333,2.5000,0.0000,2.0488,2.1250,2.0896,0.0035,Ilog
23,Transportation Vehicles,0.0027,0.0306,0.0887,0.0476,0.0000,0.0564,0.0703,0.0790,0.0322,Ilog
24,Education,0.1331,0.1276,0.0472,0.0518,0.0000,0.0428,0.0293,0.0159,0.0087,Ilog
25,Health,0.1734,0.0294,0.0358,0.0322,0.0000,0.0603,0.0330,0.0533,0.0245,Ilog
26,LGU Investment,0.6867,0.0000,0.1695,0.3825,0.0000,0.2398,0.1104,0.0009,0.0004,Ilog
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0072,0.0,Ilog
28,Information Technology Capacity,0.0000,0.1835,0.6522,0.1915,0.0000,0.1786,0.2679,0.0909,0.0176,Ilog
29,Financial Technology Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0481,0.0000,0.0,Ilog
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3974,2.3974,2.4773,1.9848,Ilog
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4737,1.9998,Ilog
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.2750,1.008,Ilog
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2683,1.0124,Ilog
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1545,0.1105,0.0215,0.0,Ilog
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,1.0,Ilog
36,Emergency Infrastructure,-,-,-,0.8837,0.0000,0.4807,0.4665,0.3294,0.4186,Ilog
37,Utilities,-,-,-,1.0076,0.0000,1.8746,1.8743,1.2509,1.5011,Ilog
38,Employed Population,-,-,-,0.1280,0.0000,0.0817,0.0798,0.0443,0.0632,Ilog
39,Sanitary System,-,-,-,1.0235,0.0000,1.9674,1.9811,1.8752,1.5002,Ilog
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Ilog
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Ilog
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Ilog
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0009,Ilog
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Ilog
45,Internet Capability,-,-,-,-,-,-,-,-,0.0095,Ilog
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Ilog
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Ilog
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Ilog
49,New Technology,-,-,-,-,-,-,-,-,0.0,Ilog
