,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0000,0.0000,0.0101,0.0000,0.0474,0.0794,0.2102,0.007,San Francisco (CU)
1,Local Economy Growth,-,0.0000,0.0000,0.0000,0.0000,0.0013,1.0260,0.0066,0.0001,San Francisco (CU)
2,Active Establishments in the Locality,-,-,-,0.0000,0.0022,0.1398,0.4171,1.4147,1.2035,San Francisco (CU)
3,Safety Compliant Business,-,-,-,0.5097,0.0000,0.4903,0.6564,0.7395,0.0461,San Francisco (CU)
4,Employment Generation,-,0.0000,0.0000,0.4291,0.0000,0.3220,0.5013,0.7187,1.0168,San Francisco (CU)
5,Cost of Living,-,2.9070,2.6667,0.6466,1.4352,1.5000,1.6667,2.3750,1.9996,San Francisco (CU)
6,Cost of Doing Business,-,2.2121,2.2057,1.8953,1.6209,2.0774,2.1057,2.1947,1.8672,San Francisco (CU)
7,Financial Deepening,-,0.0230,0.1359,0.1852,0.0000,0.0011,0.2317,0.3722,0.1321,San Francisco (CU)
8,Productivity,-,0.0000,0.0000,0.0024,0.0000,0.2055,0.3311,0.7400,0.4325,San Francisco (CU)
9,Presence of Business and Professional Organizations,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,0.0,San Francisco (CU)
10,Compliance to National Directives,-,0.0000,0.2222,0.0000,0.0000,2.4981,2.4286,2.3571,1.8077,San Francisco (CU)
11,Presence of Investment Promotion Unit,-,0.0000,0.0000,2.5000,0.0000,2.5000,2.5000,2.5000,1.9981,San Francisco (CU)
12,Compliance to ARTA Citizens Charter,-,0.0000,0.5404,1.5420,0.0000,2.2707,2.0797,2.3670,2.0,San Francisco (CU)
13,Capacity to Generate Local Resource,-,1.8412,0.0000,1.2566,0.0000,0.0881,0.0939,0.0917,0.245,San Francisco (CU)
14,Capacity of Health Services,-,0.0000,0.1114,0.1889,0.0000,0.0715,0.0129,0.1562,0.0326,San Francisco (CU)
15,Capacity of School Services,-,0.0000,0.0000,0.1712,0.0000,0.2569,0.0488,0.0985,0.0184,San Francisco (CU)
16,Recognition of Performance,-,0.0000,0.0000,0.1712,0.0000,0.0000,0.0000,0.0329,0.125,San Francisco (CU)
17,Getting Business Permits,-,-,0.0000,0.9589,0.0000,1.4817,1.3396,1.5416,1.5,San Francisco (CU)
18,Peace and Order,-,0.0000,0.0148,0.0778,0.0000,0.2074,0.3189,0.1108,0.0001,San Francisco (CU)
19,Social Protection,-,-,0.1641,0.8010,0.0000,1.9660,0.8981,0.2494,1.1419,San Francisco (CU)
20,Road Network,-,0.0000,0.0000,0.1030,0.0000,0.0592,0.0007,0.0497,0.0,San Francisco (CU)
21,Distance to Ports,-,0.0000,0.0964,2.3356,0.0000,2.0429,1.7561,1.7715,1.9892,San Francisco (CU)
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.3750,1.4833,2.0442,0.4491,San Francisco (CU)
23,Transportation Vehicles,-,0.0000,0.0000,0.0117,0.0000,0.0018,0.0638,0.0203,0.0193,San Francisco (CU)
24,Education,-,0.1777,0.0571,0.1822,0.0000,0.0183,0.0749,0.2428,0.1348,San Francisco (CU)
25,Health,-,0.0000,0.0579,0.0798,0.0000,0.0000,0.1149,0.0605,0.1407,San Francisco (CU)
26,LGU Investment,-,0.0000,0.0000,0.1092,0.0000,0.0795,0.0635,0.1431,0.0001,San Francisco (CU)
27,Accommodation Capacity,-,0.0000,0.0000,0.1146,0.0000,0.0000,0.0251,0.0748,0.0092,San Francisco (CU)
28,Information Technology Capacity,-,0.2815,0.4300,0.4960,0.0000,0.0000,0.2315,0.1087,0.3478,San Francisco (CU)
29,Financial Technology Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0455,San Francisco (CU)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4615,2.4872,1.9714,1.9595,San Francisco (CU)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.4537,2.4706,2.0,San Francisco (CU)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2321,2.5000,1.2664,1.006,San Francisco (CU)
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2550,1.004,San Francisco (CU)
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1511,0.0623,0.0025,0.0,San Francisco (CU)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,San Francisco (CU)
36,Emergency Infrastructure,-,-,-,0.8920,0.0000,0.4411,0.5206,0.3600,0.3838,San Francisco (CU)
37,Utilities,-,-,-,0.9989,0.0000,1.8778,1.8740,1.2511,1.0016,San Francisco (CU)
38,Employed Population,-,-,-,0.3904,0.0000,0.0012,0.0179,0.0523,0.0146,San Francisco (CU)
39,Sanitary System,-,-,-,1.5940,0.0000,2.0553,1.4764,1.2501,1.0,San Francisco (CU)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.078,San Francisco (CU)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0012,San Francisco (CU)
42,STEM graduates,-,-,-,-,-,-,-,-,0.09,San Francisco (CU)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.038,San Francisco (CU)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,San Francisco (CU)
45,Internet Capability,-,-,-,-,-,-,-,-,1.1739,San Francisco (CU)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,San Francisco (CU)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,San Francisco (CU)
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,San Francisco (CU)
49,New Technology,-,-,-,-,-,-,-,-,0.0,San Francisco (CU)
