,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.1972,0.1976,0.1441,0.0046,0.0019,0.0111,0.0079,0.0046,0.0036,Angat
1,Local Economy Growth,0.4822,0.3807,0.0660,0.0011,0.0096,0.0140,0.3300,0.0020,0.0,Angat
2,Active Establishments in the Locality,-,-,-,0.1522,0.2046,0.1102,0.1645,0.1505,0.1646,Angat
3,Safety Compliant Business,-,-,-,0.0614,0.0659,0.0759,0.0914,0.0874,0.0,Angat
4,Employment Generation,0.1441,0.0587,0.0487,0.0685,0.0935,0.1133,0.0996,0.1241,0.0991,Angat
5,Cost of Living,3.7835,4.1667,3.9167,0.8784,0.0000,2.4206,0.9914,1.9063,1.875,Angat
6,Cost of Doing Business,0.2427,0.8823,1.5069,1.4648,0.5047,0.3827,1.7440,1.5300,1.8746,Angat
7,Financial Deepening,0.6285,0.4144,0.4755,0.3788,0.0479,0.1827,0.1784,0.1738,0.1777,Angat
8,Productivity,0.0810,0.0155,0.0074,0.0009,0.0001,0.0003,0.0837,0.0913,0.0645,Angat
9,Presence of Business and Professional Organizations,0.0022,0.0048,0.0031,0.0021,0.0000,0.0000,0.0000,0.0000,0.0,Angat
10,Compliance to National Directives,3.0000,1.6667,3.3041,0.0000,0.0000,0.0000,2.5000,2.3810,1.8929,Angat
11,Presence of Investment Promotion Unit,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5000,2.5000,1.9744,Angat
12,Compliance to ARTA Citizens Charter,-,3.0868,2.2105,2.1265,0.0000,2.3363,2.2448,1.9260,2.0,Angat
13,Capacity to Generate Local Resource,0.1128,0.1221,1.7478,0.1274,0.0000,0.2279,0.1895,0.0214,0.0104,Angat
14,Capacity of Health Services,0.1349,0.1546,0.1321,0.0563,0.0000,0.0617,0.0540,0.0758,0.0016,Angat
15,Capacity of School Services,0.4544,0.0000,0.5070,0.2226,0.0000,0.0000,0.1626,0.0706,0.0182,Angat
16,Recognition of Performance,0.2381,0.0000,0.2381,0.2226,0.0000,0.0722,0.0023,0.0156,0.0291,Angat
17,Getting Business Permits,-,-,1.1111,2.3889,0.0000,2.4892,2.4079,1.3814,0.5,Angat
18,Peace and Order,0.4337,0.0487,0.0349,0.3999,0.0000,0.0216,0.0168,0.0271,0.0297,Angat
19,Social Protection,-,-,0.2433,0.0591,0.0000,0.2249,0.2430,0.1944,0.0006,Angat
20,Road Network,0.0000,0.0726,0.0122,0.0026,0.0000,0.0100,0.0007,0.0137,0.0007,Angat
21,Distance to Ports,3.0582,3.0451,2.0447,2.0759,0.0000,0.0000,2.4330,1.5362,1.8416,Angat
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.3229,0.0000,0.0000,2.4375,1.8437,0.0963,Angat
23,Transportation Vehicles,0.1138,0.1096,0.0654,0.1109,0.0000,0.0146,0.0177,0.0143,0.0176,Angat
24,Education,0.2513,0.8707,0.0942,0.1085,0.0000,0.0580,0.0850,0.0605,0.0525,Angat
25,Health,0.3605,0.1255,0.1071,0.0767,0.0000,0.0596,0.0510,0.0462,0.0382,Angat
26,LGU Investment,0.3241,0.0000,0.0000,0.0000,0.0000,0.3207,0.1211,0.0134,0.0008,Angat
27,Accommodation Capacity,0.0179,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0,Angat
28,Information Technology Capacity,0.0000,0.5304,0.7005,0.2740,0.0000,0.2026,0.3505,0.1818,0.0352,Angat
29,Financial Technology Capacity,0.0685,0.0794,0.0725,0.0497,0.0000,0.0456,0.0676,0.0871,0.0259,Angat
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4744,2.4744,2.4773,1.9697,Angat
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.4074,2.3947,1.9988,Angat
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.2667,1.008,Angat
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2628,1.0149,Angat
34,Budget for DRRMP,-,-,-,0.0263,0.0000,0.0219,0.0984,0.1094,0.0,Angat
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Angat
36,Emergency Infrastructure,-,-,-,0.8738,0.0000,0.4822,0.4785,0.2596,0.3882,Angat
37,Utilities,-,-,-,0.7502,0.0000,0.6250,1.8780,1.2647,1.5067,Angat
38,Employed Population,-,-,-,0.1147,0.0000,0.0029,0.0031,0.0033,0.0027,Angat
39,Sanitary System,-,-,-,0.1500,0.0000,2.0037,1.8769,1.8751,1.5002,Angat
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.3137,Angat
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Angat
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Angat
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0033,Angat
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Angat
45,Internet Capability,-,-,-,-,-,-,-,-,1.019,Angat
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.015,Angat
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Angat
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Angat
49,New Technology,-,-,-,-,-,-,-,-,0.0,Angat
