,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,-,-,-,-,0.0001,0.0042,Datu Hoffer Ampatuan
1,Local Economy Growth,-,-,-,-,-,-,-,0.0216,0.0,Datu Hoffer Ampatuan
2,Active Establishments in the Locality,-,-,-,-,-,-,-,0.0375,0.0386,Datu Hoffer Ampatuan
3,Safety Compliant Business,-,-,-,-,-,-,-,0.0029,0.0043,Datu Hoffer Ampatuan
4,Employment Generation,-,-,-,-,-,-,-,0.0000,0.0622,Datu Hoffer Ampatuan
5,Cost of Living,-,-,-,-,-,-,-,0.9063,1.6316,Datu Hoffer Ampatuan
6,Cost of Doing Business,-,-,-,-,-,-,-,2.4228,1.6983,Datu Hoffer Ampatuan
7,Financial Deepening,-,-,-,-,-,-,-,0.0000,0.0065,Datu Hoffer Ampatuan
8,Productivity,-,-,-,-,-,-,-,0.0000,0.031,Datu Hoffer Ampatuan
9,Presence of Business and Professional Organizations,-,-,-,-,-,-,-,0.0017,0.0026,Datu Hoffer Ampatuan
10,Compliance to National Directives,-,-,-,-,-,-,-,2.4405,1.9091,Datu Hoffer Ampatuan
11,Presence of Investment Promotion Unit,-,-,-,-,-,-,-,1.2500,1.333,Datu Hoffer Ampatuan
12,Compliance to ARTA Citizens Charter,-,-,-,-,-,-,-,2.2659,2.0,Datu Hoffer Ampatuan
13,Capacity to Generate Local Resource,-,-,-,-,-,-,-,0.0005,0.0005,Datu Hoffer Ampatuan
14,Capacity of Health Services,-,-,-,-,-,-,-,0.0000,0.0,Datu Hoffer Ampatuan
15,Capacity of School Services,-,-,-,-,-,-,-,0.0038,0.012,Datu Hoffer Ampatuan
16,Recognition of Performance,-,-,-,-,-,-,-,0.0000,0.3125,Datu Hoffer Ampatuan
17,Getting Business Permits,-,-,-,-,-,-,-,1.8391,1.0,Datu Hoffer Ampatuan
18,Peace and Order,-,-,-,-,-,-,-,0.2292,0.0,Datu Hoffer Ampatuan
19,Social Protection,-,-,-,-,-,-,-,0.0000,0.0496,Datu Hoffer Ampatuan
20,Road Network,-,-,-,-,-,-,-,0.0260,0.0001,Datu Hoffer Ampatuan
21,Distance to Ports,-,-,-,-,-,-,-,0.0000,1.6308,Datu Hoffer Ampatuan
22,Availability of Basic Utilities,-,-,-,-,-,-,-,2.2188,0.4397,Datu Hoffer Ampatuan
23,Transportation Vehicles,-,-,-,-,-,-,-,0.0439,0.0065,Datu Hoffer Ampatuan
24,Education,-,-,-,-,-,-,-,0.0137,0.0111,Datu Hoffer Ampatuan
25,Health,-,-,-,-,-,-,-,0.2616,0.0152,Datu Hoffer Ampatuan
26,LGU Investment,-,-,-,-,-,-,-,0.3067,0.0019,Datu Hoffer Ampatuan
27,Accommodation Capacity,-,-,-,-,-,-,-,0.0000,0.0,Datu Hoffer Ampatuan
28,Information Technology Capacity,-,-,-,-,-,-,-,0.3571,0.25,Datu Hoffer Ampatuan
29,Financial Technology Capacity,-,-,-,-,-,-,-,0.0000,0.0,Datu Hoffer Ampatuan
30,Land Use Plan,-,-,-,-,-,-,-,0.0000,0.0,Datu Hoffer Ampatuan
31,Disaster Risk Reduction Plan,-,-,-,-,-,-,-,2.4762,1.9995,Datu Hoffer Ampatuan
32,Annual Disaster Drill,-,-,-,-,-,-,-,1.3246,1.0213,Datu Hoffer Ampatuan
33,Early Warning System,-,-,-,-,-,-,-,1.2595,1.0227,Datu Hoffer Ampatuan
34,Budget for DRRMP,-,-,-,-,-,-,-,0.0040,0.0017,Datu Hoffer Ampatuan
35,Local Risk Assessments,-,-,-,-,-,-,-,2.5000,2.0,Datu Hoffer Ampatuan
36,Emergency Infrastructure,-,-,-,-,-,-,-,0.0496,0.0284,Datu Hoffer Ampatuan
37,Utilities,-,-,-,-,-,-,-,1.0299,1.0031,Datu Hoffer Ampatuan
38,Employed Population,-,-,-,-,-,-,-,0.3550,0.0,Datu Hoffer Ampatuan
39,Sanitary System,-,-,-,-,-,-,-,1.8768,1.0,Datu Hoffer Ampatuan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Datu Hoffer Ampatuan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Datu Hoffer Ampatuan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Datu Hoffer Ampatuan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Datu Hoffer Ampatuan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Datu Hoffer Ampatuan
45,Internet Capability,-,-,-,-,-,-,-,-,0.04,Datu Hoffer Ampatuan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Datu Hoffer Ampatuan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Datu Hoffer Ampatuan
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Datu Hoffer Ampatuan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Datu Hoffer Ampatuan
