,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.0852,0.0003,0.0204,0.0069,0.0126,0.0124,0.0185,San Nicolas (BS)
1,Local Economy Growth,-,-,0.0647,0.0085,0.0205,0.0004,0.0310,0.0141,0.0,San Nicolas (BS)
2,Active Establishments in the Locality,-,-,-,0.5420,0.0016,0.0000,0.7187,0.9653,1.2591,San Nicolas (BS)
3,Safety Compliant Business,-,-,-,0.3597,0.1802,0.2037,0.4857,0.4780,0.6091,San Nicolas (BS)
4,Employment Generation,-,-,0.0067,0.0437,0.0006,0.0000,0.0527,0.0274,0.0408,San Nicolas (BS)
5,Cost of Living,-,-,3.2500,1.8103,1.2963,1.7500,0.9016,1.4688,1.3947,San Nicolas (BS)
6,Cost of Doing Business,-,-,0.9780,0.4744,1.8595,1.8934,2.1159,2.1792,1.6182,San Nicolas (BS)
7,Financial Deepening,-,-,0.0000,0.0000,0.0084,0.0369,0.2245,0.0183,0.2491,San Nicolas (BS)
8,Productivity,-,-,0.0513,0.0011,0.0000,0.0046,0.0502,0.0270,0.04,San Nicolas (BS)
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0033,0.0186,0.0194,0.0136,0.0053,San Nicolas (BS)
10,Compliance to National Directives,-,-,0.8889,1.1184,0.0000,2.4981,2.3958,0.0000,1.9545,San Nicolas (BS)
11,Presence of Investment Promotion Unit,-,-,0.0000,0.0000,0.0000,2.5000,2.5000,2.5000,1.9997,San Nicolas (BS)
12,Compliance to ARTA Citizens Charter,-,-,1.6841,2.3780,0.0000,2.3194,2.3123,2.1877,0.0,San Nicolas (BS)
13,Capacity to Generate Local Resource,-,-,1.6662,1.1784,0.0000,0.0769,0.8141,0.0536,0.0701,San Nicolas (BS)
14,Capacity of Health Services,-,-,0.0618,0.0756,0.0000,0.0654,0.2210,0.1444,0.0,San Nicolas (BS)
15,Capacity of School Services,-,-,0.4056,0.0870,0.0000,0.3886,0.1643,0.0467,0.016,San Nicolas (BS)
16,Recognition of Performance,-,-,0.5013,0.0870,0.0000,0.0694,0.0000,0.0000,0.0,San Nicolas (BS)
17,Getting Business Permits,-,-,1.1111,1.4959,0.0000,1.4110,1.5069,1.5354,0.5,San Nicolas (BS)
18,Peace and Order,-,-,0.1894,0.2986,0.0000,0.3226,0.6579,0.3958,0.0635,San Nicolas (BS)
19,Social Protection,-,-,0.0459,0.3687,0.0000,0.7859,0.4020,1.8983,0.1872,San Nicolas (BS)
20,Road Network,-,-,0.0107,0.0000,0.0000,0.0106,0.0021,0.0081,0.0,San Nicolas (BS)
21,Distance to Ports,-,-,0.0000,0.0000,0.0000,2.1910,2.1680,2.0166,1.5268,San Nicolas (BS)
22,Availability of Basic Utilities,-,-,0.0000,0.0000,0.0000,2.3438,2.3438,2.3750,0.4531,San Nicolas (BS)
23,Transportation Vehicles,-,-,0.0850,0.0655,0.0000,0.0117,0.0211,0.1071,0.0718,San Nicolas (BS)
24,Education,-,-,0.1078,0.0728,0.0000,0.0238,0.1827,0.1563,0.0442,San Nicolas (BS)
25,Health,-,-,0.1714,0.0672,0.0000,0.0353,0.0743,0.0000,0.0578,San Nicolas (BS)
26,LGU Investment,-,-,0.0000,0.0000,0.0000,0.0569,0.1844,0.3234,0.0016,San Nicolas (BS)
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,San Nicolas (BS)
28,Information Technology Capacity,-,-,0.3439,0.1885,0.0000,0.1097,0.3333,0.7143,1.0,San Nicolas (BS)
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0952,San Nicolas (BS)
30,Land Use Plan,-,-,-,1.8750,0.0000,2.4615,2.5000,2.5000,1.4861,San Nicolas (BS)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.5000,2.4048,1.999,San Nicolas (BS)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2675,1.0213,San Nicolas (BS)
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.3920,1.1439,San Nicolas (BS)
34,Budget for DRRMP,-,-,-,0.0005,0.0000,0.0875,0.2043,0.0039,0.0004,San Nicolas (BS)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,0.0000,2.5000,2.5000,2.0,San Nicolas (BS)
36,Emergency Infrastructure,-,-,-,0.8576,0.0000,0.4551,0.5135,0.0481,0.3859,San Nicolas (BS)
37,Utilities,-,-,-,0.9722,0.0000,1.5608,1.8224,1.2694,1.2399,San Nicolas (BS)
38,Employed Population,-,-,-,0.0000,0.0000,0.0731,0.1275,0.1460,0.0,San Nicolas (BS)
39,Sanitary System,-,-,-,0.0000,0.0000,1.4500,0.5000,1.2500,1.0,San Nicolas (BS)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1667,San Nicolas (BS)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,San Nicolas (BS)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,San Nicolas (BS)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,San Nicolas (BS)
