,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,-,-,-,-,0.0002,0.0021,Pualas
1,Local Economy Growth,-,-,-,-,-,-,-,0.0000,0.0,Pualas
2,Active Establishments in the Locality,-,-,-,-,-,-,-,0.1811,0.0041,Pualas
3,Safety Compliant Business,-,-,-,-,-,-,-,0.0000,0.0,Pualas
4,Employment Generation,-,-,-,-,-,-,-,0.0000,0.0,Pualas
5,Cost of Living,-,-,-,-,-,-,-,1.6250,1.4474,Pualas
6,Cost of Doing Business,-,-,-,-,-,-,-,1.3343,1.6627,Pualas
7,Financial Deepening,-,-,-,-,-,-,-,0.0000,0.0065,Pualas
8,Productivity,-,-,-,-,-,-,-,0.0000,0.0,Pualas
9,Presence of Business and Professional Organizations,-,-,-,-,-,-,-,0.0000,0.0211,Pualas
10,Compliance to National Directives,-,-,-,-,-,-,-,2.4405,1.8636,Pualas
11,Presence of Investment Promotion Unit,-,-,-,-,-,-,-,2.5000,1.9991,Pualas
12,Compliance to ARTA Citizens Charter,-,-,-,-,-,-,-,2.0627,1.0,Pualas
13,Capacity to Generate Local Resource,-,-,-,-,-,-,-,0.0000,0.0,Pualas
14,Capacity of Health Services,-,-,-,-,-,-,-,0.1325,0.0002,Pualas
15,Capacity of School Services,-,-,-,-,-,-,-,0.0486,0.0,Pualas
16,Recognition of Performance,-,-,-,-,-,-,-,0.0446,0.0903,Pualas
17,Getting Business Permits,-,-,-,-,-,-,-,1.2135,0.0,Pualas
18,Peace and Order,-,-,-,-,-,-,-,0.0000,0.0,Pualas
19,Social Protection,-,-,-,-,-,-,-,0.0000,0.0356,Pualas
20,Road Network,-,-,-,-,-,-,-,0.0702,0.0,Pualas
21,Distance to Ports,-,-,-,-,-,-,-,1.7932,1.3064,Pualas
22,Availability of Basic Utilities,-,-,-,-,-,-,-,0.0000,0.4047,Pualas
23,Transportation Vehicles,-,-,-,-,-,-,-,0.0357,0.0072,Pualas
24,Education,-,-,-,-,-,-,-,0.1323,0.1117,Pualas
25,Health,-,-,-,-,-,-,-,0.0091,0.0083,Pualas
26,LGU Investment,-,-,-,-,-,-,-,0.0000,0.0,Pualas
27,Accommodation Capacity,-,-,-,-,-,-,-,0.0000,0.05,Pualas
28,Information Technology Capacity,-,-,-,-,-,-,-,0.0000,0.125,Pualas
29,Financial Technology Capacity,-,-,-,-,-,-,-,0.0000,0.0,Pualas
30,Land Use Plan,-,-,-,-,-,-,-,0.0000,0.9583,Pualas
31,Disaster Risk Reduction Plan,-,-,-,-,-,-,-,2.4762,1.9993,Pualas
32,Annual Disaster Drill,-,-,-,-,-,-,-,0.0877,1.0319,Pualas
33,Early Warning System,-,-,-,-,-,-,-,0.1894,1.0379,Pualas
34,Budget for DRRMP,-,-,-,-,-,-,-,0.0000,0.0,Pualas
35,Local Risk Assessments,-,-,-,-,-,-,-,0.0000,1.0,Pualas
36,Emergency Infrastructure,-,-,-,-,-,-,-,0.1962,0.0541,Pualas
37,Utilities,-,-,-,-,-,-,-,0.2500,0.5,Pualas
38,Employed Population,-,-,-,-,-,-,-,0.0252,0.0081,Pualas
39,Sanitary System,-,-,-,-,-,-,-,0.0000,0.5,Pualas
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Pualas
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Pualas
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Pualas
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Pualas
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Pualas
45,Internet Capability,-,-,-,-,-,-,-,-,0.02,Pualas
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Pualas
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Pualas
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Pualas
49,New Technology,-,-,-,-,-,-,-,-,0.0,Pualas
